Id,OrderNumber,Status,EffectiveDate,EndDate,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,CurrencyIsoCode,Description,CreatedDate,TotalAmount,AccountId,BillToContactId,ContractId,OpportunityId,Pricebook2Id,QuoteId,ShipToContactId
801xDL3vvjrUAimIUT,ORD-000000153,Activated,2022-08-27,2025-08-26,New,792 Townsend Gateway,Northhaven,NC,45028,United States,76123 Maldonado Falls,Willow Harbor,OR,69211,United States,USD,Synthetic order for test and benchmark use.,2022-07-21T07:02:36Z,377858.82,0014WYoiYbOMlUgQDX,003CycifoifVIltQQU,,006JBCuzYapF5eRQOG,01sQ4LtuJF9K1vlMFT,,003PIsnfE5YQMdlYVF
8010xMo2q9uCG8LYMF,ORD-000000154,Activated,2024-11-10,2026-11-10,New,739 Amy Islands,Lake Briar,CA,19430,United States,826 Jeffrey Squares,Cedar Crossing,NC,93686,United States,USD,Synthetic order for test and benchmark use.,2024-09-27T15:56:15Z,2814434.32,001n8Q7o6w0wrFoIIH,,,006cokd0oy31bp9YH0,01sf902KvuoXgXtOGX,,003y79c1yFgVZixIWN
0063aZUeUVSU1ESQUF,ORD-000000155,Activated,2022-08-20,2023-08-20,New,6511 Bradley Curve,Lake Briar,OR,14146,United States,057 Michael Row,Summit Glen,OR,30826,United States,USD,Synthetic order for test and benchmark use.,2022-07-21T12:11:25Z,1257595.05,0014WYoiYbOMlUgQDX,003NMoHLkDWagobAIJ,,006u5VqjPMM6Mh1I2U,01sQ4LtuJF9K1vlMFT,,003CycifoifVIltQQU
011QK39k9PS7OogYUN,ORD-000000156,Cancelled,2021-04-18,2024-04-17,Renewal,650 Rice Street,Cedar Crossing,NC,30927,United States,68715 Fuentes Trail,Willow Harbor,CO,86948,United States,USD,Synthetic order for test and benchmark use.,2021-03-30T06:59:36Z,1159978.85,001uaLZFmzUomVXQGA,003haI7NPKn0gYsQ3M,,5014Xk7FsInZnZWIT3,01sLoYtuPuiAhJSKZN,,003haI7NPKn0gYsQ3M
801lVWS7EsSUOHQAFU,ORD-000000157,Draft,2022-10-10,2024-10-09,Amendment,975 Pierce Islands,Summit Glen,CO,39594,United States,16329 Castillo Trace,Alder Bay,WA,68413,United States,USD,Synthetic order for test and benchmark use.,2022-08-30T18:29:53Z,1675338.06,001IGpX26HWSL0HQPY,003HkQ5HI74m9CBI69,,006YhxNORKKFK5QQ08,01sf902KvuoXgXtOGX,,003HkQ5HI74m9CBI69
801p7IihjpT4AtTIQC,ORD-000000158,Activated,2022-05-03,2023-05-03,Amendment,35048 Clinton Mount,Alder Bay,CO,79121,United States,32416 Jones Key,Willow Harbor,WA,93424,United States,USD,Synthetic order for test and benchmark use.,2022-04-06T12:32:11Z,484661.35,001b9Ubd6IpdBJKANL,003hCTxoAAKlB9rYEF,,826GsbDvVkiJJzTQA4,01sQ4LtuJF9K1vlMFT,,003hCTxoAAKlB9rYEF
801waHHouPo2ZHRYMG,ORD-000000159,Activated,2022-11-18,2023-11-18,New,5661 Julie Vista,Alder Bay,TX,49351,United States,50221 Richard Plaza,Lake Briar,CO,15246,United States,USD,Synthetic order for test and benchmark use.,2022-10-28T03:25:43Z,470655.3,0018YzqdxvbgCoaYQU,003x0VepNyTEttzY7F,,00iQdjx4xLmOmbDYYY,01sQ4LtuJF9K1vlMFT,0Q0J1Y6hbUUfoA80CS,003ZbsFp7oXia3iA34
80171rEOoU5ZPedA0M,ORD-000000160,Fulfilled,2025-03-23,2026-03-23,Amendment,1790 Baker Locks,Northhaven,CA,94577,United States,330 Roger Walk,Cedar Crossing,MA,34729,United States,USD,Synthetic order for test and benchmark use.,2025-02-11T09:06:53Z,1825487.82,001G40EGKjt7p96I7T,003UJMIOM9zfWh8QEM,,510ilL9Y0sCGljGA02,01sf902KvuoXgXtOGX,,003ealrxc6ARozTI8G
8019kyEYD1gcAHAYPY,ORD-000000161,Cancelled,2022-08-25,2024-08-24,Renewal,55904 Vanessa Ridges,Alder Bay,TX,30212,United States,22234 Charles Fords,Northhaven,WA,72334,United States,USD,Synthetic order for test and benchmark use.,2022-07-03T16:14:30Z,1747772.04,0012B0IsTb8G7BVAST,,,006nJcY7QX4evvNIVR,01sQ4LtuJF9K1vlMFT,,003xHlcAk72CIMoQTZ
801CtCs7tk94Zo8AXI,ORD-000000162,Activated,2023-10-09,2025-10-08,New,38848 Dean Divide,Cedar Crossing,TX,85922,United States,5642 Li Creek,Lake Briar,MA,48543,United States,USD,Synthetic order for test and benchmark use.,2023-10-03T11:14:42Z,437361.68,001mr80ElRqK1bZQVC,003XKM0H8L5psugA5G,,0061Ue1XaQ1ptTZIHJ,01sLoYtuPuiAhJSKZN,,003LyTtz99flO3DYZ3
801Dq0rQv9cMaGBQF7,ORD-000000163,Activated,2021-05-22,2022-05-22,New,8003 Cook Lock,Cedar Crossing,MA,12662,United States,502 Cooper Stream,Northhaven,CO,25441,United States,USD,Synthetic order for test and benchmark use.,2021-04-16T08:44:43Z,1686230.8,001jsWcaI2ueqNkQ4J,003gEs8HBx1ehusI5A,,810lr4J58Bd4DPJYBN,01sLoYtuPuiAhJSKZN,,003C3Xb79dagQlHQJL
801KKaia6dTXnZfAKZ,ORD-000000164,Activated,2021-08-20,2023-08-20,New,64957 Jamie Dam,Willow Harbor,NC,67263,United States,157 Carpenter Flat,Lake Briar,WA,17585,United States,USD,Synthetic order for test and benchmark use.,2021-08-01T22:59:00Z,300852.46,001Ok5JQopT2gTPQYR,003CMYExvKPUP8QYBD,,001XiuNt6euLMPwA7Z,01sQ4LtuJF9K1vlMFT,,003CMYExvKPUP8QYBD
801og0gIfsyVhK4Q34,ORD-000000165,Cancelled,2022-03-08,2024-03-07,New,22099 Obrien Ridge,Summit Glen,TX,48016,United States,1830 Shaw Circle,Summit Glen,CO,62414,United States,USD,Synthetic order for test and benchmark use.,2022-02-05T17:21:23Z,453869.68,001b1XyoVMftFmnY3Z,003nurDHlWLAK27Q1Q,,006pBR74v5gs1KhALD,01sLoYtuPuiAhJSKZN,,003y0u0DytJUnZuQ7T
8106FjDlfsJJjsuALI,ORD-000000166,Fulfilled,2025-01-26,2027-01-26,Amendment,9757 Ronald Trail,Alder Bay,WA,12885,United States,7068 Douglas Meadow,Northhaven,CO,73596,United States,USD,Synthetic order for test and benchmark use.,2025-01-13T16:02:39Z,950458.29,001QQQWKHoHDF4bYVO,0037KVl27m7XTIfIGO,,0061JpWE0yny1HrAOW,01sLoYtuPuiAhJSKZN,0Q0Rl9EnZd9IQfBSIU,0037KVl27m7XTIfIGO
801aNXTnA64py3iI2X,ORD-000000167,Draft,2025-10-22,2027-10-22,New,082 Gallegos Mission,Willow Harbor,NC,72107,United States,14206 Castillo Cove,Cedar Crossing,WA,50732,United States,USD,Synthetic order for test and benchmark use.,2025-09-03T13:49:04Z,967095.82,0013zAV0Mvg9gCbIC6,0031yNyCNxHHWDjAWI,,5061EOOkyR9jRgBIJ8,01sLoYtuPuiAhJSKZN,,0031yNyCNxHHWDjAWI
801l5lmqGNe34wMIG8,ORD-000000168,Draft,2022-06-15,2024-06-14,Renewal,926 Williams Extension,Cedar Crossing,MA,13302,United States,2019 Melissa Crescent,Alder Bay,WA,92963,United States,USD,Synthetic order for test and benchmark use.,2022-05-16T01:08:20Z,751339.57,001gcyiBi1aOx6uAJ7,003hSPH7e0S4NL9IKA,,,01sLoYtuPuiAhJSKZN,,003KIOhOaEZ8BhrI9A
801z9LzqY05JZRuAXC,ORD-000000169,Draft,2024-12-05,2027-12-05,Renewal,97339 Chavez Mills,Northhaven,CO,49948,United States,644 Patterson Avenue,Alder Bay,CA,52873,United States,USD,Synthetic order for test and benchmark use.,2024-10-26T00:48:24Z,334831.64,001SpROmneVnpzUI6I,,,8061Ihx6uLTSTMtIRE,01sLoYtuPuiAhJSKZN,,
801nkxlHZMgGBuWQXZ,ORD-000000170,Draft,2024-07-03,2025-07-03,New,998 Tammy Summit,Alder Bay,OR,20863,United States,52665 Hart Circles,Lake Briar,WA,54247,United States,USD,Synthetic order for test and benchmark use.,2024-05-09T15:30:02Z,1973089.52,001PygtS3FHgKj8Q8G,003gEccA5slZCWYYJF,800c9qdaxhRxiaJQM0,020lTku3MQ6NixTI4K,01sf902KvuoXgXtOGX,,
826hHYoSdq0bC2JA0C,ORD-000000171,Cancelled,2024-06-20,2026-06-20,New,469 Green Ports,Alder Bay,TX,68274,United States,962 Adkins Drives,Cedar Crossing,CO,97786,United States,USD,Synthetic order for test and benchmark use.,2024-04-30T15:00:21Z,2169525.91,001OphrQTgtGmAPIMC,,,720YuKlN0x1ulxYY2I,01sQ4LtuJF9K1vlMFT,,003RKx4RYpV8PObIGS
801M1BccnzGPqAcYQM,ORD-000000172,Activated,2021-05-28,2022-05-28,Amendment,303 King Cliff,Summit Glen,TX,73327,United States,61682 Cunningham Ramp,Alder Bay,CA,85708,United States,USD,Synthetic order for test and benchmark use.,2021-04-13T04:24:20Z,2801239.78,001lpuGrFmSTBnuY0M,003UTDUKVwA0KgvYYT,,00672IAiff7MHPZYC1,01sf902KvuoXgXtOGX,,003i6XJ36Xc1DSjQ8W
716BDdXnj9KoTRnQ8I,ORD-000000173,Draft,2021-05-28,2022-05-28,Amendment,39551 Juan Burgs,Northhaven,CO,12087,United States,14896 Haley Station,Summit Glen,TX,39931,United States,USD,Synthetic order for test and benchmark use.,2021-05-23T16:08:49Z,1374430.28,001U2E3Mrt3KZlKQE7,003x5swQIbocmF6Q6R,,006DscWsaEEkMr2QBJ,01sLoYtuPuiAhJSKZN,0Q0XS0AwhsKBxIhSV2,003x5swQIbocmF6Q6R
016axFzIL34MoSUYF0,ORD-000000174,Draft,2026-04-01,2028-03-31,Renewal,17807 James Orchard,Northhaven,WA,92656,United States,5633 Steve Summit,Northhaven,WA,99208,United States,USD,Synthetic order for test and benchmark use.,2026-03-21T10:16:04Z,641299.37,001Hmzu237idVEDY59,003qn7flMREuZdfQMB,,010qLMB0uAjOAJMAKD,01sf902KvuoXgXtOGX,,0033HOWp6qXzxCPIVG
801a7DM4Pg3ePjoIUF,ORD-000000175,Activated,2025-08-06,2027-08-06,Amendment,3533 Hill Island,Willow Harbor,CA,21307,United States,01612 Glover Ports,Lake Briar,MA,77966,United States,USD,Synthetic order for test and benchmark use.,2025-07-23T01:39:04Z,1462308.89,001wOS4RTezb6AxY4U,003rYgrvc9K7YF1QGX,800EmOA1hSNqa6iQ1U,0061qThIuslKrF7IVW,01sf902KvuoXgXtOGX,,003xxlGV9jlpBgRAMR
801HZwB8PQKyl4DQNK,ORD-000000176,Draft,2026-06-12,2028-06-11,New,016 Christopher Lock,Alder Bay,NC,71556,United States,16793 Charles Glen,Alder Bay,CO,48647,United States,USD,Synthetic order for test and benchmark use.,2026-05-12T18:38:51Z,2734499.72,001HPdcdRz4xhIHI7A,003LZozjaiYJPEfQK1,,006EHFu5Q7bkPO0IRL,01sf902KvuoXgXtOGX,,003tX2zwAt1G4xqQVK
801xHoYzIznpyOIQN7,ORD-000000177,Draft,2026-01-07,2029-01-06,New,557 Johnson Mountains,Lake Briar,MA,21575,United States,034 David Vista,Willow Harbor,OR,16246,United States,USD,Synthetic order for test and benchmark use.,2025-11-10T00:32:53Z,935520.95,0019ajAWDOEHbBzQ2L,,,006wQoSVoPXEowHQLD,01sLoYtuPuiAhJSKZN,,0030CQhMZFP5vpIYI1
801SY6ut0ugv6aQASH,ORD-000000178,Draft,2024-09-30,2026-09-30,New,96695 Gilbert Skyway,Alder Bay,OR,74083,United States,1171 Natalie Tunnel,Lake Briar,TX,60176,United States,USD,Synthetic order for test and benchmark use.,2024-09-09T17:35:20Z,1491205.89,001Z9FmqrbfBXeVI9A,,,0161X3H4nd77ebTQHG,01sf902KvuoXgXtOGX,,
801fjr3hGvipDDDAK8,ORD-000000179,Fulfilled,2024-03-18,2027-03-18,Renewal,022 Schmidt Loaf,Alder Bay,TX,14924,United States,3913 Benjamin Route,Lake Briar,NC,64568,United States,USD,Synthetic order for test and benchmark use.,2024-03-09T19:45:02Z,2169632.0,001a3aFjkJfo7TTICC,,,02tvRmJ3KgjkxLBYSA,01sf902KvuoXgXtOGX,,
521h2dAg13tjtpzIBS,ORD-000000180,Cancelled,2022-09-29,2023-09-29,New,1403 Park Lock,Willow Harbor,CA,95734,United States,8455 Yesenia Extensions,Alder Bay,WA,80576,United States,USD,Synthetic order for test and benchmark use.,2022-08-29T03:05:42Z,444221.47,001LTm1VHVbNsV6I1D,,,700Z8oS94ZFqXc5YGZ,01sLoYtuPuiAhJSKZN,,
801kszzEdZOmou5QME,ORD-000000181,Cancelled,2026-04-24,2028-04-23,Renewal,969 Shawn Manors,Cedar Crossing,TX,64938,United States,95675 Clark Lakes,Willow Harbor,OR,68062,United States,USD,Synthetic order for test and benchmark use.,2026-04-07T21:54:12Z,776137.65,001zDxxuW7kQ4BrAGJ,003mOkC58L5m0JSIM2,,006pM2ppnCXFRtoIGL,01sLoYtuPuiAhJSKZN,,003mOkC58L5m0JSIM2
801lixCCwfp8p6qA1G,ORD-000000182,Cancelled,2021-09-16,2022-09-16,Renewal,847 Alexandra Ridge,Lake Briar,CO,47914,United States,8624 Kristin Passage,Willow Harbor,WA,13607,United States,USD,Synthetic order for test and benchmark use.,2021-08-23T00:03:57Z,1350967.45,001ev39cBq0xejNIY0,0034bSNcvxaJOubIRN,,82689KnIcbNAgyTA3V,01sQ4LtuJF9K1vlMFT,,003uH5OW5dswD39AOA
801i7hFdYVaax6sA9Y,ORD-000000183,Draft,2024-03-14,2027-03-14,Renewal,049 Justin Corner,Cedar Crossing,NC,40389,United States,222 Justin Plain,Willow Harbor,CO,92662,United States,USD,Synthetic order for test and benchmark use.,2024-03-03T13:51:30Z,729870.73,001OPKDJQJag0BvIDS,003Z9p3iLikiLHLY2Q,,006hEzKERT2fiQWAH9,01sf902KvuoXgXtOGX,,003Z9p3iLikiLHLY2Q
801f6vBrXhLQ4wbQDY,ORD-000000184,Draft,2021-01-20,2022-01-20,Amendment,92766 Donna Stream,Lake Briar,NC,34626,United States,892 Latasha Mews,Summit Glen,TX,23258,United States,USD,Synthetic order for test and benchmark use.,2021-01-14T23:55:17Z,1869931.69,001wOS4RTezb6AxY4U,003dei9jRhmpBmNQKM,,0061qThIuslKrF7IVW,01sf902KvuoXgXtOGX,,003xxlGV9jlpBgRAMR
801JWeqQNsS7tvRQRC,ORD-000000185,Cancelled,2022-06-20,2024-06-19,Amendment,018 Blanchard Meadows,Alder Bay,TX,43869,United States,144 Peters Union,Lake Briar,NC,43080,United States,USD,Synthetic order for test and benchmark use.,2022-05-07T22:17:54Z,2315316.65,001aJFstC9yWgafQNG,003SGC03Rx0oc1mA5F,,006J44vg6IfP7wMAY0,01sQ4LtuJF9K1vlMFT,0Q0wOx2xodI5a5IC5R,003bvE2J9FksLFEAKU
8014OYeJam7umEfAMU,ORD-000000186,Draft,2024-05-25,2025-05-25,Renewal,3009 Brian Ranch,Cedar Crossing,CO,22596,United States,55855 Mueller Ramp,Summit Glen,NC,60617,United States,USD,Synthetic order for test and benchmark use.,2024-03-28T17:06:34Z,1891098.42,0018haifivYezP7QUH,0039KYBF4fXQiHuAF4,,006ne2Lc3ezbmVgAEQ,01sf902KvuoXgXtOGX,,0039KYBF4fXQiHuAF4
81tAwxhQDfkHiXIYLQ,ORD-000000187,Activated,2025-12-12,2027-12-12,Amendment,4271 Krause Flats,Northhaven,CA,76609,United States,4570 Raymond Divide,Cedar Crossing,WA,92705,United States,USD,Synthetic order for test and benchmark use.,2025-10-28T13:24:47Z,1639851.35,001gQSNxeXgntf7YR3,003iyqX46RecmhLITB,,006cKDAmVaeja9FQ08,01sQ4LtuJF9K1vlMFT,0Q0ndYLGrw18ZHhSLE,003gNkaswBOnskIYPY
72t9zEkTwkivCQsA8X,ORD-000000188,Draft,2025-05-27,2026-05-27,Amendment,2569 Zachary Trail,Willow Harbor,TX,19399,United States,84232 Thompson Hollow,Willow Harbor,CO,86807,United States,USD,Synthetic order for test and benchmark use.,2025-04-17T14:36:46Z,2996584.54,001OR7GRtb417SOIE9,,800Itpb9vCc1hHhQ1W,006pgNnpMiimJ6RYBD,01sQ4LtuJF9K1vlMFT,,003hMDunMjNslIVQ8V
801wp8TFAWC0l5tI8S,ORD-000000189,Draft,2021-04-04,2022-04-04,New,4328 Tammy Shore,Alder Bay,MA,47399,United States,0333 Christine Junction,Willow Harbor,OR,11116,United States,USD,Synthetic order for test and benchmark use.,2021-03-19T08:20:43Z,2183161.07,001pELio0Z9bDlQYUE,,,800rB25qnUsPMDCAT8,01sLoYtuPuiAhJSKZN,,
801mAwfzknOJP1yI7W,ORD-000000190,Fulfilled,2024-08-03,2025-08-03,New,05050 Wilson Valley,Cedar Crossing,CA,25747,United States,41678 Rebecca Knolls,Summit Glen,TX,91910,United States,USD,Synthetic order for test and benchmark use.,2024-06-10T12:23:21Z,1725519.63,001GikJVQQYFMgSI6M,003i6abiKGACMyCQ8A,800z269R6ifpeYRQJR,716F22xLzwDVzuGA3J,01sLoYtuPuiAhJSKZN,,003xoJjqRuD6JQuINX
801HPhUXyryB7sdAWO,ORD-000000191,Draft,2024-04-15,2027-04-15,Amendment,17993 Linda Meadow,Alder Bay,TX,62706,United States,901 Dawn Forest,Summit Glen,OR,96738,United States,USD,Synthetic order for test and benchmark use.,2024-03-13T02:33:49Z,398089.77,0014WYoiYbOMlUgQDX,0034JBacyRrWtHXY13,,006u5VqjPMM6Mh1I2U,01sQ4LtuJF9K1vlMFT,,003klJjRODG9dwwY68
806lLnYKM2Ppn1bIAZ,ORD-000000192,Draft,2023-03-06,2024-03-05,New,21962 Nichole Common,Summit Glen,MA,82655,United States,923 Justin Tunnel,Cedar Crossing,NC,90885,United States,USD,Synthetic order for test and benchmark use.,2023-01-21T15:19:46Z,1852234.81,001XuarHFEI17I9AWA,003o9UZEDhfqPufYGG,,0064GRvbDOzL1bSAZ9,01sf902KvuoXgXtOGX,,003brEV4p2S3vBCA3J
801uFENI71Mx0GaYM2,ORD-000000193,Activated,2024-05-16,2027-05-16,New,83318 Christine Wall,Northhaven,MA,24016,United States,117 Patterson Manor,Cedar Crossing,NC,98496,United States,USD,Synthetic order for test and benchmark use.,2024-05-09T04:05:39Z,1537673.51,0014BI0PTpGJAb4ICJ,0034EVtFHrdogVcQRN,,,01sLoYtuPuiAhJSKZN,0Q0ymny0Yb6KBoaSRH,003N7npX1LNheCRIK8
801GLCIjMsOneesQMX,ORD-000000194,Cancelled,2025-11-13,2026-11-13,Renewal,220 Robertson Cliffs,Northhaven,MA,68135,United States,870 Soto Neck,Lake Briar,MA,58394,United States,USD,Synthetic order for test and benchmark use.,2025-10-11T07:33:30Z,1697787.42,001WPEcjxhamiNXYYJ,003JWsXDkgeQfLNQQC,,526tiVAAPhLu2fXQKK,01sf902KvuoXgXtOGX,,003JWsXDkgeQfLNQQC
001zs4mcheoqQhhQN0,ORD-000000195,Draft,2024-08-21,2025-08-21,New,3543 Martinez Square,Northhaven,CO,95899,United States,37539 Morgan Squares,Summit Glen,WA,53500,United States,USD,Synthetic order for test and benchmark use.,2024-07-22T16:13:48Z,1173245.43,001f6ctaU1r6XIKQI2,003tmqZfelCT2roY1H,,006bSeYa8RGzU9LYYM,01sLoYtuPuiAhJSKZN,,003tmqZfelCT2roY1H
801Cisltk4eGaBxIVR,ORD-000000196,Fulfilled,2026-04-25,2028-04-24,New,3356 Patricia Ramp,Northhaven,OR,85332,United States,40652 Long Ferry,Lake Briar,CO,14101,United States,USD,Synthetic order for test and benchmark use.,2026-04-21T07:01:08Z,2888354.8,001XJBJ9looV3jVARS,003r5usRYFJKg66YET,,,01sf902KvuoXgXtOGX,,003r5usRYFJKg66YET
721hvji98rzH81LQPC,ORD-000000197,Cancelled,2021-06-26,2024-06-25,Amendment,107 Martin Mount,Alder Bay,TX,53053,United States,451 Kurt Road,Alder Bay,CO,27833,United States,USD,Synthetic order for test and benchmark use.,2021-06-21T23:27:39Z,913372.66,001NRMSr13PD4ICIOI,003leIPgXIm3JsrYHC,,006jJ8ct8ZaHG4cYCD,01sQ4LtuJF9K1vlMFT,,003leIPgXIm3JsrYHC
801kvirAyo8NgCWILH,ORD-000000198,Activated,2022-12-28,2023-12-28,New,7905 Thompson Points,Summit Glen,TX,87967,United States,29146 Santana Ferry,Alder Bay,NC,70878,United States,USD,Synthetic order for test and benchmark use.,2022-11-30T13:56:26Z,700321.94,001EzVzzzPDO3QjIJG,0037W2ucLOs8FxjAB4,,00670pdY4IyRJcsANP,01sLoYtuPuiAhJSKZN,,0037W2ucLOs8FxjAB4
801R9uMwL4piczfQQV,ORD-000000199,Fulfilled,2022-08-23,2023-08-23,Renewal,847 Marsh Square,Cedar Crossing,CA,81573,United States,233 Brewer Drives,Lake Briar,WA,55082,United States,USD,Synthetic order for test and benchmark use.,2022-07-20T01:43:31Z,1196426.37,001I9h4vN2Mpc08I26,0038M1l1Mhuj6b5ABN,,006XbSVM6Qu5YBiQFJ,01sf902KvuoXgXtOGX,,003WU4Q6S7FReEGY2S
801n1LbjytXnVegYZQ,ORD-000000200,Draft,2021-03-06,2024-03-05,Renewal,0431 Monica Fort,Cedar Crossing,OR,13862,United States,8333 Sweeney Spring,Summit Glen,OR,17607,United States,USD,Synthetic order for test and benchmark use.,2021-03-05T07:12:58Z,982696.01,001I5KBo2Mtskg9I6K,003hzvSfhLntALrY81,,006U1yV85DXdTDaQAZ,01sQ4LtuJF9K1vlMFT,,003hzvSfhLntALrY81
801VewHXY9wpKkgQH9,ORD-000000201,Activated,2021-02-14,2023-02-14,Renewal,22310 Andrews Mill,Alder Bay,WA,53705,United States,49519 Neil Views,Willow Harbor,OR,78684,United States,USD,Synthetic order for test and benchmark use.,2021-01-31T13:47:04Z,1597546.7,001LW8OXe6IEB5RAZR,003zxV94KopBRNGACG,,021E6l7PS6CcI0YY4H,01sQ4LtuJF9K1vlMFT,0Q0SRiHeYzsLB9CCKF,003zxV94KopBRNGACG
801SCtGq9C4LLAiYDR,ORD-000000202,Activated,2025-02-04,2027-02-04,Amendment,854 Kemp Throughway,Willow Harbor,TX,32172,United States,513 Lee Roads,Summit Glen,TX,88705,United States,USD,Synthetic order for test and benchmark use.,2024-12-26T09:54:58Z,1031025.35,001Z9FmqrbfBXeVI9A,003n8HZt4NM6tD7IME,800UeYqWsUhyhTmYJ8,006NFKZcGneMUanYP4,01sQ4LtuJF9K1vlMFT,,003JZjgTCA78gcOID9
801N3ygZLkrIHsDQ7C,ORD-000000203,Draft,2025-12-27,2028-12-26,Renewal,3018 Rhodes Corners,Lake Briar,CA,66046,United States,169 Timothy Cove,Lake Briar,WA,72397,United States,USD,Synthetic order for test and benchmark use.,2025-10-31T00:08:16Z,2078618.53,001L6QQcpJ1qXB2Y62,003dsxP6afpCoNXI3A,8008AyQLFsQnn38I2V,52tBxvqCScFZeiWA23,01sQ4LtuJF9K1vlMFT,,003dsxP6afpCoNXI3A
810KN2BYln8g2KEAKF,ORD-000000204,Fulfilled,2021-10-26,2022-10-26,Amendment,662 Douglas Hollow,Alder Bay,NC,87617,United States,5819 Henderson Mill,Cedar Crossing,CA,59102,United States,USD,Synthetic order for test and benchmark use.,2021-09-14T04:43:17Z,685286.56,001b1XyoVMftFmnY3Z,003vtqpcbhIEl9sQ91,,006a3u1vsSugaQcQ40,01sLoYtuPuiAhJSKZN,,003vtqpcbhIEl9sQ91
81tK5g6WtP70gyaQRM,ORD-000000205,Cancelled,2025-05-09,2028-05-08,Renewal,9478 Walker Turnpike,Cedar Crossing,TX,60471,United States,02853 Rachel Mountain,Lake Briar,CO,14283,United States,USD,Synthetic order for test and benchmark use.,2025-03-30T13:39:54Z,1219439.19,001QMRyBoOV9ydJAFR,003gg89u20676IeIXS,,81tYw0ANPUQ2I6WQS2,01sQ4LtuJF9K1vlMFT,0Q0rtjx5a74yli4CKR,003gg89u20676IeIXS
80195yLQfwfF8hVIPM,ORD-000000206,Draft,2024-04-16,2025-04-16,Renewal,1589 Megan Estates,Cedar Crossing,MA,87619,United States,3089 Martinez Stravenue,Alder Bay,WA,95248,United States,USD,Synthetic order for test and benchmark use.,2024-03-22T13:32:51Z,2779562.45,001ygA3FAG75gTTAXO,003rzl8QJiye2xyYHC,800Vchmt8SLcmOuQZL,006Jwsa3eFMG33rQAI,01sLoYtuPuiAhJSKZN,,003rzl8QJiye2xyYHC
801hiIDvBBUU47OI97,ORD-000000207,Fulfilled,2022-10-27,2023-10-27,New,518 Morrow Bridge,Cedar Crossing,CO,17812,United States,07121 Margaret Stravenue,Alder Bay,TX,90279,United States,USD,Synthetic order for test and benchmark use.,2022-09-07T04:32:01Z,1273599.01,001Oil2EokU3tWpID9,0036mmNusffWovpIGN,,81t5gLsXEkTMNZIYQY,01sQ4LtuJF9K1vlMFT,,0036mmNusffWovpIGN
801tSDEAFpYNJ96QIP,ORD-000000208,Fulfilled,2025-05-05,2027-05-05,New,79852 Johnson Via,Willow Harbor,WA,73339,United States,7640 Warren Freeway,Willow Harbor,CA,45627,United States,USD,Synthetic order for test and benchmark use.,2025-04-08T19:32:04Z,2668143.19,001FChipDL8FyVaQQG,003xYHNKI2NMB4pI5P,8003CaHfckhbB34QPY,006gH7QeDWucW7IIV6,01sQ4LtuJF9K1vlMFT,,003xYHNKI2NMB4pI5P
801zISFZlYN6gXMA2V,ORD-000000209,Cancelled,2026-05-28,2029-05-27,Renewal,0140 Kimberly Rapids,Willow Harbor,NC,40280,United States,3601 Vasquez Route,Lake Briar,CA,15044,United States,USD,Synthetic order for test and benchmark use.,2026-04-27T21:33:59Z,1102627.21,001Ql5gfswhLAUiIZH,,,006lsVcb21ouqEAQD7,01sf902KvuoXgXtOGX,0Q0p0qInI3rvKx0KZ0,003lB2NenmLqpSgANW
801PIzFBLY7ZgRoQPX,ORD-000000210,Activated,2026-03-02,2028-03-01,Renewal,759 Scott Coves,Summit Glen,CA,67070,United States,8835 Kline Rapid,Summit Glen,NC,55491,United States,USD,Synthetic order for test and benchmark use.,2026-02-12T07:56:52Z,1995984.63,001A42WSazTcqOlAN5,003s4EbxYNRHqPbQ0W,,006nvmOgHhSCkaAYYG,01sQ4LtuJF9K1vlMFT,,
5015Z3m6EKnfj2NI3I,ORD-000000211,Fulfilled,2025-09-26,2026-09-26,New,4631 Crosby Land,Summit Glen,TX,47613,United States,9272 Smith Valleys,Lake Briar,WA,28632,United States,USD,Synthetic order for test and benchmark use.,2025-08-08T05:31:10Z,199094.26,001MPbzljMNLiv5QZV,003lKSKPlBrHJCNA9T,800LlrQ7EpJv0H3AU5,71iX3qS4baYggv7AN6,01sQ4LtuJF9K1vlMFT,0Q0m8KCIKoA0B5LCO5,003wj4aZ1eHyznPQLH
801C6v4SnjjKNKhYLN,ORD-000000212,Activated,2024-01-23,2025-01-22,Renewal,7499 Avila Unions,Cedar Crossing,TX,35304,United States,335 Kirk Forge,Summit Glen,OR,40303,United States,USD,Synthetic order for test and benchmark use.,2023-12-25T02:39:21Z,1853023.52,0017q85b1UbQ3zNQ8K,003bPMP6TCGTRRJYGH,,006Xr51ApbSx6A3ANN,01sLoYtuPuiAhJSKZN,,003LdfIBGK7EQ0gYSZ
801yB0rr8Iq9tV0ID9,ORD-000000213,Draft,2021-12-25,2024-12-24,Amendment,18773 Bates Overpass,Cedar Crossing,TX,24546,United States,54158 Colleen Causeway,Cedar Crossing,NC,99804,United States,USD,Synthetic order for test and benchmark use.,2021-11-29T09:02:19Z,1748160.53,001jIiXAhBEHXIPYQP,003mz6nOplXbNe6IQ3,800ZnhRcx6zL9UTI2C,811AGzYwwbcrfyVQYD,01sf902KvuoXgXtOGX,,003MgDBGEmPiwO2IRE
