Id,ServiceDate,Description,CurrencyIsoCode,CreatedDate,Quantity,UnitPrice,Discount,TotalPrice,OpportunityId,PricebookEntryId
00kOhpOJypgzNQEAT2,2022-03-13,Synthetic Open Orbit Support Select Atlas line item.,USD,2023-12-10T08:57:25Z,10.0,20164.57,20.0,161316.56,006pM2ppnCXFRtoIGL,01uGRqSyJsjiNj7YGL
00kcTe8q1uMoZzPA5Z,2025-07-26,Synthetic Quantum Foundry Hardware Vertex Horizon line item.,USD,2023-05-12T20:23:55Z,50.0,32992.12,0.0,1649606.0,0066AMuIQTE5SLmQP2,01uL3wcoUYcBvlqYHO
00krveX2XiBzYnrYOW,2022-09-14,Synthetic Unified Beacon Data Platform Essential Solstice line item.,USD,2022-03-13T10:29:01Z,2.0,23304.0,0.0,46608.0,516Cx2wqpjjPwLpIDO,01utqmPyaUkwSFLI56
00krftj1DR49SsvAJO,2022-06-05,Synthetic Virtual Pioneer Advisory Premier Aurora line item.,USD,2025-12-23T17:46:45Z,5.0,15718.01,0.0,78590.05,006JJvNN1kdDKLSA6A,01uT86SzfhS9AD4IIJ
00koF2VP3G3OXqmI62,2024-02-26,Synthetic Connected Harbor Advisory Standard Ion line item.,USD,2021-04-30T01:08:30Z,10.0,41399.19,15.0,351893.11,0067uJUcdvHi07VA0P,01uG1oGHfFaPv7cAYC
00kbJHNfO7laUBjI9Y,2025-03-02,Synthetic Elastic Compass Advisory Core Vector line item.,USD,2021-06-18T09:59:59Z,50.0,2848.34,0.0,142417.0,006jSuSSPt43k1xAHM,01uZhc2xX0xLj39ATO
00k7mntPVV7014zQRD,2021-09-05,Synthetic Integrated Summit Data Platform Enterprise Cascade line item.,USD,2021-05-10T04:30:12Z,2.0,43433.32,0.0,86866.64,006ovbeKWlewgCsQHL,01uOgtH6Q9DN1ajABO
00kjYx6cCMvwnE0IDL,2024-12-24,Synthetic Open Lattice Training Professional Meridian line item.,USD,2025-11-23T09:55:02Z,5.0,10866.88,0.0,54334.4,5218kDGtvyPxwpRAE4,01uWSegLyaCVEZHYIA
00koALd8BXaYRrAYKP,2025-01-23,Synthetic Quantum Ember Advisory Standard Vector line item.,USD,2024-10-11T05:30:43Z,1.0,5690.9,0.0,5690.9,006TZoK03XTSLqlQNH,01ukRCiZaAEu20RYNG
00kbSf8GQr1bQk6AN3,2026-06-19,Synthetic Rapid Vertex Hardware Core Cobalt line item.,USD,2021-03-19T00:02:20Z,2.0,31478.57,20.0,50365.71,02tVz3Af1pPpQWJIAJ,01ukIj63kOHlcIZYNQ
00kjVoMCkbtz4liAHX,2026-01-20,Synthetic Virtual Orbit Support Enterprise Nova line item.,USD,2021-04-08T14:59:23Z,10.0,26177.48,20.0,209419.84,72tZRFHUoL5umGkI3B,01uExFr2ox1wODrIJA
00kkcHcjEXm6XBkACR,2022-07-15,Synthetic Connected Foundry Data Platform Scale Zenith line item.,USD,2023-01-13T04:25:07Z,10.0,22658.81,15.0,192599.89,811XTE2Rky3URobQRZ,01uCH4lcp0440QvAQZ
00kYrf7sf48H1M5I0D,2022-08-18,Synthetic Elastic Beacon Hardware Ultimate Cobalt line item.,USD,2025-05-11T07:12:01Z,5.0,30786.41,15.0,130842.24,006MgQnB3hrVK2oYP0,01uqZXZ1URRWyWYYJH
00kuR5RfuqOyp0jQAO,2021-06-03,Synthetic Integrated Pioneer Hardware Edge Pulse line item.,USD,2025-10-28T04:52:23Z,2.0,5140.47,20.0,8224.75,006Acu1Q2oIdoSzY9H,01utqmPyaUkwSFLI56
00kSCU6QiAzttcNQ4D,2021-11-16,Synthetic Open Harbor Data Platform Foundation Atlas line item.,USD,2024-02-17T07:36:14Z,1.0,25990.84,15.0,22092.21,71iZ1906woYvO5yY9W,01uGQQh5RW001gyILZ
00kKufZ0iEWch2KQS4,2023-10-11,Synthetic Quantum Compass Training Scale Horizon line item.,USD,2023-06-25T07:21:21Z,50.0,26030.62,0.0,1301531.0,50061TEvyTCbcFGA3Y,01uns3KdbblltJQYH1
00kWuoiEVTG1IVHILH,2021-09-11,Synthetic Rapid Summit Support Ultimate Pulse line item.,USD,2026-03-19T10:44:39Z,5.0,35162.04,0.0,175810.2,01ihdqt5T7XgHBuABO,01utHXQKP7wXfxpIGW
00kVTBB8MLlhuOsYU8,2021-10-09,Synthetic Virtual Lattice Hardware Edge Aurora line item.,USD,2021-01-29T12:09:41Z,5.0,4775.86,5.0,22685.33,006OTMiE4lXDcS1ARJ,01ualDWbU2nsHAyI4N
00kwOLLGWwPzQJnQN4,2025-01-13,Synthetic Connected Ember Support Premier Ion line item.,USD,2024-10-04T11:59:59Z,50.0,19731.09,0.0,986554.5,826g08vVGgEU6FqQUH,01uG8I3LXJBT79WQUS
00k6F0kNbgzi1LFY8A,2021-08-19,Synthetic Dynamic Vertex Cloud Service Select Solstice line item.,USD,2025-12-09T15:44:46Z,10.0,566.47,10.0,5098.23,52tR0p53ylj7fAxAPB,01uwrxBxGfjEpqeIX1
00k9gamuiZJkadxYJ8,2025-05-10,Synthetic Integrated Orbit Hardware Vertex Aurora line item.,USD,2022-06-28T05:07:53Z,10.0,10355.59,10.0,93200.31,02iiwT1Fv1xVhbaAQH,01uDiBAAE5g7Vm3QK9
00kfykHmPtiu2dYIUW,2024-02-27,Synthetic Open Foundry Training Essential Meridian line item.,USD,2021-05-30T10:58:54Z,50.0,31676.32,0.0,1583816.0,821AbkiganEss7hYIQ,01uiz7sGwHX5TE3AY8
00koU8Pv0mn6RsNAT0,2026-02-19,Synthetic Quantum Beacon Support Premier Vector line item.,USD,2023-04-26T04:09:20Z,2.0,10225.8,20.0,16361.28,51iBOICsBTqL8e5QBJ,01u2t5lHsuF16GgAD7
00kjgwg2tVTk8W1YMD,2022-09-29,Synthetic Rapid Pioneer Hardware Select Cascade line item.,USD,2025-11-15T18:10:18Z,100.0,45390.34,0.0,4539034.0,006J24dpSTYD3dmYA2,01u1rZvt4FcsUzWAJ2
00kyvrypyutqinvAWA,2024-04-10,Synthetic Virtual Harbor Data Platform Vertex Meridian line item.,USD,2024-06-03T21:57:03Z,10.0,36519.2,20.0,292153.6,006ytc8Tzkm2B1FI7V,01ua3TAVCFZjGSRAIX
00kT4jtA7Sy7As7QHG,2023-02-01,Synthetic Connected Compass Training Enterprise Zenith line item.,USD,2025-06-02T23:07:22Z,5.0,4463.56,15.0,18970.13,006EDgmq5nsA2r7A84,01u4dHsHv8wA4sGY7I
00kXJHMA2g1anu2I81,2023-02-25,Synthetic Dynamic Summit Hardware Professional Cobalt line item.,USD,2023-10-20T00:31:52Z,100.0,18922.88,10.0,1703059.2,81tYw0ANPUQ2I6WQS2,01uDSKa3Fuxi2HMYU2
00kdue2QXFYd1pMYYF,2025-12-28,Synthetic Integrated Lattice Data Platform Standard Nova line item.,USD,2025-06-17T08:06:27Z,10.0,3873.8,5.0,36801.1,006Y0BhG54aYCW5AHO,01u71TYWHFtX08fYSW
00kN1wRIuYl06vYAH7,2025-12-30,Synthetic Open Ember Advisory Core Atlas line item.,USD,2025-10-20T16:53:03Z,2.0,33345.9,0.0,66691.8,006TdqMQmMoUZ69I53,01ulr3bX0CgclaDYGJ
00kgy5cdaQnNhXgI9O,2024-10-30,Synthetic Precision Vertex Support Enterprise Horizon line item.,USD,2023-01-04T18:59:08Z,5.0,34900.05,20.0,139600.2,006wNYmybxjjNk5IFU,01uXemgmbGBj031YMF
00khxmvGluSydwfAKF,2021-07-11,Synthetic Rapid Orbit Training Professional Pulse line item.,USD,2024-07-01T19:13:16Z,25.0,17260.32,10.0,388357.2,520n6Vnw0BPEewZQVV,01u4o4n5WjlYYKWQAM
00ks2m2XzJCS2bqQPR,2024-05-06,Synthetic Virtual Foundry Training Standard Atlas line item.,USD,2021-04-23T13:28:03Z,1.0,18013.71,15.0,15311.65,810m3Fxlapz7LJhI0X,01upPMDy80x6djaI5M
00kDbsUT1EogbKNIVN,2026-09-30,Synthetic Connected Beacon Data Platform Edge Ion line item.,USD,2024-04-21T21:16:18Z,100.0,37247.17,0.0,3724717.0,810y0lH3OXxqWsFIJT,01uZwKANs13zPoaQLJ
00kPxQNNRAdORzNY1T,2025-01-28,Synthetic Dynamic Pioneer Support Foundation Solstice line item.,USD,2022-05-28T20:07:56Z,1.0,1028.56,0.0,1028.56,021jvqwanvRq8PSQS3,01uoIM45i0DJHHHQCS
00kr0TKMXuemQApAEC,2024-08-16,Synthetic Integrated Harbor Cloud Service Scale Aurora line item.,USD,2023-02-12T22:27:25Z,25.0,4421.19,20.0,88423.8,00i6MIAyfWb51IPI7H,01uV1w6txw3ypc8QJ7
00kgpFtH2VpReYEY8Z,2025-11-07,Synthetic Open Compass Support Ultimate Ion line item.,USD,2024-07-07T06:21:45Z,5.0,315.04,0.0,1575.2,006mQJj4tqLiSqfIOZ,01uoUHUXFK8KV8SIAZ
00kNixM0NWQdP9yQX7,2025-04-06,Synthetic Precision Summit Advisory Edge Vector line item.,USD,2024-11-30T00:00:27Z,2.0,601.01,0.0,1202.02,72iIgR6vwZzvAVWID9,01uFa5jdtbk2jvnIRL
00kEmePG4BbNfEpIAX,2026-05-24,Synthetic Rapid Lattice Data Platform Foundation Cascade line item.,USD,2024-10-15T00:44:13Z,50.0,11335.91,10.0,510115.95,011BUAckshJmYB5IO7,01ucOVQYpxTA9fkYLG
00kgkS3QCQv76sVAEG,2026-09-25,Synthetic Virtual Ember Support Scale Meridian line item.,USD,2023-01-20T19:49:37Z,10.0,46018.55,10.0,414166.95,720zTie0H1c7MkoADS,01u9aywL7bFTcXFIGN
00kFfUpfxiyOXLzA7W,2023-05-16,Synthetic Adaptive Vertex Advisory Vertex Vector line item.,USD,2023-02-03T15:25:18Z,100.0,9380.18,10.0,844216.2,020CZweFplpAgAGALQ,01uPjx1mFPjDpcgIRA
00ktL58qv52y6SKY6V,2024-10-24,Synthetic Dynamic Orbit Advisory Essential Cobalt line item.,USD,2021-11-17T11:11:29Z,25.0,2663.6,10.0,59931.0,52i5pEXn6pAdR6eI4T,01ul4xwXCBS1OStY9K
00kw5T89mczgToBAXB,2024-09-30,Synthetic Integrated Foundry Cloud Service Premier Nova line item.,USD,2021-06-19T22:22:36Z,50.0,27586.31,5.0,1310349.72,006GSrvQlQlmjHSYXG,01uYlWWcWi8iXTcYI3
00kgcvUAmZjSw9qYUV,2023-06-09,Synthetic Open Beacon Advisory Select Zenith line item.,USD,2023-11-24T22:54:48Z,5.0,1872.99,10.0,8428.46,0068H5q0uIDtBo1YDL,01uqbMARsmKpgLtYV6
00k1xqmRqB0FgGQAAI,2021-07-13,Synthetic Precision Pioneer Advisory Vertex Cobalt line item.,USD,2022-09-29T01:39:26Z,5.0,22571.37,0.0,112856.85,521LJWbOWfnkT52I54,01ukIj63kOHlcIZYNQ
00k4YAQdvb7HL8BID1,2022-12-16,Synthetic Rapid Harbor Training Essential Pulse line item.,USD,2022-03-05T15:51:36Z,2.0,48717.79,0.0,97435.58,710OWlhgQBz1dgiQSB,01ugs5rUeguaTaQIXC
00k5s5ai1GbAzIJI59,2025-11-29,Synthetic Virtual Compass Support Premier Atlas line item.,USD,2022-07-08T04:53:41Z,1.0,49594.71,0.0,49594.71,006fjS5Ew4iv3VmADQ,01uC4cTc6DjS24HIO7
00kuhOvDskGV44wIO7,2025-12-01,Synthetic Adaptive Summit Hardware Standard Horizon line item.,USD,2022-04-19T17:05:09Z,10.0,23246.32,15.0,197593.72,506u0LsPANexmkqA6E,01uqhMa2zt9ioK1IJ8
00kq8WkipLwGYz3AS6,2022-06-21,Synthetic Dynamic Lattice Support Core Solstice line item.,USD,2026-05-05T04:34:12Z,10.0,23623.81,10.0,212614.29,810ts46fmKDZIW9Y0M,01uw91RYAhA1FFjAKB
00kZyF9bbVTBgk0YWJ,2022-06-20,Synthetic Integrated Ember Cloud Service Enterprise Aurora line item.,USD,2026-02-02T16:02:13Z,2.0,35196.75,0.0,70393.5,7007XajoQqgjc5CIMK,01uA8j2wDTUspNUIJ6
00kmKMqo62gqIVEY4M,2025-02-06,Synthetic Modular Vertex Cloud Service Professional Ion line item.,USD,2022-04-19T08:14:40Z,1.0,24548.68,10.0,22093.81,7203OQNAvLWnbb3Q5E,01uugppu5drNWwvIF8
00k4JVJLybwVcfaYGL,2026-01-29,Synthetic Precision Orbit Hardware Standard Solstice line item.,USD,2022-10-25T23:44:49Z,50.0,9147.32,15.0,388761.1,01t3uWsUwc7lErWQGB,01u5PaTy6Vk6uLCQ0J
00kEZ7I6mZcn7duQ1Q,2023-04-02,Synthetic Rapid Foundry Training Core Cascade line item.,USD,2026-01-26T20:25:12Z,5.0,20863.61,10.0,93886.25,800Qiw8nw8drSeGAXC,01uAMyCLLNMmR5bA3S
00k2QlFB2C3IejPQMH,2021-09-05,Synthetic Virtual Beacon Support Enterprise Meridian line item.,USD,2023-02-14T18:52:28Z,1.0,18369.63,0.0,18369.63,0001FxlgbKgn74EIC5,01uizFG7tdRUqr4QN5
00kK6VuPT6qFzhLA7K,2021-12-20,Synthetic Adaptive Pioneer Training Scale Vector line item.,USD,2022-11-15T21:48:59Z,25.0,31772.06,0.0,794301.5,006DNVYpZAeKKNsIZ8,01u9aywL7bFTcXFIGN
00kvtwV2oQUO2K8IWO,2024-11-08,Synthetic Dynamic Harbor Advisory Ultimate Cascade line item.,USD,2026-01-11T13:54:38Z,25.0,29318.22,0.0,732955.5,006Cabd2xs6t4XgQVY,01uKf9JD3b3I31TYQ4
00kdF2CioF7spZMA52,2023-04-19,Synthetic Integrated Compass Hardware Edge Nova line item.,USD,2021-12-10T08:29:50Z,5.0,529.21,20.0,2116.84,006ptBWxQBn6whtIPE,01ujwTES8hRA7BmARX
00kEk0PKQqTLWosYAT,2024-04-14,Synthetic Modular Summit Advisory Foundation Zenith line item.,USD,2022-07-15T20:19:20Z,1.0,49066.71,20.0,39253.37,006XzY78bXcZHCtAV8,01uMskTW5szoxUUADQ
00kUNGcOAacjUVEYX0,2025-10-23,Synthetic Precision Lattice Training Scale Cobalt line item.,USD,2024-03-10T23:49:28Z,5.0,34047.47,0.0,170237.35,006heAy12n5PZdLIRF,01uGrmz54IceEqlY8F
00kbfVKM6JlLf6gQ9V,2021-09-19,Synthetic Rapid Ember Hardware Ultimate Nova line item.,USD,2023-11-19T05:55:00Z,1.0,46679.21,5.0,44345.25,006NVCfNB0cM3DJQ1W,01ubUfoM4bMvoiHY9B
00kVXJkpPqiotcbAJU,2026-05-22,Synthetic Unified Vertex Hardware Edge Atlas line item.,USD,2022-08-16T06:59:25Z,50.0,20953.12,20.0,838124.8,72ijgTuOQZfAKVfAUQ,01uEj6BcVvMiROBY42
00kjsC4ntIq2tQzAQD,2023-03-17,Synthetic Adaptive Orbit Hardware Premier Horizon line item.,USD,2024-06-26T13:58:38Z,2.0,32736.51,5.0,62199.37,006xg6DrSgjRwccI6H,01usQT9Yxo9DMACALJ
00ktfi6qwoirGR8YVO,2021-07-18,Synthetic Dynamic Foundry Hardware Select Pulse line item.,USD,2025-04-08T17:28:47Z,50.0,43653.08,0.0,2182654.0,006mKMwUt7UnEV9YZQ,01uBeJ5ZF9xSBOtQEH
00koj1IK87l4nEoALZ,2023-09-27,Synthetic Integrated Beacon Hardware Vertex Atlas line item.,USD,2026-02-02T13:52:51Z,25.0,38342.78,20.0,766855.6,006FAqMhkGUPiYaY9D,01u4PmvaoJjErBdQDS
00kvwyMeVweKNrJAFE,2022-09-06,Synthetic Modular Pioneer Data Platform Essential Ion line item.,USD,2023-12-05T02:46:57Z,50.0,45674.73,0.0,2283736.5,0102fLtQLEL1WDgAOG,01uDWoma98FCSDQIW6
00kJn3bPTfUAZx7YIM,2023-11-18,Synthetic Precision Harbor Training Premier Solstice line item.,USD,2024-08-26T06:50:53Z,25.0,30318.06,5.0,720053.92,006x2VTXL3IMOIDAQR,01u6KKbQZEsQD2mQJW
00kxy7bb54Xc9HiI92,2023-02-28,Synthetic Rapid Compass Cloud Service Select Aurora line item.,USD,2025-03-05T19:55:15Z,100.0,12829.24,15.0,1090485.4,006RDEKK5DqXkskAUM,01unrr2qf22owZ1IKT
00kgUFlUEAIH0L7A1S,2022-01-30,Synthetic Unified Summit Cloud Service Vertex Ion line item.,USD,2026-06-08T15:38:03Z,100.0,20332.97,10.0,1829967.3,006csbwE77CaSuXQOW,01uicVYWLcfmsN3AQY
00ksQ6WrxdUtJKfQ2N,2026-04-03,Synthetic Adaptive Lattice Advisory Enterprise Vector line item.,USD,2026-03-11T15:15:01Z,5.0,38711.17,5.0,183878.06,006XYm0ra9sX98MINR,01uSgRVaFEegm2VISP
00kozK1ZzgO7WC6QTU,2022-08-27,Synthetic Dynamic Ember Support Professional Cascade line item.,USD,2024-03-11T05:09:07Z,1.0,32442.19,0.0,32442.19,006fvC7r6Ji9oWJIDG,01uSKO64CBXbxbQIV6
00kHarxjMA3VX2xQKE,2026-06-20,Synthetic Elastic Vertex Hardware Standard Meridian line item.,USD,2022-04-21T23:05:57Z,5.0,36808.53,0.0,184042.65,820vqYOyZYDm1OzQZ2,01uPr41KGxIVdDtIWK
00kboxC9oor0IrvQG2,2021-06-04,Synthetic Modular Orbit Training Core Zenith line item.,USD,2022-06-15T07:43:54Z,5.0,39879.59,0.0,199397.95,701eBZTq7oipTE6QF6,01ubt6UAjtxypWLAKP
00kUwmWtrg8FnolAWE,2024-01-19,Synthetic Precision Foundry Data Platform Enterprise Cobalt line item.,USD,2022-06-20T20:03:18Z,5.0,34161.46,15.0,145186.2,526hrbbbEp7wldeA1B,01uCH4lcp0440QvAQZ
00kK0eel98ZTVsfIKZ,2025-02-17,Synthetic Rapid Beacon Data Platform Professional Nova line item.,USD,2023-09-03T19:46:53Z,50.0,1781.88,0.0,89094.0,006Z7PthfrMPBYoIQF,01uk7RIGqtW7TtTAU7
00k7OA9SnivRF0yQUJ,2024-11-27,Synthetic Unified Pioneer Data Platform Standard Zenith line item.,USD,2021-09-09T14:16:14Z,5.0,22168.47,15.0,94216.0,701KVmhUT7rFgheQTD,01uphLiDJlXg8wvAE3
00kMMvd8ax7ZGCoQKJ,2024-07-09,Synthetic Adaptive Harbor Data Platform Edge Horizon line item.,USD,2021-03-08T13:24:16Z,10.0,30799.19,20.0,246393.52,511wLKR6pa9CynzQH6,01uVCXqrgCKU3tcIXU
00kgbWDnAsnYu5OYD1,2026-06-09,Synthetic Dynamic Compass Hardware Foundation Pulse line item.,USD,2023-08-02T07:25:28Z,1.0,35729.5,0.0,35729.5,006OKYDULBtLgtwQIC,01u4o4n5WjlYYKWQAM
00kRTIdswfUZZp3Y98,2021-03-14,Synthetic Elastic Summit Advisory Scale Atlas line item.,USD,2025-10-02T01:25:30Z,25.0,22094.99,0.0,552374.75,006lZoIVAKFfXeOA5D,01uVXzdM9yvV1AcA3O
00kLeVMK0TeA0HTYAI,2022-09-25,Synthetic Modular Lattice Data Platform Ultimate Horizon line item.,USD,2023-05-31T08:58:51Z,2.0,16429.81,0.0,32859.62,0069XmIipc9u2YrIUP,01uwUw0jM354l9gAAU
00kePiDkHuGklAJY1J,2021-11-29,Synthetic Precision Ember Hardware Edge Solstice line item.,USD,2026-02-06T20:28:34Z,25.0,32019.56,0.0,800489.0,006ZNylqhQEimcZQR4,01utHXQKP7wXfxpIGW
00kEADxnWvSzjFqACL,2022-07-08,Synthetic Quantum Vertex Data Platform Foundation Aurora line item.,USD,2021-11-04T06:20:17Z,10.0,39155.42,20.0,313243.36,50inwhIHEWxsdO8YG0,01uXnhv90KP987BQ3Y
00kBhZR99S4X4TmYUI,2024-04-24,Synthetic Unified Orbit Training Scale Ion line item.,USD,2026-01-05T18:56:35Z,10.0,26793.74,15.0,227746.79,00648rOD1tDCPslQZY,01uwUw0jM354l9gAAU
00kpygCJIM39AMFQL8,2022-02-03,Synthetic Adaptive Foundry Advisory Vertex Solstice line item.,USD,2025-04-02T11:20:58Z,100.0,6029.08,15.0,512471.8,816NH1Uknj79qGbQHV,01ujBc1EruOtg57ANE
00kOI4kRFRVdaRhAWO,2025-06-29,Synthetic Dynamic Beacon Training Essential Cascade line item.,USD,2025-07-14T23:22:41Z,10.0,44845.16,5.0,426029.02,021eKdhMYbzXcloIFK,01uhKGrd4fvOOHBIHW
00knPSwiGM3W5azIPF,2026-04-30,Synthetic Elastic Pioneer Advisory Premier Meridian line item.,USD,2024-05-13T05:23:48Z,5.0,13612.62,0.0,68063.1,006hRvTZ1BxAoSuASY,01ueJTA7gnZDnyqQ5J
00kkpS2n97EhKS8Y1Q,2023-03-17,Synthetic Modular Harbor Training Select Vector line item.,USD,2023-12-05T02:09:20Z,10.0,9207.69,0.0,92076.9,006Ep94OwRCxNuQAKC,01u4o2liuGqb4f9YF2
00kBRMwknI4LC4bYQV,2025-03-19,Synthetic Precision Compass Training Vertex Cascade line item.,USD,2024-08-01T22:28:09Z,2.0,32813.0,0.0,65626.0,006kf2nLFdad71sAIO,01uLbKRe3aHzpFnIFF
00kZDfkWYEjPg75Y4A,2022-03-01,Synthetic Quantum Summit Data Platform Essential Nova line item.,USD,2025-07-27T17:31:35Z,5.0,43709.12,0.0,218545.6,50iXmb70bfbD7KEAJ4,01uRfvkN0HymA5HQXH
00kyJQYqrC7WlWwQ91,2023-07-14,Synthetic Unified Lattice Data Platform Premier Zenith line item.,USD,2022-05-31T11:31:48Z,5.0,5821.53,20.0,23286.12,02iS22kmtnTAmXQYS9,01u2sFPzvtowgnJIBF
00kO0eonZjPvznyQAJ,2026-07-24,Synthetic Adaptive Ember Hardware Standard Cobalt line item.,USD,2024-05-31T08:32:45Z,10.0,17732.37,5.0,168457.51,816w3x3e88STxUPYSA,01uz99haVgYQuXKYK3
00kH4AhREXpYAF1AXV,2022-09-12,Synthetic Connected Vertex Cloud Service Core Pulse line item.,USD,2023-08-17T15:48:36Z,2.0,1714.34,5.0,3257.25,006EJMe6nq0y8lIYL6,01unaRlrOqYG3shY2D
00k7AN85kxPMH88Q49,2026-02-04,Synthetic Elastic Orbit Cloud Service Enterprise Atlas line item.,USD,2023-03-23T10:57:58Z,100.0,41075.08,5.0,3902132.6,72ieRpFxOglko7jQAZ,01uR2nl29IkqYErYC1
00kGTHRVW7AjOhIYKY,2021-06-27,Synthetic Modular Foundry Advisory Professional Horizon line item.,USD,2023-10-02T20:56:02Z,50.0,41073.02,10.0,1848285.9,006fPKoc4xFqcrcA4V,01uqpR2yiWbBNPvQ1F
00kIcl5pizC4ELEQ1B,2022-10-14,Synthetic Precision Beacon Data Platform Standard Pulse line item.,USD,2022-03-26T15:46:32Z,5.0,42540.53,0.0,212702.65,006jJ8ct8ZaHG4cYCD,01u07ivu2QA6dAiA8A
00kyxEzVNIEYqzsA4D,2025-03-20,Synthetic Quantum Pioneer Cloud Service Core Aurora line item.,USD,2022-12-23T13:20:58Z,10.0,15865.61,20.0,126924.88,01tD1mF9ntG1JYcYGZ,01uYTScXXHBn0tLASI
00kXepAicIwHBPgABY,2024-01-24,Synthetic Unified Harbor Advisory Enterprise Ion line item.,USD,2022-11-19T14:16:34Z,100.0,12557.12,0.0,1255712.0,71tHROrc8FGINvpYXY,01uu5XYiFCPTY9mYUD
00kEnKQ71vc2OZiIHV,2024-11-04,Synthetic Adaptive Compass Data Platform Scale Solstice line item.,USD,2021-01-31T10:19:17Z,25.0,31404.43,15.0,667344.14,801JUCFNcgzcvUuYSM,01uicVYWLcfmsN3AQY
00kEem73NPCPz4rY84,2022-12-29,Synthetic Connected Summit Data Platform Ultimate Aurora line item.,USD,2022-04-08T11:37:09Z,25.0,25575.63,10.0,575451.68,006Cit730YdKuQBYML,01unim0cLH2qX1pAP5
00k9Dayx1dkpVMaQG5,2024-05-21,Synthetic Elastic Lattice Advisory Edge Meridian line item.,USD,2023-03-27T15:56:27Z,1.0,33446.55,0.0,33446.55,51tHCyyA740NmEDIRA,01uN1gq3AIwqkHLQ6E
00kwRjoBHfWfl8SYPL,2024-01-13,Synthetic Modular Ember Hardware Foundation Vector line item.,USD,2022-06-01T04:11:09Z,1.0,15191.46,0.0,15191.46,006hLA2JQUbQQsrY23,01ukAydnh1wk2jaQU4
00k7I5Xta1gjEE3AJG,2024-07-14,Synthetic Open Vertex Training Scale Cascade line item.,USD,2022-11-05T07:21:48Z,100.0,32824.43,10.0,2954198.7,00iqIKwdqI55cMpA5R,01uHIxEL6orCehpYIM
00kQvrIejU9DWppA4N,2022-10-02,Synthetic Quantum Orbit Training Ultimate Meridian line item.,USD,2023-09-11T00:13:56Z,2.0,38673.02,0.0,77346.04,001UaIRIhbhJyYQQFB,01uEqUZBEAZR9UmY8R
00k5usjexXHQae9YMQ,2021-06-20,Synthetic Unified Foundry Cloud Service Edge Zenith line item.,USD,2023-03-11T08:10:44Z,100.0,27397.98,0.0,2739798.0,80idHfxld1aKE4xQ8M,01uplBWl2zlMr9dYKF
00kwxSEi05mqb1mY3A,2026-08-13,Synthetic Adaptive Beacon Support Premier Cobalt line item.,USD,2024-11-07T21:08:08Z,50.0,47781.51,10.0,2150167.95,001kpNvHYOV8pLjIXE,01uhEab6VThQ3laAJ0
00k4ZzD5OgOzJ26ISF,2022-02-18,Synthetic Connected Pioneer Hardware Select Nova line item.,USD,2022-07-30T02:21:06Z,100.0,14436.52,0.0,1443652.0,006wgWgkluiAo5JA81,01uPYumXiNf3CnhYSE
00k6CILl7eBrfxIITK,2025-02-28,Synthetic Elastic Harbor Training Vertex Zenith line item.,USD,2024-09-20T16:55:44Z,100.0,41033.19,5.0,3898153.05,006TF68FDH8V1zoAAG,01uAMgh5dwURjaMQRK
00kIU5gqIqZUBMtY4K,2025-07-04,Synthetic Modular Compass Data Platform Essential Horizon line item.,USD,2023-02-11T20:06:03Z,50.0,39577.7,15.0,1682052.25,006UjOrr7j0yErBITV,01uufv2InbzDK0iIMO
00kyNRRkzPvjqIUAT7,2026-03-26,Synthetic Open Summit Support Premier Pulse line item.,USD,2022-12-28T17:11:50Z,5.0,45777.77,0.0,228888.85,006guMbKiDAobJoQWW,01uFe45oNKIEsMCASS
00kRoIbn10HqT27I2O,2024-08-18,Synthetic Quantum Lattice Support Select Atlas line item.,USD,2024-11-22T09:04:18Z,10.0,29229.49,0.0,292294.9,50idFgBeIJEDPQXYQT,01uBkydzyYz6EoPI8G
00k4CjQlfJeqtB6QGU,2024-01-01,Synthetic Unified Ember Cloud Service Vertex Horizon line item.,USD,2026-06-22T08:01:59Z,100.0,43547.64,5.0,4137025.8,500oowxkxV4s3nnYH7,01unzqchnBJvFvNARI
00kV8sk2a9Os24UIBL,2026-05-08,Synthetic Virtual Vertex Advisory Essential Solstice line item.,USD,2023-09-02T14:42:25Z,25.0,44540.19,15.0,946479.04,006jmtEA69nNprTQUT,01uFe45oNKIEsMCASS
00kNiNOvWCvAAp1YZ7,2025-03-15,Synthetic Connected Orbit Data Platform Professional Aurora line item.,USD,2024-02-24T14:06:49Z,10.0,35854.05,0.0,358540.5,006mxnurp6XRsd0YOV,01u3VcPWmfc83TAIIQ
00kQtXO2ZYYqar9IBL,2025-08-16,Synthetic Elastic Foundry Training Standard Ion line item.,USD,2024-07-04T01:33:01Z,50.0,34068.32,20.0,1362732.8,00682pc98Lt7LCdAVA,01ulbAgwhu3vmAaIEX
00kIFsa16latDtmAXG,2025-09-07,Synthetic Modular Beacon Advisory Core Vector line item.,USD,2023-09-06T10:36:32Z,2.0,17831.86,10.0,32097.35,816p3J8VmnEOsVcISX,01ueVT7VYwqgtswYUD
00k9oHnOeETYGvoQCZ,2025-12-13,Synthetic Open Pioneer Hardware Enterprise Cascade line item.,USD,2025-08-11T23:53:36Z,2.0,25394.56,5.0,48249.66,810oLjx3DaEqk2RAWB,01uPjx1mFPjDpcgIRA
