Id,Subject,Status,Priority,ActivityDate,Type,Description,CreatedDate,IsClosed,WhatId,WhatType,WhoId,WhoType
00TIWw1f4uVsjleU92,Send workshop summary,Completed,High,2021-04-11,Call,Synthetic follow-up activity for CRM workflow testing.,2021-12-10T08:27:06Z,1,500VQ1NlGoJfTn8QUR,Case,003GweaslhRRyCLI5I,Contact
00TfDt2POo6w6fTUWZ,Follow up,Deferred,Low,2023-09-27,Email,Synthetic follow-up activity for CRM workflow testing.,2021-12-05T10:54:49Z,0,006LfsPZOgeTmYBYKR,Opportunity,003BezGw71lXosXA9D,Contact
00TO2prU41iT1DxM8U,Send workshop summary,Not Started,Normal,2026-08-08,Email,Synthetic follow-up activity for CRM workflow testing.,2024-05-03T23:26:21Z,0,500cDLO2cYGA4rzYLP,Case,,
00Tzpw0d7EjFO1m2CK,Prepare proposal,Waiting on someone else,High,2026-07-07,Call,Synthetic follow-up activity for CRM workflow testing.,2022-05-05T00:46:38Z,0,82iguBN6CwTjhOfY0A,Opportunity,003ybXYXVJHCNMSY3I,Contact
00TKYVpAMn28chk26K,Send workshop summary,Deferred,High,2024-01-07,Email,Synthetic follow-up activity for CRM workflow testing.,2022-04-06T13:46:09Z,0,700JRyKHqsq3xvxIRH,Opportunity,003snU4Vj0q5okhABH,Contact
00TwsdG8FCfrQ8h2JO,Prepare proposal,Waiting on someone else,Low,2026-02-12,Email,Synthetic follow-up activity for CRM workflow testing.,2021-08-16T08:37:16Z,0,72tcxdVCdzng8jjIGV,Opportunity,003azJSR2ragVkrYFE,Contact
00TaehOTqDOlbSVEL6,Follow up,Deferred,High,2024-01-21,Email,Synthetic follow-up activity for CRM workflow testing.,2026-01-08T01:07:03Z,0,526Imw6DY8mwXfkAXM,Order,003dCFkX9dbaSbSYN7,Contact
00TQ9rJSvjIkFf5UFH,Review requirements,Not Started,Low,2023-10-06,Other,Synthetic follow-up activity for CRM workflow testing.,2022-11-01T17:07:13Z,0,800TB8KxFUk9biPIRU,Contract,003gsNxFrV3BYq7QRT,Contact
00T1rlYpW2uDqW8UM6,Review requirements,Deferred,High,2026-02-24,Email,Synthetic follow-up activity for CRM workflow testing.,2026-03-02T09:45:14Z,0,01tTiYOuKc2VhIKABY,Product2,,
00Tk0yqJzI0GxJ42M0,Send workshop summary,Completed,Normal,2022-05-18,Other,Synthetic follow-up activity for CRM workflow testing.,2025-11-05T12:31:41Z,1,70181BSMex1BV2oY2A,Opportunity,003OGg9ZvpwA06oIKL,Contact
00Tf4ch5byTRN1x2TL,Send workshop summary,Not Started,High,2025-04-14,Other,Synthetic follow-up activity for CRM workflow testing.,2024-07-08T16:22:02Z,0,,,003ywKk19lBskZGYHM,Contact
00TEsNDgTCBPtX0MG7,Review requirements,Not Started,Normal,2024-03-05,Call,Synthetic follow-up activity for CRM workflow testing.,2023-08-31T11:27:13Z,0,80ig0h44cCZ9guhILV,Opportunity,00QtqDGMWJHHnLS21K,Lead
00TbSJuCRMm8q4pEON,Prepare proposal,Waiting on someone else,High,2025-12-09,Other,Synthetic follow-up activity for CRM workflow testing.,2026-01-29T06:04:55Z,0,0017rl4CBbT95B0YG7,Account,003tTdqCw3r025oI6L,Contact
00TDbGhTOdQxeK4MSU,Send workshop summary,In Progress,Low,2024-02-17,Other,Synthetic follow-up activity for CRM workflow testing.,2024-11-15T21:43:41Z,0,001kBV5ho7M1GOwA4E,Account,00376YCBgwVOAc2I8M,Contact
00T4wKuofe3PIVLMYZ,Send workshop summary,Completed,High,2021-11-12,Other,Synthetic follow-up activity for CRM workflow testing.,2021-02-15T23:05:38Z,1,001nyKCWKQ4K1MEQBJ,Account,003LlJq3Dr4OalLYX7,Contact
00TPpt118nqaDjmMHA,Send workshop summary,In Progress,Normal,2024-07-12,Email,Synthetic follow-up activity for CRM workflow testing.,2025-05-13T03:04:07Z,0,006eWEWXuAU9o6tY9T,Opportunity,003r34PQX5GrR3tYM1,Contact
00TPMh6QBCfGRhSMZJ,Send workshop summary,Completed,Normal,2026-06-02,Call,Synthetic follow-up activity for CRM workflow testing.,2023-12-02T12:25:40Z,1,,,00QCi1HCXB2inFYMEF,Lead
00TQxeFV1tpV1RM2XB,Send workshop summary,Deferred,High,2023-07-13,Email,Synthetic follow-up activity for CRM workflow testing.,2026-01-05T07:33:24Z,0,500Ld2euG6B3wz8IVR,Case,,
00T3amBjLay5XXbUXG,Send workshop summary,Completed,Normal,2021-07-26,Other,Synthetic follow-up activity for CRM workflow testing.,2022-07-19T17:43:22Z,1,501YRozXd6JsJZZI4L,Opportunity,00QuiKTAfFTmcPKUS5,Lead
00TgoYgmGq7vVm1M7V,Send workshop summary,Completed,High,2022-09-18,Other,Synthetic follow-up activity for CRM workflow testing.,2022-10-29T19:29:32Z,1,500nJiwVn5vUKIrANU,Case,,
00TeZdpY8CvorjY20T,Review requirements,Completed,Normal,2022-09-03,Other,Synthetic follow-up activity for CRM workflow testing.,2025-09-24T09:26:57Z,1,02ivNe7YCMI3tGgAOY,Asset,,
00TN82k1gMJa5cwEG7,Follow up,Waiting on someone else,Normal,2022-05-12,Email,Synthetic follow-up activity for CRM workflow testing.,2024-11-04T07:05:00Z,0,006hYnyfIrFM184I24,Opportunity,,
00T0utAlJkZ108dUCY,Review requirements,Deferred,Normal,2025-07-05,Call,Synthetic follow-up activity for CRM workflow testing.,2025-05-05T20:08:28Z,0,001rLqfAY4OfLS1QF8,Account,,
00Ts5CMuc8xhp1N21H,Send workshop summary,Completed,Low,2023-11-14,Other,Synthetic follow-up activity for CRM workflow testing.,2025-07-31T06:28:10Z,1,02iIqziTba1aty8YQ5,Asset,003aFddNQE90uBpQGN,Contact
00T3K2P6lJUjrCyMA7,Review requirements,Not Started,High,2025-11-14,Call,Synthetic follow-up activity for CRM workflow testing.,2023-04-07T05:07:25Z,0,,,0036IDX41NFUzcsQYY,Contact
00TATHSfbNYybjOUM1,Send workshop summary,Waiting on someone else,Normal,2022-09-21,Other,Synthetic follow-up activity for CRM workflow testing.,2024-04-25T23:39:34Z,0,02iLRMVoHPtdHfRAI9,Asset,003cMleyIGjmop4IOK,Contact
00TZZqLoz5y0pXCUMC,Follow up,Waiting on someone else,Low,2023-08-24,Call,Synthetic follow-up activity for CRM workflow testing.,2021-06-23T20:10:37Z,0,500lcMDTKENnrsfIBA,Case,00QgcouJy13P2nHUU7,Lead
00T2tXDxvL3yDUtMJH,Follow up,In Progress,Normal,2021-03-26,Call,Synthetic follow-up activity for CRM workflow testing.,2025-06-22T02:59:43Z,0,001IqN1uANorRv0AGO,Account,,
00TgfRy7G0fWNAJUFK,Send workshop summary,Not Started,High,2026-06-27,Call,Synthetic follow-up activity for CRM workflow testing.,2023-01-18T11:44:47Z,0,8002lzZBdig1E4MYZJ,Contract,00QtR2iD3jjmtDjU8I,Lead
00TQyFngL6hg58zE12,Prepare proposal,In Progress,Normal,2024-12-13,Call,Synthetic follow-up activity for CRM workflow testing.,2024-12-26T20:30:58Z,0,001FHyBhLc8CzxgIVO,Account,00QGABdoFxj7wHMUWD,Lead
00TGqQskXN3jT3dM2B,Send workshop summary,Waiting on someone else,Low,2025-10-03,Email,Synthetic follow-up activity for CRM workflow testing.,2022-06-14T23:45:56Z,0,00tZLRdA6SIdImoI1T,Opportunity,003GOul1uSeAdI6IQH,Contact
00T7ptZ4rGZQacZENB,Send workshop summary,Waiting on someone else,Low,2026-02-11,Email,Synthetic follow-up activity for CRM workflow testing.,2023-12-23T13:26:34Z,0,001wXq5LbckG7u9AEU,Account,,
00T63Y1T6GE19IP207,Review requirements,Completed,High,2022-04-15,Email,Synthetic follow-up activity for CRM workflow testing.,2024-07-28T04:55:53Z,1,02i4pil9qpm55yeIKA,Asset,003zvs8l0C9dJyOIX3,Contact
00T93w5wNpJB5VQULA,Review requirements,In Progress,Normal,2026-03-26,Email,Synthetic follow-up activity for CRM workflow testing.,2022-11-26T13:08:20Z,0,001wp2Q6PkIMrfFY6U,Account,,
00Tyln27RuaQTqYE9B,Follow up,Not Started,Low,2021-06-24,Call,Synthetic follow-up activity for CRM workflow testing.,2024-11-17T21:54:42Z,0,500h3hAk4IdtkYtY8V,Case,003tJXtlaXNJ12jYX3,Contact
00TfGRhp6Gj48LBMRF,Send workshop summary,In Progress,High,2025-10-18,Call,Synthetic follow-up activity for CRM workflow testing.,2022-06-19T13:30:14Z,0,006TQ9IAaUE9rbLQN4,Opportunity,00QBA92hTKUY9NgMX6,Lead
00TuIFbBzzXjQ7RESI,Send workshop summary,Deferred,Low,2025-10-24,Call,Synthetic follow-up activity for CRM workflow testing.,2025-05-07T05:34:24Z,0,800D3E2vLxuopTnQDJ,Contract,,
00TRfFm31UnOHqfM3Z,Send workshop summary,Deferred,Normal,2021-05-21,Email,Synthetic follow-up activity for CRM workflow testing.,2022-04-11T19:22:37Z,0,01t9zr8VHPQu1LlI0K,Product2,003a7v5rClLranGAZQ,Contact
00TAwXKdakZDlkP22W,Send workshop summary,Waiting on someone else,High,2025-12-15,Other,Synthetic follow-up activity for CRM workflow testing.,2021-02-20T06:48:07Z,0,80ig0h44cCZ9guhILV,Opportunity,003yTjPUux1sOYvA9Z,Contact
00TstOwR1h16NI9E4S,Prepare proposal,In Progress,High,2023-01-09,Email,Synthetic follow-up activity for CRM workflow testing.,2023-01-03T20:39:06Z,0,0014WYoiYbOMlUgQDX,Account,003NyJkqUJYweXdQSA,Contact
00TiZ3kjohce4VAUZ8,Prepare proposal,Completed,Low,2025-09-28,Other,Synthetic follow-up activity for CRM workflow testing.,2025-03-10T00:12:27Z,1,500rVSkEgMXvK0EQD3,Case,00QF3qoPFIKoJSPM4O,Lead
00TmbArd86QofG9EWD,Review requirements,In Progress,High,2026-03-22,Call,Synthetic follow-up activity for CRM workflow testing.,2023-01-07T18:58:39Z,0,800rBeZ6rfybwaFIWA,Contract,00QeUHzTyOp1aHfUNO,Lead
00TMCiCBhiGgFom2CF,Send workshop summary,Completed,Low,2025-09-22,Other,Synthetic follow-up activity for CRM workflow testing.,2022-06-29T04:46:14Z,1,02iKhhMozNp8KSYIES,Asset,00QJDGUYigQl3h8MAC,Lead
00TJYwQ1BoS1SUg2ZR,Send workshop summary,Not Started,Low,2023-03-29,Call,Synthetic follow-up activity for CRM workflow testing.,2026-04-17T19:13:00Z,0,001Jp0rdHFWnaMvI7G,Account,,
00TjPargNTrW9woMJJ,Follow up,Deferred,High,2022-10-19,Email,Synthetic follow-up activity for CRM workflow testing.,2023-09-02T07:46:44Z,0,800Itpb9vCc1hHhQ1W,Contract,,
00T7sWGzyxQUwGHMT5,Review requirements,Completed,Normal,2021-04-16,Call,Synthetic follow-up activity for CRM workflow testing.,2021-06-15T19:33:16Z,1,001b6p7wMuocXZFIKR,Account,00QDcab3AiI4HtU2VZ,Lead
00TK5wHoLpbQu3KUIX,Prepare proposal,In Progress,Normal,2024-01-14,Call,Synthetic follow-up activity for CRM workflow testing.,2021-09-15T05:17:55Z,0,82tNIDzfrf5G07qIST,Opportunity,003vfnMzISQi4KMYKI,Contact
00T1Jdm7HYVM7LAUJX,Review requirements,In Progress,High,2022-03-01,Call,Synthetic follow-up activity for CRM workflow testing.,2024-01-24T19:35:28Z,0,800aawsTVoY6sIFIQ3,Contract,003t60ZdAVywrDrQTA,Contact
00T5pZOnscp6zLb24F,Follow up,Completed,High,2022-04-12,Email,Synthetic follow-up activity for CRM workflow testing.,2023-02-16T01:55:23Z,1,800CRKWWGkP7TAlIRC,Contract,00QanfX9QKbYIau2UR,Lead
00TQuIZuPiRL1HIUQJ,Send workshop summary,In Progress,Normal,2026-07-10,Call,Synthetic follow-up activity for CRM workflow testing.,2021-06-11T11:00:49Z,0,006d9dEmMyNLU3LYH9,Opportunity,003VXTPtY3aCrHFQRI,Contact
00T3ftlReiqtc13E7Y,Review requirements,In Progress,Normal,2022-11-11,Email,Synthetic follow-up activity for CRM workflow testing.,2024-07-06T18:56:02Z,0,001GjfBhJ295BInY2G,Account,003kcsyj2Z2Oh2IQUI,Contact
00TpwTRzbLTA6pPMWS,Send workshop summary,Not Started,High,2023-05-20,Email,Synthetic follow-up activity for CRM workflow testing.,2021-07-09T19:36:03Z,0,01tSnOrHzEYjRlsIDJ,Product2,003MZU0Q7PTeiKcYZF,Contact
00TNYk6qjssZKnE2HP,Send workshop summary,Deferred,High,2025-01-31,Email,Synthetic follow-up activity for CRM workflow testing.,2023-06-19T00:52:40Z,0,511qzmAzIJTfrsIQWH,Order,003HqAZbrKP9ifUAAB,Contact
00TfyXQX7vrGJnS2N3,Send workshop summary,Waiting on someone else,Low,2026-06-25,Email,Synthetic follow-up activity for CRM workflow testing.,2023-09-04T03:44:40Z,0,01tCGhSYxgJztyAYCK,Product2,003Z7i47cIIFP47YOK,Contact
00TS7asi4YNzCBzMPL,Follow up,Waiting on someone else,Low,2023-10-29,Email,Synthetic follow-up activity for CRM workflow testing.,2022-03-03T11:15:19Z,0,,,003UUFIyuunUarnQRI,Contact
00TwWq8A999V4p6MC8,Review requirements,Waiting on someone else,Normal,2023-12-19,Other,Synthetic follow-up activity for CRM workflow testing.,2021-07-20T23:58:47Z,0,016646B4me1oKQSY7Y,Opportunity,,
00TuoqCLWEV2nREME8,Follow up,Waiting on someone else,Normal,2025-05-11,Other,Synthetic follow-up activity for CRM workflow testing.,2024-04-27T20:19:36Z,0,500vmYNcsdkegUPQVR,Case,003qX9PyVBghmgsYYV,Contact
00ThrpjzoMMEZnOMM9,Review requirements,Completed,Normal,2026-05-18,Email,Synthetic follow-up activity for CRM workflow testing.,2023-06-06T00:34:25Z,1,716dsrZwA95n9ZUQTQ,Opportunity,0039eRjyiv8I347AFD,Contact
00T0BIKiEbaZtleEQX,Send workshop summary,Not Started,High,2021-03-05,Other,Synthetic follow-up activity for CRM workflow testing.,2023-10-22T14:35:29Z,0,001IqN1uANorRv0AGO,Account,003dPfEG6RDwEw1Y3I,Contact
00TzoZztAZuRBRm21E,Review requirements,In Progress,Low,2025-02-23,Other,Synthetic follow-up activity for CRM workflow testing.,2024-06-13T19:20:40Z,0,00iMCI0FdSRMC2lYEN,Opportunity,003YG7WvbgStD9wY4U,Contact
00TJwy9nzLOC5w7MAY,Prepare proposal,Waiting on someone else,Normal,2025-07-16,Call,Synthetic follow-up activity for CRM workflow testing.,2024-09-14T02:30:27Z,0,001Inbo5xzWKldwA1H,Account,003kupt4Om476CLIIA,Contact
00TzkTqQgMtwzyM29W,Prepare proposal,Waiting on someone else,Low,2025-04-14,Call,Synthetic follow-up activity for CRM workflow testing.,2022-03-26T10:22:08Z,0,,,001SWxfQDjRDHu17R5,Lead
00TeK2QMvIlX993E3H,Review requirements,Not Started,Low,2024-06-17,Email,Synthetic follow-up activity for CRM workflow testing.,2021-06-21T21:23:28Z,0,,,,
00T04ojGEN3s8kbERO,Prepare proposal,In Progress,Normal,2022-03-06,Other,Synthetic follow-up activity for CRM workflow testing.,2025-02-19T13:38:23Z,0,,,003Mfp4ku7pOXLnYBE,Contact
00T7YjShzkTmMAKMG6,Review requirements,Deferred,Low,2023-08-05,Other,Synthetic follow-up activity for CRM workflow testing.,2024-03-12T01:17:38Z,0,02ioFMyOU83fbWmICO,Asset,003oHuUxE0gFLemY0B,Contact
00Tx4EYk3RqLXfeMB1,Review requirements,Waiting on someone else,Low,2021-01-21,Call,Synthetic follow-up activity for CRM workflow testing.,2024-10-31T06:00:50Z,0,026afXqJsqApMTbYMJ,Opportunity,00324SkSh22hkotYEY,Contact
00ToMmIvkOFd0mS28C,Review requirements,In Progress,Low,2022-01-25,Email,Synthetic follow-up activity for CRM workflow testing.,2024-07-20T06:54:36Z,0,011v5nK9d2yAXLYIET,Opportunity,003iBfF1piSXCNjIF4,Contact
00TmpajCsG6W9HPU1L,Review requirements,Waiting on someone else,High,2022-07-01,Email,Synthetic follow-up activity for CRM workflow testing.,2026-05-02T07:06:07Z,0,006b0y2r0LCkLeoYVK,Opportunity,00QAcece4vicNBQ29E,Lead
00Tf30gJ1NqQ97GEGF,Prepare proposal,In Progress,Normal,2024-11-08,Other,Synthetic follow-up activity for CRM workflow testing.,2025-05-27T15:40:07Z,0,500FwxmWZsObGJeQOY,Case,,
00T47mFgvN4RdwNUYD,Send workshop summary,Completed,Low,2025-08-19,Call,Synthetic follow-up activity for CRM workflow testing.,2025-01-15T15:48:23Z,1,001FifSg7G2gzZrY2M,Account,003HFR6Z7w4dO5jINX,Contact
00TwrhguwMabnVa2XM,Prepare proposal,Completed,Normal,2025-03-10,Email,Synthetic follow-up activity for CRM workflow testing.,2025-11-09T10:31:36Z,1,02iLnqmwqrsKqovQHQ,Asset,00QMmZf9ZrlfRoSEGJ,Lead
00Tj4sdWvWxUw7OMN2,Send workshop summary,Not Started,Low,2023-10-12,Email,Synthetic follow-up activity for CRM workflow testing.,2021-04-06T20:23:57Z,0,,,003y9k3H6fcFxwqAZR,Contact
00TirHD9O2rX6GmEJP,Follow up,In Progress,Normal,2022-07-01,Call,Synthetic follow-up activity for CRM workflow testing.,2024-10-01T06:48:52Z,0,50029wvxkccH32AIG8,Case,003JnuXvNApvLnBAQA,Contact
00TDSJ5rYruaKgNUJ1,Prepare proposal,Not Started,Normal,2023-06-18,Email,Synthetic follow-up activity for CRM workflow testing.,2023-08-24T16:34:15Z,0,52iJ6P9RGzERsxwADO,Opportunity,003y9k3H6fcFxwqAZR,Contact
00Tl5WpkU2GBcsUE0S,Review requirements,Waiting on someone else,Low,2023-03-26,Call,Synthetic follow-up activity for CRM workflow testing.,2024-05-21T21:39:21Z,0,80t1y5KcGnO2EaIAMP,Order,003jBHsfoVSp2QNAET,Contact
00TY1GUXqnzrDZOM9X,Follow up,Completed,Low,2022-12-31,Call,Synthetic follow-up activity for CRM workflow testing.,2022-06-04T03:18:24Z,1,801IgdaxLwOyiK2AHZ,Opportunity,003bvE2J9FksLFEAKU,Contact
00TxBsK2EBl6nArMG4,Send workshop summary,Waiting on someone else,High,2025-08-21,Other,Synthetic follow-up activity for CRM workflow testing.,2025-01-04T23:33:58Z,0,500lYtP86Wm2D81AZ1,Case,003eq87fLqVZtodA76,Contact
00ThNl2PfIpRMMxUDT,Follow up,Deferred,Low,2022-10-09,Call,Synthetic follow-up activity for CRM workflow testing.,2021-04-27T02:30:34Z,0,,,003GweaslhRRyCLI5I,Contact
00TY2fy1SZBTKW42QP,Prepare proposal,Completed,High,2021-11-01,Other,Synthetic follow-up activity for CRM workflow testing.,2023-07-02T07:35:56Z,1,006tq8RMYIFHOkgYZN,Opportunity,,
00TFYDv4KAW89lr2IQ,Review requirements,Not Started,Low,2025-06-19,Call,Synthetic follow-up activity for CRM workflow testing.,2022-05-24T15:49:09Z,0,500uSdjQ54aL8WqIRY,Case,003C7qNoE31DHCjADX,Contact
00T0cbZHNB61awfM14,Review requirements,Not Started,Normal,2025-03-23,Other,Synthetic follow-up activity for CRM workflow testing.,2024-06-23T08:00:20Z,0,5006gsgcU1M6JQFI58,Case,003hqbH6MOp2WJZYXE,Contact
00T7VSgnJ3BwDD6EYR,Prepare proposal,In Progress,Normal,2022-02-25,Email,Synthetic follow-up activity for CRM workflow testing.,2023-10-01T16:41:51Z,0,00tQfmtHVETDnOSQ5P,Opportunity,00QJnrQw9A4OmpOUCA,Lead
00TMcadYK6FmfXiEGA,Review requirements,Waiting on someone else,Normal,2021-08-03,Email,Synthetic follow-up activity for CRM workflow testing.,2026-02-20T08:34:40Z,0,,,003A5xFu6Tp1zzlIZE,Contact
00TdxSsmipjgSko2SS,Send workshop summary,Deferred,High,2023-12-05,Other,Synthetic follow-up activity for CRM workflow testing.,2021-01-27T22:33:24Z,0,500seYnSbZ2zZ0SI7E,Case,0039s3Fuj3bESMbIKS,Contact
00TOUPuEjSQYaTD2A6,Follow up,Completed,High,2025-03-18,Other,Synthetic follow-up activity for CRM workflow testing.,2025-10-30T08:29:50Z,1,70i2P36afSR1lZJQ9Y,Opportunity,003n4PysdqBrgwXIT1,Contact
00TKiA8fnhwXycU2JI,Send workshop summary,Completed,Normal,2021-03-19,Email,Synthetic follow-up activity for CRM workflow testing.,2021-03-14T06:51:42Z,1,02i7ycMMuONn0wpQN3,Asset,003DY4Vr4QymuaUQLH,Contact
00TYtmljR4Os1yK2VF,Review requirements,Waiting on someone else,High,2025-02-27,Email,Synthetic follow-up activity for CRM workflow testing.,2023-03-13T06:35:31Z,0,0064shnbtdKckpMYPU,Opportunity,00Qz9wYH3tjR6TME62,Lead
00TQA850W9nkwWnUC6,Review requirements,Waiting on someone else,Normal,2025-12-18,Call,Synthetic follow-up activity for CRM workflow testing.,2022-07-10T14:25:36Z,0,,,003mobYQ1E3b7XKY94,Contact
00TEA7EpaIMMhKCUFC,Send workshop summary,Deferred,Normal,2026-07-20,Other,Synthetic follow-up activity for CRM workflow testing.,2025-06-28T18:40:31Z,0,801A1ASSWBojtjAQD8,Order,003ZDckJ3ln0ADXY1Q,Contact
00TiaXEVadZb8oIMYY,Follow up,Deferred,Low,2021-05-12,Email,Synthetic follow-up activity for CRM workflow testing.,2023-03-04T21:25:19Z,0,0102fLtQLEL1WDgAOG,Opportunity,0038UpwEk35ffeBQQI,Contact
00ToOgO3HTKpPENMF7,Prepare proposal,Not Started,Normal,2026-08-22,Call,Synthetic follow-up activity for CRM workflow testing.,2022-12-04T04:27:50Z,0,500vyXnipQTHdWKY0L,Case,003xO6diFWGivMyQH5,Contact
00TVdJjUWVvUxav2RB,Follow up,Waiting on someone else,Low,2022-03-18,Email,Synthetic follow-up activity for CRM workflow testing.,2022-07-05T14:12:45Z,0,500wrP3FKWu1E6MYGA,Case,003EGUHqPYObg5zQF1,Contact
00TvckY3oYPsyhK2PL,Review requirements,Deferred,Normal,2026-05-15,Call,Synthetic follow-up activity for CRM workflow testing.,2023-05-30T01:34:42Z,0,001apZYag4darBdYRL,Account,003eBJrduqPYUKLQAZ,Contact
00TQq6YZfJxhBtgMMY,Review requirements,Completed,High,2026-06-05,Call,Synthetic follow-up activity for CRM workflow testing.,2024-06-04T17:13:59Z,1,006i4xVpYvfU5aYY8O,Opportunity,003SuS97kgzeiZsYFR,Contact
00TekqWoTBZ2TF6MT2,Review requirements,Completed,Normal,2022-04-19,Email,Synthetic follow-up activity for CRM workflow testing.,2021-01-02T11:21:40Z,1,511wLKR6pa9CynzQH6,Opportunity,003H1yYI5SYtOjSAUN,Contact
00TRnYKyboVxSDNUS5,Send workshop summary,Completed,High,2022-05-30,Email,Synthetic follow-up activity for CRM workflow testing.,2023-10-29T00:33:33Z,1,001PzKgNp7GjqwfI1O,Account,003C5xjym5yCYp0YF4,Contact
00TiJd8RzVswu86EZ5,Send workshop summary,Waiting on someone else,Normal,2025-06-24,Call,Synthetic follow-up activity for CRM workflow testing.,2021-11-11T22:36:14Z,0,001EocC12jSBhyyIOU,Account,003hp4wXHyQ4ojAYPY,Contact
00TWErXNsWbyakYUVB,Prepare proposal,Waiting on someone else,High,2021-03-17,Call,Synthetic follow-up activity for CRM workflow testing.,2022-11-03T20:12:17Z,0,510ilL9Y0sCGljGA02,Opportunity,003OLihz2AMqMbpQ43,Contact
00TIYszptxM1wi92TI,Review requirements,Waiting on someone else,Normal,2025-06-28,Call,Synthetic follow-up activity for CRM workflow testing.,2023-02-01T09:52:20Z,0,001CAWJWrCJUDD2Q42,Account,,
00TJ1r6GGooOiI8UI1,Follow up,Not Started,High,2022-03-07,Other,Synthetic follow-up activity for CRM workflow testing.,2022-11-04T04:41:44Z,0,500IehodnCNxkffIAR,Case,00Qcodf9AVeLghVM0O,Lead
00TNAEeJNGAlLjn26W,Review requirements,In Progress,Normal,2023-02-01,Call,Synthetic follow-up activity for CRM workflow testing.,2022-08-05T12:12:16Z,0,01tEaTYFbf62XyrIGE,Product2,003uql3pJq5GjswANL,Contact
00TlX0rv3JM6aN6M9B,Prepare proposal,Waiting on someone else,Low,2021-12-26,Call,Synthetic follow-up activity for CRM workflow testing.,2023-09-13T06:17:07Z,0,82iMTq96WLaRD1zAEY,Opportunity,003JkkGDfJBiVsFAOO,Contact
00T7kLR2X5sab2VM4C,Follow up,Not Started,High,2022-05-01,Call,Synthetic follow-up activity for CRM workflow testing.,2021-08-29T13:22:43Z,0,500uD77OeFRhW8tID3,Case,003ywKk19lBskZGYHM,Contact
00TdLYSfMvKLcLO20V,Send workshop summary,Waiting on someone else,Normal,2023-01-17,Email,Synthetic follow-up activity for CRM workflow testing.,2022-12-01T20:42:40Z,0,500ESKxMKGSyjNEAOV,Case,003r0I2bhEeFqk2QO8,Contact
00TpqbpipJyaejmU3Y,Send workshop summary,Not Started,Normal,2023-07-16,Call,Synthetic follow-up activity for CRM workflow testing.,2021-06-20T22:40:54Z,0,,,003ekyB4pNej2sIID3,Contact
00TJd0iWK5e6helECN,Review requirements,Completed,Normal,2023-04-19,Other,Synthetic follow-up activity for CRM workflow testing.,2023-08-28T08:00:20Z,1,500ZOGVCoXICTYQI6D,Case,005PNNtZ4a5KgrK8B5,Lead
00TrwSS6PtwwnYdUN8,Prepare proposal,Not Started,High,2025-12-04,Call,Synthetic follow-up activity for CRM workflow testing.,2023-12-11T13:03:36Z,0,,,,
00T293jXEC2CUajE67,Prepare proposal,In Progress,Low,2025-04-14,Other,Synthetic follow-up activity for CRM workflow testing.,2026-01-28T16:45:01Z,0,001yU1qilS2HtnNQUW,Account,0034zSxLgVmoVOHI64,Contact
00TKLALcfhD4FBHMH0,Follow up,Not Started,Low,2023-06-21,Call,Synthetic follow-up activity for CRM workflow testing.,2021-05-04T21:37:24Z,0,52iUP44Z1VvVcIYA8B,Opportunity,,
00TDLyoTumVL5ghE4M,Review requirements,Not Started,Normal,2021-11-25,Call,Synthetic follow-up activity for CRM workflow testing.,2022-07-14T02:13:33Z,0,001kpkteJ4XLaaYQTV,Account,003NSNqWcJh2Q74I73,Contact
00Tc07en6kLPaJEMIV,Review requirements,In Progress,High,2025-12-17,Email,Synthetic follow-up activity for CRM workflow testing.,2024-09-15T03:07:27Z,0,,,,
00TtAtJKONFEAtu23H,Send workshop summary,Not Started,Normal,2026-05-09,Call,Synthetic follow-up activity for CRM workflow testing.,2024-08-14T19:55:58Z,0,006fPKoc4xFqcrcA4V,Opportunity,,
00TgDlzhZQ0KDnrE6Q,Follow up,Deferred,Low,2025-05-09,Other,Synthetic follow-up activity for CRM workflow testing.,2023-11-07T05:04:16Z,0,,,003GweaslhRRyCLI5I,Contact
00Tw1ShyYGsYNzGMBL,Follow up,Deferred,Normal,2021-05-26,Email,Synthetic follow-up activity for CRM workflow testing.,2022-04-12T14:33:09Z,0,01tPHiS44NBUdL8I3C,Product2,003GweaslhRRyCLI5I,Contact
00Trqd8mW0Lel2fE3O,Send workshop summary,Completed,Normal,2023-09-23,Email,Synthetic follow-up activity for CRM workflow testing.,2022-02-16T12:32:05Z,1,,,003KMIv36mAkfsUY6C,Contact
00TnQ8F4nDiaojDMCT,Follow up,Not Started,Normal,2021-05-29,Email,Synthetic follow-up activity for CRM workflow testing.,2025-06-21T02:51:37Z,0,0018MjZShtig55PAG6,Account,003uqaPRAYt8PdlQOW,Contact
00TlR3DUekEWmD8U0Y,Send workshop summary,In Progress,Normal,2022-02-09,Other,Synthetic follow-up activity for CRM workflow testing.,2024-03-23T12:36:51Z,0,001Mpzq9x2yVI5HAED,Account,003yq5gxHBGLn2EYLY,Contact
00TQeMjcJ5iq7AQUR4,Prepare proposal,Deferred,Normal,2023-05-04,Other,Synthetic follow-up activity for CRM workflow testing.,2022-01-30T19:55:05Z,0,,,003exjZxGsG3qs1YQ1,Contact
00Tvk7b7xOr1WhWED6,Prepare proposal,Not Started,Normal,2021-12-25,Other,Synthetic follow-up activity for CRM workflow testing.,2026-05-02T12:17:11Z,0,001Inbo5xzWKldwA1H,Account,00Q5lQaKpizo8dWMH7,Lead
