Id,Name,QuoteNumber,Status,ExpirationDate,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,CurrencyIsoCode,Description,CreatedDate,Subtotal,Discount,Tax,TotalPrice,GrandTotal,AccountId,ContractId,OpportunityId,Pricebook2Id
0Q0Oo3nbsn4itGWKV5,Synthetic Quote 0000239,Q-00000239,Accepted,2021-05-30,590 Matthew Springs,Willow Harbor,MA,70052,United States,457 Davila Orchard,Cedar Crossing,TX,19115,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-04-30T19:31:40Z,1865392.67,15.0,158558.38,1585583.77,1744142.15,001tqRaHFT1utFgIDH,,020Gm4fyvFYFOodYIU,01sLoYtuPuiAhJSKZN
0Q0YMXDrHBamKMf0NL,Synthetic Quote 0000240,Q-00000240,In Review,2026-07-08,889 Hill Ridges,Willow Harbor,MA,30431,United States,470 Levine Locks Suite 302,Alder Bay,NC,63248,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-05-09T10:19:38Z,1173528.29,5.0,111485.19,1114851.88,1226337.07,001PygtS3FHgKj8Q8G,,006vwictXd2Vi6wY1J,01sf902KvuoXgXtOGX
0Q0z0Exk2LWoq1uKYZ,Synthetic Quote 0000241,Q-00000241,Draft,2025-07-03,29266 Jason Villages Apt. 783,Lake Briar,CA,25565,United States,22161 Taylor Camp,Northhaven,CO,25844,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-05-04T07:27:48Z,1054914.3,10.0,0.0,949422.87,949422.87,001vywMtDWYqGORIQP,,826CwRcjav3cDKmIJB,01sLoYtuPuiAhJSKZN
0Q068NjzpA6MSeHS7S,Synthetic Quote 0000242,Q-00000242,In Review,2023-05-05,050 Cunningham Hill,Alder Bay,MA,92474,United States,750 Kristin Field Apt. 791,Summit Glen,TX,47878,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-02-04T01:04:17Z,1892455.81,0.0,189245.58,1892455.81,2081701.39,001TtyIW37HieQzYDX,,006iB8yJVkN3iwLYL8,01sQ4LtuJF9K1vlMFT
0Q0uXh43XA5U4sTCEA,Synthetic Quote 0000243,Q-00000243,Draft,2026-08-02,238 Mary Circle Apt. 578,Northhaven,OR,51503,United States,510 Perry Tunnel Apt. 467,Northhaven,CO,56535,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-05-04T14:54:58Z,543472.26,15.0,23097.57,461951.42,485048.99,001JLvRCLNllmEyYER,,71tPa9pj2CKPA1qQMG,01sQ4LtuJF9K1vlMFT
0Q0gr9MX97t5BvMS6V,Synthetic Quote 0000244,Q-00000244,Draft,2023-08-19,45960 Parsons Divide Suite 713,Summit Glen,NC,95742,United States,5677 Katelyn Plains,Lake Briar,NC,24990,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-05-21T17:08:26Z,171228.8,0.0,8561.44,171228.8,179790.24,001Oil2EokU3tWpID9,,800vHqrvzyIHBSzYPY,01sLoYtuPuiAhJSKZN
0Q0KqkXFOLXpnMNC9U,Synthetic Quote 0000245,Q-00000245,Rejected,2025-01-22,37627 Sanchez Brooks,Northhaven,NC,27835,United States,432 Janice Crescent,Summit Glen,CO,91360,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-10-24T06:25:06Z,2376723.64,5.0,112894.37,2257887.46,2370781.83,001MVhM44DqZNFnI35,,01ianeLPVLfExBXYFP,01sQ4LtuJF9K1vlMFT
0Q03sEAL0Ko0W7CSVB,Synthetic Quote 0000246,Q-00000246,Draft,2024-03-24,1250 Harding Passage Apt. 851,Cedar Crossing,MA,47100,United States,4709 Amy Isle,Lake Briar,MA,62491,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-01-24T08:22:01Z,621899.75,10.0,27985.49,559709.78,587695.27,001JpXNK6wAFLxqA39,,82idEJODYkTMfvdAZ5,01sLoYtuPuiAhJSKZN
0Q0VtzH6N0beEhy0TA,Synthetic Quote 0000247,Q-00000247,Draft,2023-04-03,34940 Henderson Greens Suite 023,Lake Briar,OR,30621,United States,5055 Johnson Harbors,Northhaven,CO,12625,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-02-17T06:37:05Z,1606823.96,0.0,160682.4,1606823.96,1767506.36,001RxHpen37aRbGQYJ,,006zlCp7JHHsHxzYN9,01sf902KvuoXgXtOGX
0Q0TE0152AxZ7zHSY1,Synthetic Quote 0000248,Q-00000248,Accepted,2023-08-28,46192 Mckay Lights Suite 546,Cedar Crossing,NC,12678,United States,87820 Tanner Mission Apt. 337,Willow Harbor,TX,45639,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-05-30T10:03:10Z,139651.61,5.0,6633.45,132669.03,139302.48,001M2rDfuFzN9SZI6R,,800QbKDcVxtNcdnI6F,01sf902KvuoXgXtOGX
0Q0fgLO0ecXWEyKKKV,Synthetic Quote 0000249,Q-00000249,Rejected,2022-03-31,7262 Hale Cliff Apt. 211,Willow Harbor,CA,33149,United States,98766 Hoffman Stream,Willow Harbor,NC,30599,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-01-30T20:38:48Z,1195189.21,5.0,85157.23,1135429.75,1220586.98,001RUYGIDukMN3HIZS,,006qsnXQBpn0hBhYLB,01sf902KvuoXgXtOGX
0Q0zmiO2KgWWro1CMT,Synthetic Quote 0000250,Q-00000250,Rejected,2022-07-08,706 Meyer Valley,Lake Briar,NC,53967,United States,38996 Jason Grove,Northhaven,WA,48316,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-06-08T00:13:29Z,2011393.72,5.0,143311.8,1910824.03,2054135.83,001ue1J9V7XEwHtA5N,,71iAFTupKfJkisWA3O,01sQ4LtuJF9K1vlMFT
0Q0yWU5Wm53hjcJCBR,Synthetic Quote 0000251,Q-00000251,Rejected,2026-08-16,9127 Joe Trail,Summit Glen,OR,84584,United States,7866 Deborah Squares Suite 983,Willow Harbor,WA,19438,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-05-18T10:54:35Z,807737.14,0.0,40386.86,807737.14,848124.0,001PUaO8FLbQ5tuY7R,,01tlu1AkkC5qbbuYPR,01sQ4LtuJF9K1vlMFT
0Q0770AHIZ570HASEZ,Synthetic Quote 0000252,Q-00000252,Accepted,2023-04-25,3768 Austin Land Apt. 057,Lake Briar,CA,74749,United States,34984 Lane Turnpike,Cedar Crossing,CA,87708,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-03-11T13:34:03Z,220036.78,0.0,0.0,220036.78,220036.78,001G40EGKjt7p96I7T,,506lE6RMDqvThysAOK,01sf902KvuoXgXtOGX
0Q0a94k7qHPpc8QCTA,Synthetic Quote 0000253,Q-00000253,In Review,2025-10-19,547 Sonia Turnpike,Alder Bay,TX,47989,United States,5943 Hill Spur Suite 288,Alder Bay,OR,76818,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-09-19T03:46:18Z,520507.21,15.0,33182.33,442431.13,475613.46,001ChwEVGrfK5bMI0W,,0260N5i4vuk6s1OQ49,01sQ4LtuJF9K1vlMFT
0Q0p0qInI3rvKx0KZ0,Synthetic Quote 0000254,Q-00000254,Rejected,2021-08-28,2215 Tara Centers,Northhaven,OR,54046,United States,1375 Holland Heights,Alder Bay,NC,65582,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-05-30T20:20:38Z,2392215.91,15.0,0.0,2033383.52,2033383.52,001Ql5gfswhLAUiIZH,,006lsVcb21ouqEAQD7,01sf902KvuoXgXtOGX
0Q0iHvR7oz0f6h10PR,Synthetic Quote 0000255,Q-00000255,Draft,2025-07-14,8089 Jessica View,Northhaven,NC,46500,United States,33724 Harmon Stream Apt. 359,Northhaven,TX,11951,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-05-30T23:37:21Z,1750046.92,0.0,0.0,1750046.92,1750046.92,001n3aMHCveux7aI17,,52tZyxdG49iTgEvI74,01sf902KvuoXgXtOGX
0Q0yxpnhnfx3VHYSJQ,Synthetic Quote 0000256,Q-00000256,Accepted,2021-02-28,59105 Ernest Squares,Summit Glen,NC,81514,United States,62190 Waters Wall Apt. 535,Summit Glen,NC,10753,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-01-14T17:51:46Z,2185434.26,0.0,218543.43,2185434.26,2403977.69,001OphrQTgtGmAPIMC,,50tcyEvbSDN8M4eYUK,01sf902KvuoXgXtOGX
0Q0UaARlUQUkVZR0NF,Synthetic Quote 0000257,Q-00000257,Draft,2026-04-12,1453 Cowan Green,Willow Harbor,WA,21329,United States,434 Perkins Villages,Lake Briar,MA,16917,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-03-13T11:49:51Z,56704.62,15.0,2409.95,48198.93,50608.88,001EM3ljRRvtOqaQZO,,810r9c2qkQvUR64IFG,01sQ4LtuJF9K1vlMFT
0Q0CvlbyYE5FBnFKSU,Synthetic Quote 0000258,Q-00000258,Accepted,2021-04-24,86324 Meghan Estates,Lake Briar,TX,69845,United States,070 Barnes Coves,Lake Briar,WA,92116,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-02-23T13:39:00Z,275308.9,0.0,0.0,275308.9,275308.9,001ZX951OeRh6EHIOJ,,006y6y6Yg6ct1lzQZO,01sQ4LtuJF9K1vlMFT
0Q0zw8FJP2ps1utCWE,Synthetic Quote 0000259,Q-00000259,Rejected,2025-10-12,18019 Paul Drives Suite 231,Alder Bay,NC,97990,United States,415 Tina Causeway,Alder Bay,NC,98440,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-07-14T18:01:45Z,667374.81,15.0,0.0,567268.59,567268.59,001UhwyHPMFM5liAM5,,721T9noLs7XaVr3I9I,01sf902KvuoXgXtOGX
0Q01SXsVoZsWA4w0JV,Synthetic Quote 0000260,Q-00000260,Rejected,2024-03-26,34022 Randy Lock,Alder Bay,NC,93300,United States,4715 Jennifer Turnpike,Northhaven,WA,60274,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-02-25T13:27:32Z,2075204.86,5.0,197144.46,1971444.62,2168589.08,0013zAV0Mvg9gCbIC6,,5061EOOkyR9jRgBIJ8,01sLoYtuPuiAhJSKZN
0Q03UeCZM9xdaSlCEJ,Synthetic Quote 0000261,Q-00000261,Presented,2025-05-09,1211 Molly Courts Apt. 024,Cedar Crossing,MA,20232,United States,35970 Jacobs Knoll Suite 056,Summit Glen,NC,74889,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-03-25T12:54:06Z,138373.9,15.0,0.0,117617.81,117617.81,001paldePwcfVa7AJJ,,006JTQBp51Wg4qTYD6,01sf902KvuoXgXtOGX
0Q08sGdEeVm0MysS3M,Synthetic Quote 0000262,Q-00000262,In Review,2023-01-25,5425 Eric Springs,Cedar Crossing,MA,66143,United States,62791 Jacob Grove,Summit Glen,NC,99814,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-12-26T15:25:27Z,1464270.02,0.0,0.0,1464270.02,1464270.02,0018wiQDxKxpFvLYGU,,520tpdZF37z5lm2IER,01sLoYtuPuiAhJSKZN
0Q0eunkrLQ6uWJPKUG,Synthetic Quote 0000263,Q-00000263,Accepted,2024-01-06,7849 David Ranch Apt. 659,Alder Bay,WA,33545,United States,26597 Jesse Loop Apt. 062,Summit Glen,OR,48913,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-10-08T11:47:46Z,489833.89,15.0,31226.91,416358.81,447585.72,001EocC12jSBhyyIOU,,006Hek2NzkQMIgOYM0,01sLoYtuPuiAhJSKZN
0Q0inNaR5CLgOJCK1Z,Synthetic Quote 0000264,Q-00000264,In Review,2025-07-21,05199 Reynolds Points,Northhaven,WA,13697,United States,64766 Nicolas Avenue,Alder Bay,MA,96317,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-04-22T07:06:15Z,1873936.11,0.0,93696.81,1873936.11,1967632.92,001WdxdXyQuwjIfAY3,,006GeC2qtMs0yY3YZO,01sLoYtuPuiAhJSKZN
0Q0bWHaVmzJr3ECK0O,Synthetic Quote 0000265,Q-00000265,In Review,2022-08-19,744 Hunt Isle Suite 612,Cedar Crossing,CA,76279,United States,561 Katherine Canyon Suite 115,Lake Briar,MA,50682,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-07-20T16:27:23Z,2329664.63,5.0,221318.14,2213181.4,2434499.54,0018fHG08zFMfdsQ4N,800hgM3RRNDU3fvQIC,006i40zeIfRSBOZYW8,01sLoYtuPuiAhJSKZN
0Q01ow8Nd4YKgX9K7I,Synthetic Quote 0000266,Q-00000266,Rejected,2024-01-12,84868 Owens Road Suite 448,Cedar Crossing,WA,77482,United States,048 Roger Plains,Cedar Crossing,NC,75283,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-11-28T22:28:26Z,466074.09,0.0,46607.41,466074.09,512681.5,001DbpAGYxaJeBJQYG,,006rQluERhDp0sWAAX,01sQ4LtuJF9K1vlMFT
0Q0nWq1AeQyRaksS45,Synthetic Quote 0000267,Q-00000267,Presented,2022-06-18,02319 Christian Springs Apt. 509,Cedar Crossing,CO,86808,United States,0229 David Freeway Suite 986,Northhaven,OR,60110,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-04-19T20:07:57Z,2433597.69,5.0,0.0,2311917.81,2311917.81,001aJFstC9yWgafQNG,,006aL3iOS5IjChvQNY,01sf902KvuoXgXtOGX
0Q0d9egFWWUs1FpSI7,Synthetic Quote 0000268,Q-00000268,Draft,2024-09-17,672 Anderson Turnpike Apt. 083,Willow Harbor,MA,11664,United States,825 Maria Drive,Alder Bay,TX,45367,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-08-03T14:25:58Z,1111388.98,0.0,83354.17,1111388.98,1194743.15,001181P9BD1hpxgATH,,006TpZ6irLYCj7PY6L,01sLoYtuPuiAhJSKZN
0Q0LPPWgwFNhwgrC3M,Synthetic Quote 0000269,Q-00000269,In Review,2026-05-06,4146 Lynn Loop,Cedar Crossing,CA,51189,United States,4983 Martinez Route,Summit Glen,NC,83429,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-02-05T09:43:15Z,1951316.7,0.0,146348.75,1951316.7,2097665.45,001LDvrdIgxRUc4IID,,006X6DKj6XkdUKXAAT,01sLoYtuPuiAhJSKZN
0Q0rHw3fqcaObyMSZ1,Synthetic Quote 0000270,Q-00000270,Presented,2025-09-19,648 Heath Shoal,Summit Glen,OR,31873,United States,0101 Wendy Pine,Summit Glen,OR,20596,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-08-20T02:55:19Z,654636.4,0.0,32731.82,654636.4,687368.22,0018MjZShtig55PAG6,,82iMTq96WLaRD1zAEY,01sQ4LtuJF9K1vlMFT
0Q0knT7Rn8p9m2HCS0,Synthetic Quote 0000271,Q-00000271,Rejected,2025-07-11,798 Linda Road,Northhaven,OR,43858,United States,3879 Shaw Hills,Summit Glen,TX,70697,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-05-12T04:13:41Z,2177683.37,0.0,217768.34,2177683.37,2395451.71,001OLdGcwV4anrfQXZ,,52iDBZrSaR6YAuLAJY,01sQ4LtuJF9K1vlMFT
0Q0meK77axnNP5JS26,Synthetic Quote 0000272,Q-00000272,Presented,2024-06-09,531 Troy Freeway Apt. 131,Lake Briar,WA,66699,United States,40470 Crystal Cliff,Summit Glen,NC,12586,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-04-25T05:48:04Z,254108.51,15.0,10799.61,215992.23,226791.84,001ue1J9V7XEwHtA5N,,71iAFTupKfJkisWA3O,01sQ4LtuJF9K1vlMFT
0Q0NRqy38HV4NCaCKY,Synthetic Quote 0000273,Q-00000273,Rejected,2022-05-30,761 Harris Forest Apt. 686,Cedar Crossing,CO,51513,United States,67572 Palmer Rapids,Willow Harbor,CO,86372,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-03-31T19:35:27Z,680293.34,0.0,0.0,680293.34,680293.34,001UOxBH2bj2wUdQNQ,,5011NNINPu91uTFIKD,01sQ4LtuJF9K1vlMFT
0Q0KFreNkdPjOd2CEC,Synthetic Quote 0000274,Q-00000274,Draft,2025-09-01,053 James Avenue,Alder Bay,OR,41659,United States,737 Knight Common,Northhaven,MA,82866,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-06-03T19:37:06Z,1569866.83,10.0,0.0,1412880.15,1412880.15,001qn0PeVSegyj1AFD,,810ts46fmKDZIW9Y0M,01sQ4LtuJF9K1vlMFT
0Q0J6tS2rSpvhkd0SW,Synthetic Quote 0000275,Q-00000275,In Review,2025-08-20,70682 Harrison Highway,Northhaven,CA,14331,United States,99289 Brandon Hill Apt. 535,Summit Glen,CO,31665,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-07-06T10:03:01Z,1101282.77,0.0,82596.21,1101282.77,1183878.98,001I9h4vN2Mpc08I26,,006XbSVM6Qu5YBiQFJ,01sf902KvuoXgXtOGX
0Q02ZTYobN0uvc7C3Q,Synthetic Quote 0000276,Q-00000276,Rejected,2023-05-31,1054 Nichole Park Suite 013,Cedar Crossing,MA,13932,United States,007 Kayla Row Suite 432,Alder Bay,MA,15324,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-04-01T18:19:15Z,2282178.07,15.0,0.0,1939851.36,1939851.36,0010jBSxx9cNJfJI6H,,516T1jyYjH3KRCII9F,01sf902KvuoXgXtOGX
0Q0AW9AD16vdxSGCFO,Synthetic Quote 0000277,Q-00000277,Rejected,2021-02-24,6256 Padilla Dam Apt. 133,Cedar Crossing,WA,59056,United States,89392 Stone Orchard Apt. 094,Summit Glen,NC,98002,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-01-10T18:38:04Z,511860.29,0.0,25593.01,511860.29,537453.3,001Z9FmqrbfBXeVI9A,,71iQQ8SGfolOwXNQYJ,01sQ4LtuJF9K1vlMFT
0Q0iIlJ6iiAisvQCO8,Synthetic Quote 0000278,Q-00000278,In Review,2024-04-14,237 Rodgers Throughway,Alder Bay,MA,64033,United States,82888 Rodriguez Mountains Suite 358,Northhaven,MA,56568,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-03-15T21:40:07Z,2134189.74,0.0,160064.23,2134189.74,2294253.97,001pCWrmUg2EHGPAG8,,826PiSLvhWW4Zp5I0S,01sf902KvuoXgXtOGX
0Q0TXTKatpjJO0CKTE,Synthetic Quote 0000279,Q-00000279,Presented,2025-10-13,695 Bradford Street,Willow Harbor,OR,26200,United States,791 Patrick Mountains Apt. 464,Willow Harbor,CA,66338,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-09-13T01:16:03Z,551971.29,15.0,35188.17,469175.6,504363.77,001mOakw0eBtWL3I8G,,006pJUzbZ2p7iaMA19,01sJqGPflRJqwqCPRW
0Q0MYYymXClDujbSSP,Synthetic Quote 0000280,Q-00000280,Presented,2025-02-24,119 Patricia Way,Cedar Crossing,TX,76539,United States,70548 Thomas Pines Apt. 112,Lake Briar,OR,15157,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-12-26T08:41:10Z,1040381.35,5.0,98836.23,988362.28,1087198.51,001XuarHFEI17I9AWA,800ApW0qJN1aScKYRC,0064GRvbDOzL1bSAZ9,01sf902KvuoXgXtOGX
0Q09YnzdclGNSutCNU,Synthetic Quote 0000281,Q-00000281,Rejected,2023-01-10,9016 Judith Pass Suite 657,Alder Bay,NC,92342,United States,93401 Davis Parkways,Willow Harbor,CA,93669,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-11-26T21:39:57Z,1231541.85,0.0,0.0,1231541.85,1231541.85,001EocC12jSBhyyIOU,800UWmTFNBO8gEGA6V,50iTnLuA85S8qYoQYM,01sLoYtuPuiAhJSKZN
0Q0AL21To1LZ8BbSS7,Synthetic Quote 0000282,Q-00000282,Rejected,2023-06-01,82012 Eric Estate,Northhaven,TX,56050,United States,266 Kenneth Vista Apt. 006,Cedar Crossing,MA,61507,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-05-02T18:04:42Z,1777026.23,0.0,0.0,1777026.23,1777026.23,001uKtjv3QWz3nDQSN,,001UaIRIhbhJyYQQFB,01sLoYtuPuiAhJSKZN
0Q0gbrPmeCCIrBXKCK,Synthetic Quote 0000283,Q-00000283,Draft,2023-12-21,1868 Angela Walk Suite 590,Northhaven,NC,22470,United States,8994 Mcbride Harbors,Lake Briar,CO,26658,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-10-22T22:23:35Z,1712427.28,10.0,0.0,1541184.55,1541184.55,001qP46mGWsPnuOQ5R,800WGmMAqFXhoiTIUV,006NeJlsYNuod3eAS2,01sJqGPflRJqwqCPRW
0Q04mfyPZqm64McSJB,Synthetic Quote 0000284,Q-00000284,In Review,2025-10-27,13445 Schultz Wells Apt. 952,Willow Harbor,CO,36059,United States,74754 Carrie Centers Apt. 827,Willow Harbor,WA,55021,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-09-27T14:26:50Z,1345816.03,5.0,127852.52,1278525.23,1406377.75,001N2mO6ogfdaXBYDK,,006mZYtoVDowKATI2L,01sf902KvuoXgXtOGX
0Q0s67bDZqF2QbwS0Q,Synthetic Quote 0000285,Q-00000285,Draft,2021-10-06,3423 Walters Corner Apt. 864,Cedar Crossing,MA,51658,United States,265 Solomon Walks Suite 680,Cedar Crossing,CO,91893,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-07-08T00:30:14Z,2089901.76,0.0,208990.18,2089901.76,2298891.94,001ULaAYdBnWIytQCT,,0063SY6evRNlBraQYU,01sf902KvuoXgXtOGX
0Q0Q8Ss903dKm3bK64,Synthetic Quote 0000286,Q-00000286,Presented,2022-05-04,3182 Farmer Squares Suite 186,Summit Glen,NC,72464,United States,431 Carol Rapids,Northhaven,TX,24719,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-02-03T05:17:30Z,928708.69,0.0,46435.43,928708.69,975144.12,0014BI0PTpGJAb4ICJ,800nEzeWjRDTX6SYUM,006nNZWqxGEH725AZ4,01sLoYtuPuiAhJSKZN
0Q0uIOmt219w2I1KA4,Synthetic Quote 0000287,Q-00000287,Draft,2026-02-25,684 Taylor Green,Alder Bay,TX,80836,United States,3124 Dickerson Locks Apt. 984,Summit Glen,NC,95682,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-01-11T01:14:27Z,2495773.59,5.0,118549.25,2370984.91,2489534.16,001OLdGcwV4anrfQXZ,,52iDBZrSaR6YAuLAJY,01sQ4LtuJF9K1vlMFT
0Q0ghU4cCrhbIrJKEB,Synthetic Quote 0000288,Q-00000288,In Review,2026-05-11,59901 Samuel Gateway Apt. 658,Northhaven,TX,60835,United States,363 Ayala Branch Suite 297,Willow Harbor,TX,43633,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-03-12T03:20:44Z,907230.55,0.0,45361.53,907230.55,952592.08,001OphrQTgtGmAPIMC,,,01sLoYtuPuiAhJSKZN
0Q0KO6ns79eTJBKCUZ,Synthetic Quote 0000289,Q-00000289,Draft,2025-02-02,103 Sandra Motorway,Alder Bay,CA,77656,United States,26010 Laura Union,Summit Glen,CA,71769,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-11-04T22:50:43Z,1696578.68,0.0,127243.4,1696578.68,1823822.08,001Z9FmqrbfBXeVI9A,,006sfIuTzJMiMVdAK8,01sLoYtuPuiAhJSKZN
0Q0HbYNBsNabBHt0KI,Synthetic Quote 0000290,Q-00000290,Presented,2024-08-01,6206 John Station Apt. 458,Lake Briar,CA,25115,United States,2440 Michael Inlet Apt. 798,Lake Briar,CO,82851,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-07-02T07:47:56Z,457246.58,10.0,30864.14,411521.92,442386.06,0012HZJseXkHHpVYJL,,006dAB04gfBwA9TQD2,01sQ4LtuJF9K1vlMFT
0Q0EMH4DhqmDyxbKNQ,Synthetic Quote 0000291,Q-00000291,Presented,2022-04-15,7827 Mitchell Mountains,Northhaven,MA,86142,United States,9172 Jason Station Apt. 980,Summit Glen,OR,73327,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-01-15T20:23:14Z,503982.69,5.0,35908.77,478783.56,514692.33,001tvKQbYklnB9tY2P,,006pFJpL7bJOER9YIK,01sQ4LtuJF9K1vlMFT
0Q0ovyzuncmuxNiSHQ,Synthetic Quote 0000292,Q-00000292,Rejected,2023-04-27,526 Alejandro Key,Cedar Crossing,WA,56845,United States,76412 Jay Place,Summit Glen,CO,93628,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-03-28T11:01:26Z,103194.67,5.0,0.0,98034.94,98034.94,001Ivgehi2RhpxmIXK,800XSG7K69svxT0ILN,510UTmIoMkdLeZsYYB,01sLoYtuPuiAhJSKZN
0Q0VIcMzBf1G7KMKZR,Synthetic Quote 0000293,Q-00000293,Draft,2025-09-02,255 Jennifer Mission,Alder Bay,CA,96317,United States,138 Pamela Coves Apt. 613,Alder Bay,OR,36283,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-06-04T18:27:57Z,1856522.08,5.0,132277.2,1763695.98,1895973.18,001iIp10CH2rdjrQCH,,0063UMWbJNdy3M0AT7,01sLoYtuPuiAhJSKZN
0Q0MEaaRkMXLlGB071,Synthetic Quote 0000294,Q-00000294,Presented,2026-08-09,4031 Alyssa Mountain Apt. 859,Northhaven,OR,65661,United States,7941 Henson Pike Suite 203,Northhaven,CO,82283,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-06-25T01:10:08Z,878733.52,5.0,0.0,834796.84,834796.84,001DLqMjZmJEMS7ID7,,0063DkcKAnI3LlGYDO,01sf902KvuoXgXtOGX
0Q09DcCXGCDv6C3KC2,Synthetic Quote 0000295,Q-00000295,Presented,2024-02-20,8264 Justin Forge Suite 472,Alder Bay,CA,27325,United States,18203 Rodriguez Mews Suite 119,Lake Briar,CA,27187,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-12-22T01:29:46Z,1733860.62,5.0,164716.76,1647167.59,1811884.35,001PFGdur2jMSzLAST,,811YmW81nAPrjTaIBR,01sf902KvuoXgXtOGX
0Q0EyflYFXH8UE5C1D,Synthetic Quote 0000296,Q-00000296,In Review,2023-06-07,569 Susan Shoals,Lake Briar,CA,48103,United States,2935 Jesse Union,Willow Harbor,WA,73620,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-04-23T22:50:28Z,1331268.93,0.0,133126.89,1331268.93,1464395.82,001Q3kntrifzyYWI62,,006Eh6sjBrU6EvBYMR,01sf902KvuoXgXtOGX
0Q0om3yFYMQPBBLKV0,Synthetic Quote 0000297,Q-00000297,Presented,2023-07-26,4252 Adams Tunnel,Northhaven,NC,26943,United States,17316 Henry Isle Suite 615,Lake Briar,NC,48693,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-04-27T17:34:15Z,930742.77,0.0,93074.28,930742.77,1023817.05,001Yuy98mwACfhVANS,,006oXaKvKPkU2ZqQFZ,01sQ4LtuJF9K1vlMFT
0Q0Ejpsq00q35yFC5Y,Synthetic Quote 0000298,Q-00000298,In Review,2024-06-15,7782 Victoria Lake Suite 523,Summit Glen,TX,62201,United States,36803 Roberson Crest,Willow Harbor,CA,10334,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-05-16T03:56:25Z,1539069.65,5.0,73105.81,1462116.17,1535221.98,001lppe6kqinEz1A7H,,02inFI2zQXHfDeCQAL,01sf902KvuoXgXtOGX
