Id,CurrencyIsoCode,CreatedDate,IsActive,UseStandardPrice,UnitPrice,Pricebook2Id,Product2Id
01uyya4E3UVwwuyI6C,USD,2021-03-04T01:28:06Z,1,1,9565.12,01sf902KvuoXgXtOGX,01tSnOrHzEYjRlsIDJ
01ueyJe4gsnNiPnIDF,USD,2025-09-18T12:48:39Z,1,1,92712.56,01sLoYtuPuiAhJSKZN,01tAKxax5wNHmuXAAK
01uQlVZXfiNQNtRYT9,USD,2024-02-13T13:04:54Z,1,0,73070.75,01sQ4LtuJF9K1vlMFT,01tAL3si8B03DPDQ9O
01up9L1rMMIROsoYKL,USD,2021-05-04T10:27:50Z,1,1,43647.27,01sf902KvuoXgXtOGX,01t0gRllD3sYkehQJL
01ucktmDnpi6SA2IM7,USD,2025-04-02T19:20:55Z,1,1,67043.3,01sQ4LtuJF9K1vlMFT,01tfpNseevgyHG4I4H
01uT2HYAu6kyAXCY0P,USD,2021-11-04T22:49:00Z,0,0,83761.48,01sLoYtuPuiAhJSKZN,01t1WVbvQg0mCR8IQ5
01uKaywO4b3S7iJQ44,USD,2024-07-20T06:01:05Z,0,0,72995.58,01sLoYtuPuiAhJSKZN,01ttpCDj58dFUZxQW0
01uqTTvJvfJkLqZQBG,USD,2021-04-03T19:10:33Z,1,1,31192.02,01sf902KvuoXgXtOGX,01tVcftrCBIXeCkYVP
01urkF323nGqr1rYNM,USD,2025-03-18T15:01:01Z,1,0,12237.78,01sJqGPflRJqwqCPRW,01tH9FF8fA9CZeKYBG
01uc6yIZPk12VrWI70,USD,2022-03-05T06:32:20Z,1,0,1856.44,01sLoYtuPuiAhJSKZN,01tbwEYr7q9wizHQ3D
01u2rujAAFZGq71AIQ,USD,2025-05-20T01:31:01Z,1,1,15825.33,01sQ4LtuJF9K1vlMFT,01tV2dvwb7kXQVhITI
01uhXHd7I7kUo5tYAE,USD,2021-03-05T07:34:06Z,1,0,10363.25,01sLoYtuPuiAhJSKZN,01tnh7cbKXHRNwtAHZ
01uulmW4p1g5qS6Q53,USD,2023-12-31T01:21:03Z,1,0,38415.17,01sf902KvuoXgXtOGX,01tweIfmxoL6ZPIA4Z
01ueWs86Xwn1DjpQBT,USD,2022-07-23T02:56:24Z,1,0,79077.01,01sQ4LtuJF9K1vlMFT,01tdZ9S6FdDot0OA01
01uDuFAmW0YyWLtA19,USD,2022-04-19T18:04:46Z,1,0,29258.34,01sJqGPflRJqwqCPRW,01tdpEmNx9BOBAyYC2
01uoUHUXFK8KV8SIAZ,USD,2024-10-07T09:45:26Z,1,1,7132.42,01sLoYtuPuiAhJSKZN,01tH9FF8fA9CZeKYBG
01uyQcPopC4io3SYBV,USD,2022-05-29T06:27:40Z,1,1,69819.87,01sQ4LtuJF9K1vlMFT,01t6YVKVUd3CfahQAX
01uxk0teK1EA1ZrAAD,USD,2025-03-18T06:47:51Z,1,0,51354.34,01sQ4LtuJF9K1vlMFT,01tNyyCG557IZVJAMV
01uk3g7KZ1foaM1Y43,USD,2021-05-28T04:11:34Z,1,0,94232.89,01sQ4LtuJF9K1vlMFT,01tZc2wMFiWA0yCYI6
01uoPfMSxJ4XxfZQKO,USD,2024-04-22T11:07:47Z,1,0,90059.63,01sJqGPflRJqwqCPRW,01tDf1oeVcjAz1QI83
01uWHY5cbZepOGqANT,USD,2021-10-11T19:12:57Z,1,1,77509.56,01sJqGPflRJqwqCPRW,01t7NfeQ2lKQvYEI0O
01uPNiaL1uUi0GGYQH,USD,2021-09-20T17:53:13Z,1,1,49471.94,01sQ4LtuJF9K1vlMFT,01tRq8pE579FvdwIAM
01u9WIty0rhJQOoANZ,USD,2024-04-04T11:13:39Z,0,1,99854.01,01sf902KvuoXgXtOGX,01tDBFsgsRefO2HYYS
01uTcjJRAY8ghAAA79,USD,2021-11-26T08:20:34Z,1,0,90845.41,01sLoYtuPuiAhJSKZN,01t395c3btyYidWQZR
01uw91RYAhA1FFjAKB,USD,2026-05-23T08:12:55Z,1,1,54374.08,01sQ4LtuJF9K1vlMFT,01t8oEVI4WFAWCXA5M
01uYA9CJEqwWNDKITL,USD,2025-07-15T08:18:09Z,1,0,41493.15,01sJqGPflRJqwqCPRW,01tQzRS8NwN7EaTIA6
01uE3I30HADotoeYGY,USD,2021-03-13T18:21:41Z,1,0,67613.21,01sLoYtuPuiAhJSKZN,01tNG3h4vNcQBi8YQG
01urPWM45zirhMAAW5,USD,2023-11-18T00:10:12Z,1,0,34533.85,01sQ4LtuJF9K1vlMFT,01ttpCDj58dFUZxQW0
01uizFG7tdRUqr4QN5,USD,2022-10-06T16:03:05Z,1,1,73216.02,01sQ4LtuJF9K1vlMFT,01t85nYRxCpN60QICS
01uaFYxfwV9fYylQFX,USD,2023-11-26T08:15:46Z,1,0,77556.74,01sf902KvuoXgXtOGX,01tFpX2FRUqcRnqIM9
01upkTzkJPJeHFlAAI,USD,2021-11-29T15:17:30Z,1,1,3541.15,01sf902KvuoXgXtOGX,01t5ehc5TO9L51fAY8
01uR2nl29IkqYErYC1,USD,2022-01-23T13:53:28Z,1,0,59795.24,01sLoYtuPuiAhJSKZN,01tFjJRl0Bl1V77YFI
01uwoIIoLyxXnvpARE,USD,2025-08-04T06:55:17Z,1,1,10851.72,01sJqGPflRJqwqCPRW,01ticCsbXrjWF9FAH9
01u8xZQQ01lrCVlYQL,USD,2022-04-03T06:04:31Z,0,1,79857.03,01sLoYtuPuiAhJSKZN,01tyFDvfjAnoVc9Q1B
01u4D6LQD1fDHRvQMG,USD,2024-05-29T22:02:50Z,1,0,372.65,01sLoYtuPuiAhJSKZN,01tSnOrHzEYjRlsIDJ
01uHRxPg5JnTs51IQR,USD,2023-01-12T15:26:21Z,1,1,67185.29,01sJqGPflRJqwqCPRW,01t85nYRxCpN60QICS
01uRbXQcs08wEzCINO,USD,2023-10-10T04:07:24Z,1,1,86477.2,01sJqGPflRJqwqCPRW,01ti4FfLefoJftJAYI
01ulr3bX0CgclaDYGJ,USD,2021-08-14T05:24:15Z,1,0,45054.29,01sLoYtuPuiAhJSKZN,01tJCv6SzssB7KyQZG
01uBP89MPIG4q8LQF3,USD,2022-09-07T01:57:14Z,1,0,70279.73,01sLoYtuPuiAhJSKZN,01tnFIvrye7TJuKI6Y
01uO6C86opF1tChASF,USD,2025-08-01T12:33:13Z,1,1,94986.87,01sJqGPflRJqwqCPRW,01tABpW6ZnkU3r9I20
01uL3wcoUYcBvlqYHO,USD,2025-05-19T08:22:51Z,1,0,9519.3,01sf902KvuoXgXtOGX,01tAi7cp22LvTrpYZA
01u9kv1s6zxeasOIDR,USD,2026-04-09T17:46:16Z,1,0,70231.91,01sJqGPflRJqwqCPRW,01tF1U6IygSY9tvA1Q
01uLHj66uaswo2hQNS,USD,2026-06-07T16:33:25Z,1,0,9608.74,01sJqGPflRJqwqCPRW,01tNxoTQ4jtr1L6AQ6
01u0PY5mOZa2bYtQ4X,USD,2024-03-10T04:18:49Z,1,0,70355.8,01sf902KvuoXgXtOGX,01tE5PQcgk49jQkYPK
01u0XyN46aLRUW6A71,USD,2024-08-18T13:55:05Z,1,0,40345.91,01sf902KvuoXgXtOGX,01tXFPVYo6XqDczYVB
01uI4YedeyWeqtiQSS,USD,2025-12-19T01:11:52Z,0,1,79360.97,01sJqGPflRJqwqCPRW,01t7U5ipBfHp1PQIKM
01unaRlrOqYG3shY2D,USD,2024-05-29T20:53:00Z,1,0,530.26,01sJqGPflRJqwqCPRW,01tUA1X0YZmoxZ1A4X
01u1hB0n1KPpQF8QBS,USD,2025-12-14T13:00:00Z,1,1,19771.17,01sf902KvuoXgXtOGX,01tKASeQMf6eJe3A8K
01uqy7cd4gc1JX3I1T,USD,2022-12-15T19:26:04Z,1,0,44880.52,01sf902KvuoXgXtOGX,01t4NYEPhUw9BamICS
01uen5Cpi1qkPs2QED,USD,2023-09-04T20:07:57Z,1,0,18727.38,01sLoYtuPuiAhJSKZN,01tNxoTQ4jtr1L6AQ6
01upPMDy80x6djaI5M,USD,2021-05-01T05:17:50Z,1,0,71674.54,01sQ4LtuJF9K1vlMFT,01t7aWrLJOCiWZaA9Z
01unrr2qf22owZ1IKT,USD,2025-11-02T17:49:59Z,1,0,26674.2,01sLoYtuPuiAhJSKZN,01tfpNseevgyHG4I4H
01uFMIhPjil3hAVQJI,USD,2024-05-21T13:27:24Z,1,1,85348.37,01sLoYtuPuiAhJSKZN,01tCGhSYxgJztyAYCK
01u7vqqvITrUHWRI8Z,USD,2024-12-15T05:41:39Z,1,0,19603.38,01sQ4LtuJF9K1vlMFT,01tGZiKZgaKqDjfI4K
01uYlWWcWi8iXTcYI3,USD,2023-01-05T04:03:15Z,1,1,4693.31,01sQ4LtuJF9K1vlMFT,01tKbJWKm600cCgAJE
01uFe45oNKIEsMCASS,USD,2023-11-08T01:00:33Z,1,0,75281.68,01sLoYtuPuiAhJSKZN,01tJfY8BqOSVuBTQYL
01uimhbIoNlOrYnI66,USD,2023-10-12T20:09:44Z,1,1,28612.62,01sJqGPflRJqwqCPRW,01tNG3h4vNcQBi8YQG
01uMA8zSZGWyKdiAKM,USD,2022-06-07T14:22:17Z,1,1,21593.38,01sf902KvuoXgXtOGX,01tv9oAk6JoaaNjQCS
01uDFeYaSqYs9sRIRH,USD,2021-03-24T21:03:39Z,0,1,99979.96,01sQ4LtuJF9K1vlMFT,01tnh7cbKXHRNwtAHZ
01uArZ6TaDNtlP6YWR,USD,2025-03-24T16:16:27Z,1,1,93305.68,01sLoYtuPuiAhJSKZN,01tLQO6rC3r5eZ7I1Z
01uYW3c87XzN3xAIKN,USD,2025-08-03T07:28:49Z,1,0,57592.2,01sJqGPflRJqwqCPRW,01tRq8pE579FvdwIAM
01uTQrHbd0TJOw2IXT,USD,2022-05-08T04:03:27Z,1,0,8591.06,01sLoYtuPuiAhJSKZN,01tUsi4SI5lcLBaYYX
01ukRCiZaAEu20RYNG,USD,2022-01-13T11:33:52Z,1,0,15523.32,01sf902KvuoXgXtOGX,01tLFl0Q88j3GaOATF
01u5n61zNTp1SMmQMW,USD,2021-12-27T02:18:55Z,1,0,96853.02,01sLoYtuPuiAhJSKZN,01tmXTTChMUKc8lAZ9
01us0nQj7OIYAggYNV,USD,2024-04-17T00:34:45Z,1,0,19032.71,01sJqGPflRJqwqCPRW,01ttnIcUmf2LrF4AX4
01uphLiDJlXg8wvAE3,USD,2024-06-22T18:15:06Z,1,0,50553.8,01sLoYtuPuiAhJSKZN,01t3Z3czK8R4Na6IU7
01uab9grZJH19BsQO9,USD,2022-06-06T13:24:55Z,1,1,6613.65,01sLoYtuPuiAhJSKZN,01tBjvDXiBQe05pQ6K
01uUynsjnV7oAmSQMS,USD,2023-04-23T04:11:31Z,1,0,26400.71,01sJqGPflRJqwqCPRW,01tJCv6SzssB7KyQZG
01uCxEgI2mCiz8oIIS,USD,2023-12-28T07:49:10Z,1,0,6961.01,01sQ4LtuJF9K1vlMFT,01t9zr8VHPQu1LlI0K
01u5h0NfrvehTSoIIR,USD,2023-03-02T11:48:44Z,1,0,79188.21,01sLoYtuPuiAhJSKZN,01tzg9LgIxoHoakYCC
01umcueApRe014GQCG,USD,2023-03-03T19:06:00Z,1,1,46357.94,01sJqGPflRJqwqCPRW,01tdFNcK7rEYaAcQ98
01utRK4lisXcbROYBK,USD,2024-04-18T01:42:55Z,1,0,21388.98,01sLoYtuPuiAhJSKZN,01tCUKpIG176gAIICH
01uoPNLXLbZVKlOIY9,USD,2025-05-21T20:44:58Z,1,0,15126.25,01sQ4LtuJF9K1vlMFT,01tcw78vDX9RWoZQ06
01ugyZoUJ9GFuCSYMZ,USD,2023-08-11T23:38:54Z,1,1,75705.54,01sf902KvuoXgXtOGX,01tCRyGDRzBg7uOANM
01ucZtNMVx0iGHIAK5,USD,2024-10-07T11:17:35Z,1,0,48967.31,01sLoYtuPuiAhJSKZN,01thBQZLD1IHHQYICZ
01u45XrA1cIlNlaAJY,USD,2022-12-29T17:06:48Z,1,0,29835.5,01sQ4LtuJF9K1vlMFT,01tKlzapJSynAF7IIM
01uicVYWLcfmsN3AQY,USD,2021-08-05T13:16:25Z,1,0,11526.85,01sQ4LtuJF9K1vlMFT,01tPg5AmqfQP9ppYVX
01uSZGMqI3NxLQvINY,USD,2026-04-23T01:15:53Z,1,1,99302.41,01sLoYtuPuiAhJSKZN,01tVDQv03vu3kAWAII
01uqZXZ1URRWyWYYJH,USD,2021-07-16T07:59:01Z,1,0,48004.8,01sQ4LtuJF9K1vlMFT,01tGCTC0Cocai7mYLU
01uJrQ9nOdWfBOnQ3P,USD,2021-04-01T17:08:24Z,1,0,18632.59,01sLoYtuPuiAhJSKZN,01tuDJ2JWNbzA2jA3S
01ubAF44LTmpctmQ1E,USD,2023-09-18T21:19:08Z,1,1,32359.37,01sJqGPflRJqwqCPRW,01tWy4aSbWTH5MRAD6
01uIhNDsbACKJwOQAK,USD,2022-06-21T15:48:23Z,1,0,16465.64,01sf902KvuoXgXtOGX,01t8oEVI4WFAWCXA5M
01uu63szSOLf3PQQ6M,USD,2022-09-21T18:44:16Z,1,0,8593.89,01sf902KvuoXgXtOGX,01tH9FF8fA9CZeKYBG
01u3FvJM2hx0UgmYAS,USD,2025-12-25T14:59:54Z,1,0,60001.33,01sf902KvuoXgXtOGX,01tumnfMgDuHzp5IGE
01uIBCBPnlF6Gq2AMR,USD,2024-10-27T05:18:25Z,1,1,60756.35,01sQ4LtuJF9K1vlMFT,01tsLqWnGdfONUtA8Q
01uZwKANs13zPoaQLJ,USD,2026-01-17T01:30:39Z,1,1,71831.4,01sLoYtuPuiAhJSKZN,01tfdIGGuNBWWCKI1L
01uugppu5drNWwvIF8,USD,2023-10-28T17:20:54Z,1,0,10477.78,01sf902KvuoXgXtOGX,01tnwaV2txjKBLPYKN
01uLbKRe3aHzpFnIFF,USD,2024-04-10T18:57:51Z,1,0,76440.16,01sLoYtuPuiAhJSKZN,01tAL3si8B03DPDQ9O
01uWstmQaRboDKWIU3,USD,2025-06-02T23:48:31Z,1,0,12762.22,01sJqGPflRJqwqCPRW,01tZc2wMFiWA0yCYI6
01urlxckRfKbcswALX,USD,2024-12-13T00:42:18Z,1,1,4931.2,01sJqGPflRJqwqCPRW,01tQBzLTuDrA4rIY2R
01uSCBxTDtONjgwIFS,USD,2026-05-19T18:42:34Z,1,1,29073.92,01sf902KvuoXgXtOGX,01tow8y2sel8hLYA1C
01u9f9VUQ5RzdtLIHL,USD,2024-03-03T22:16:12Z,1,0,68828.84,01sLoYtuPuiAhJSKZN,01ticCsbXrjWF9FAH9
01uTsGST0Vu9nmEQER,USD,2025-10-08T05:16:07Z,1,0,86116.65,01sQ4LtuJF9K1vlMFT,01tHponlQrn8ajCQWE
01uBjAWyQlOs905YJ0,USD,2026-05-21T23:54:54Z,1,0,41535.95,01sf902KvuoXgXtOGX,01tZc2wMFiWA0yCYI6
01uYMWfQTnkD5qnAVB,USD,2025-09-05T20:11:39Z,1,0,3677.03,01sf902KvuoXgXtOGX,01tdFNcK7rEYaAcQ98
01u71cjEwFj03mAIM3,USD,2022-01-19T19:07:09Z,1,0,42962.89,01sLoYtuPuiAhJSKZN,01tzS9ohU8JW5tuYDD
01ugKOOSB3az2jyA38,USD,2024-05-18T16:45:51Z,1,1,96214.95,01sJqGPflRJqwqCPRW,01tKUFhZVuSwLH0YFY
01uGQQh5RW001gyILZ,USD,2025-08-22T14:46:57Z,1,0,46112.27,01sf902KvuoXgXtOGX,01tUsi4SI5lcLBaYYX
01uVTcsqzRQW04eAMD,USD,2025-07-28T13:41:24Z,1,0,92361.82,01sQ4LtuJF9K1vlMFT,01tEaTYFbf62XyrIGE
01uWiKh2xAB4kqIYBW,USD,2021-05-11T21:49:33Z,1,1,49825.47,01sf902KvuoXgXtOGX,01t264L3UVk4S01QTC
01ubMmqqzE2o6cdY2K,USD,2021-12-03T18:18:01Z,1,0,21574.64,01sLoYtuPuiAhJSKZN,01tHponlQrn8ajCQWE
01ugMp6vnqPK29EAUZ,USD,2025-05-10T01:25:13Z,1,1,7561.81,01sf902KvuoXgXtOGX,01tAMQSRO2UkPuWIWX
01uYIe28XneaoiGQKT,USD,2025-06-17T07:04:39Z,1,1,4701.91,01sf902KvuoXgXtOGX,01tyFDvfjAnoVc9Q1B
01uutNMxPbJGXHWQCA,USD,2022-03-05T14:31:48Z,1,0,58583.53,01sf902KvuoXgXtOGX,01tRq8pE579FvdwIAM
01ugqQiCAgGMwuDIJC,USD,2023-09-04T15:04:05Z,0,0,86111.68,01sLoYtuPuiAhJSKZN,01tiYJRAccTSvbuYWS
01uNDoooteqfAz7AMT,USD,2022-09-26T13:56:43Z,1,0,73782.09,01sQ4LtuJF9K1vlMFT,01ticCsbXrjWF9FAH9
01uqpR2yiWbBNPvQ1F,USD,2023-02-16T03:16:02Z,1,0,45892.53,01sQ4LtuJF9K1vlMFT,01tow8y2sel8hLYA1C
01uY1n154mk91h6Y99,USD,2025-02-14T07:59:53Z,1,0,36679.11,01sJqGPflRJqwqCPRW,01tzg9LgIxoHoakYCC
01uxBOSSGFE4iEUA5A,USD,2021-03-17T00:31:00Z,1,0,56059.58,01sf902KvuoXgXtOGX,01tsmgmHr3RHO6MQV1
01uXIkmGfy4nEEQAAS,USD,2024-04-24T01:57:54Z,1,0,28737.23,01sQ4LtuJF9K1vlMFT,01tJfY8BqOSVuBTQYL
01uA8j2wDTUspNUIJ6,USD,2024-09-04T09:12:12Z,1,0,99045.66,01sf902KvuoXgXtOGX,01t83HgB02KFAPlQZ2
01uhMKIX1dZxo2KIIG,USD,2022-08-02T07:37:27Z,1,0,68110.45,01sLoYtuPuiAhJSKZN,01ttnIcUmf2LrF4AX4
01u5EtvZtLlKXRRYKN,USD,2021-03-19T13:24:07Z,1,1,82337.98,01sLoYtuPuiAhJSKZN,01tjRyBfxPJZEW0YDL
01uZeDDEOhjxXGiIJ1,USD,2023-12-05T15:47:45Z,1,1,70679.64,01sf902KvuoXgXtOGX,01tRE18SLT5MS5yAMK
01uh03z6u8t52A7Q6A,USD,2025-01-27T07:10:23Z,1,0,94124.81,01sLoYtuPuiAhJSKZN,01tnSmeh0qnccnoQDY
01uAtGzObkdYuQCIKN,USD,2021-05-19T18:43:09Z,0,0,67742.85,01sf902KvuoXgXtOGX,01tiYJRAccTSvbuYWS
01upGYrwlhnXFJzAQO,USD,2025-12-30T05:13:40Z,0,0,56437.39,01sJqGPflRJqwqCPRW,01trSqsaQ6MiK9TAAL
01uQ1lJHScxNZ6NAQB,USD,2021-11-13T13:50:37Z,1,0,94998.3,01sLoYtuPuiAhJSKZN,01tV2dvwb7kXQVhITI
01uNS7Gn3OHWheDQAH,USD,2021-08-21T05:09:15Z,1,0,46976.27,01sf902KvuoXgXtOGX,01tTnVkfEjkD1grILB
01uPYumXiNf3CnhYSE,USD,2021-05-26T14:09:09Z,1,0,32696.95,01sQ4LtuJF9K1vlMFT,01tsmdSzMPxkDVuYGY
01up2y9M1x2zHlGIII,USD,2021-04-25T13:44:01Z,1,0,77431.99,01sQ4LtuJF9K1vlMFT,01tnwaV2txjKBLPYKN
01uzIgnyrtIIw55YLX,USD,2022-05-27T04:27:01Z,1,1,88378.17,01sf902KvuoXgXtOGX,01t7Wi3QdB9AjcFYKP
01u7oYKYE0XFYo9Y9Q,USD,2022-12-16T20:19:36Z,1,1,44380.69,01sQ4LtuJF9K1vlMFT,01tLQO6rC3r5eZ7I1Z
01uBfZkj3n3q858ILS,USD,2022-03-03T10:02:40Z,1,0,90133.7,01sQ4LtuJF9K1vlMFT,01t1WVbvQg0mCR8IQ5
01uyJ6zkekdSnuUYV2,USD,2023-01-29T21:12:24Z,1,0,85265.0,01sLoYtuPuiAhJSKZN,01tdhEbnzCx9gZmI0N
01uvx1DwHkqf1eYI5G,USD,2023-07-28T00:31:48Z,1,0,22471.69,01sf902KvuoXgXtOGX,01tTLO3VWSQ2BwfY01
01uV8i2ozj6njopYSE,USD,2022-09-24T04:47:40Z,1,1,11389.09,01sLoYtuPuiAhJSKZN,01tPg5AmqfQP9ppYVX
01uDxDHTCck90xtYDM,USD,2021-09-15T20:46:22Z,1,1,38074.76,01sf902KvuoXgXtOGX,01tCUKpIG176gAIICH
01uPZWdNvBe5hqLIIQ,USD,2024-02-03T17:18:29Z,1,0,76734.7,01sf902KvuoXgXtOGX,01tF1U6IygSY9tvA1Q
01uTvPkKAzXE87HQL5,USD,2021-09-23T21:03:10Z,1,0,89127.06,01sf902KvuoXgXtOGX,01tAY0rfSqXmKmlI0S
01uD64o8c12CDa0Q5W,USD,2024-01-28T08:29:20Z,1,1,38296.08,01sJqGPflRJqwqCPRW,01txqvFsMP4bHGiIM8
01uqczls0EvVZK9A44,USD,2021-02-26T07:07:55Z,1,0,25681.94,01sQ4LtuJF9K1vlMFT,01t1YY42ogr623kA2T
01uFt9b3ADxIGMFA8E,USD,2023-04-04T18:44:06Z,1,0,28968.14,01sQ4LtuJF9K1vlMFT,01tYt0OB7MID1hWAG2
01uSKO64CBXbxbQIV6,USD,2021-05-21T08:52:27Z,0,0,43674.45,01sLoYtuPuiAhJSKZN,01txqvFsMP4bHGiIM8
01uHm9hkqn3nP7NIX9,USD,2024-02-05T00:39:20Z,1,1,70209.14,01sLoYtuPuiAhJSKZN,01tWy4aSbWTH5MRAD6
01ueJTA7gnZDnyqQ5J,USD,2022-08-02T02:55:56Z,1,0,22204.27,01sQ4LtuJF9K1vlMFT,01thwlljDEzVPFeIOR
01umezOvamoD47dYRU,USD,2025-11-21T22:01:15Z,1,0,47106.21,01sf902KvuoXgXtOGX,01tuDJ2JWNbzA2jA3S
01uMskTW5szoxUUADQ,USD,2026-06-19T01:34:05Z,1,0,53426.45,01sf902KvuoXgXtOGX,01tLlltcGPITOCRAMC
01uKSnvPj2bLCV3AKV,USD,2024-02-20T23:14:29Z,1,1,71984.14,01sLoYtuPuiAhJSKZN,01tDf1oeVcjAz1QI83
01uYUQ1VzxbqfW8AL5,USD,2026-05-20T06:47:55Z,1,1,69092.84,01sJqGPflRJqwqCPRW,01tzS9ohU8JW5tuYDD
01uG1oGHfFaPv7cAYC,USD,2024-03-25T04:46:47Z,1,0,75321.86,01sf902KvuoXgXtOGX,01tLQO6rC3r5eZ7I1Z
01ukIj63kOHlcIZYNQ,USD,2024-06-07T10:13:09Z,1,1,30102.6,01sf902KvuoXgXtOGX,01tquqtjfoZD0qtA3P
01ukZSaar5kiB8EAE2,USD,2025-10-03T00:37:21Z,1,0,74617.59,01sLoYtuPuiAhJSKZN,01tmpCk8Z1bGpy6A1T
01updbdld2ODwuzQJB,USD,2023-07-16T06:46:49Z,1,0,57006.63,01sf902KvuoXgXtOGX,01tBFNGrwq1AKgWQZM
01uOceKBCLhfBYFQ99,USD,2023-03-09T13:45:03Z,1,0,61649.89,01sf902KvuoXgXtOGX,01t2EzMCSR6AFKDYFT
01u8nxINWL4OrV8Q40,USD,2024-02-01T05:14:59Z,1,0,17478.74,01sJqGPflRJqwqCPRW,01tV2dvwb7kXQVhITI
01u4GnyBkjhiE9TAMV,USD,2021-09-19T06:47:20Z,1,1,8403.66,01sQ4LtuJF9K1vlMFT,01tKjpEkxySpvI7IVL
01uP9JzeHn3INcfAW3,USD,2025-06-21T02:35:01Z,1,1,63293.02,01sQ4LtuJF9K1vlMFT,01tfvR6I8rYbw9YA75
01udgTvVhmyD0afAZM,USD,2025-01-30T03:16:35Z,1,1,53340.76,01sf902KvuoXgXtOGX,01tVDQv03vu3kAWAII
01urxQLoY7r3bGEAZO,USD,2022-04-30T04:10:11Z,1,1,11862.24,01sQ4LtuJF9K1vlMFT,01t7uoJkYp0qlw7YJC
01u9dyI9xjGhZjKI4V,USD,2026-04-29T08:16:04Z,1,0,98714.25,01sJqGPflRJqwqCPRW,01tCGhSYxgJztyAYCK
01uPjx1mFPjDpcgIRA,USD,2026-06-10T03:59:23Z,1,0,93334.19,01sLoYtuPuiAhJSKZN,01tib3QpzkDJ5ZXY0G
01ubxTMyzfxRdMAQGF,USD,2026-01-01T17:02:10Z,1,0,82551.26,01sJqGPflRJqwqCPRW,01tnh7cbKXHRNwtAHZ
01uocAw17jHIHntY65,USD,2025-09-30T11:40:46Z,1,0,51070.01,01sQ4LtuJF9K1vlMFT,01tJs4IP4KXGpqSYC5
01uzrOswHnzmYb6AU7,USD,2025-07-26T02:41:01Z,1,0,14558.98,01sLoYtuPuiAhJSKZN,01t8I3IcAgR0TlmYMW
01ue4CNRY8poPf7Y76,USD,2023-02-26T03:12:34Z,1,1,29301.55,01sQ4LtuJF9K1vlMFT,01t5ehc5TO9L51fAY8
01uM1GWov1Ae00HA3J,USD,2022-08-21T04:39:06Z,0,0,18234.91,01sQ4LtuJF9K1vlMFT,01tkl3rdZhto0MWIR8
01unzqchnBJvFvNARI,USD,2025-03-04T19:59:38Z,1,0,80818.21,01sf902KvuoXgXtOGX,01ticCsbXrjWF9FAH9
01ujq0OzP0Tl8V2IT5,USD,2026-05-21T05:38:43Z,1,1,40945.95,01sJqGPflRJqwqCPRW,01tkl3rdZhto0MWIR8
01urg3aqums3OsAYDX,USD,2024-01-08T17:24:03Z,1,1,88198.63,01sJqGPflRJqwqCPRW,01tLlltcGPITOCRAMC
01uoIM45i0DJHHHQCS,USD,2024-02-06T17:08:56Z,1,1,31634.62,01sQ4LtuJF9K1vlMFT,01tTNvOYUjuEQraQ3O
01u4dHsHv8wA4sGY7I,USD,2024-04-08T12:52:06Z,1,0,90750.36,01sQ4LtuJF9K1vlMFT,01tquqtjfoZD0qtA3P
01uu5XYiFCPTY9mYUD,USD,2024-07-02T10:21:16Z,1,0,76864.24,01sf902KvuoXgXtOGX,01tURhthsLx6JyoQOA
01uDMmufcFPiArgIYR,USD,2023-07-16T18:51:30Z,1,0,35314.99,01sLoYtuPuiAhJSKZN,01tPHiS44NBUdL8I3C
01uSfmaZ9NfAO33IJI,USD,2025-05-16T15:32:51Z,1,1,62535.87,01sJqGPflRJqwqCPRW,01tRE18SLT5MS5yAMK
01uwoyDD3mAFDZjI2L,USD,2022-04-20T11:59:24Z,1,0,82701.94,01sJqGPflRJqwqCPRW,01taeOXPP6XFFqPILJ
01ua3TAVCFZjGSRAIX,USD,2022-07-17T04:39:34Z,1,1,73073.53,01sQ4LtuJF9K1vlMFT,01t395c3btyYidWQZR
01u2Byfa4IwUJDvQM7,USD,2025-05-18T22:18:55Z,1,0,57117.71,01sLoYtuPuiAhJSKZN,01taG1hPSd1cWC7Y2A
01u351AAydylJhOA0I,USD,2022-03-04T02:39:50Z,1,1,65435.81,01sJqGPflRJqwqCPRW,01tJkxkC77BNqpMI1D
01uz35PKYhJf7A2A3O,USD,2023-04-26T00:25:31Z,1,0,34246.42,01sQ4LtuJF9K1vlMFT,01tFpX2FRUqcRnqIM9
01uHRSXfJkCx1mUQFK,USD,2025-04-27T15:05:35Z,1,0,10572.36,01sQ4LtuJF9K1vlMFT,01t5RWDmHRgJiIMYJP
01ublUFS5DlQKuoAT4,USD,2021-11-10T11:17:17Z,1,0,85545.16,01sLoYtuPuiAhJSKZN,01t1YY42ogr623kA2T
01uMigOkLBLlz7uYWX,USD,2024-03-23T00:25:44Z,1,0,95555.44,01sf902KvuoXgXtOGX,01t4at7lw4j5FweYL1
01us4QNzjsELdjnA5J,USD,2023-03-03T12:11:09Z,1,1,75061.99,01sJqGPflRJqwqCPRW,01t7aWrLJOCiWZaA9Z
01uXSQ5fKhH9J0rQIQ,USD,2024-09-22T04:12:30Z,1,1,55376.83,01sf902KvuoXgXtOGX,01t8I3IcAgR0TlmYMW
01uoH2O7EWf3GABIQ7,USD,2023-04-15T08:17:34Z,1,0,42454.51,01sQ4LtuJF9K1vlMFT,01tUsi4SI5lcLBaYYX
