Id,Description,CurrencyIsoCode,CreatedDate,Quantity,UnitPrice,Discount,TotalPrice,PricebookEntryId,QuoteId
0QL4MtQKZcFHvXIOKI,Synthetic quote line for Integrated Ember Advisory Core Zenith.,USD,2023-06-13T06:08:06Z,2.0,21139.44,20.0,33823.1,01uhKGrd4fvOOHBIHW,0Q0JLg2B8qqE8CKKWO
0QLzL5TSzd0TvU44AO,Synthetic quote line for Modular Vertex Hardware Enterprise Cobalt.,USD,2022-09-27T01:32:44Z,1.0,66534.62,5.0,63207.89,01up9L1rMMIROsoYKL,0Q0Ux2daVN7QMwKSKN
0QL0paC0r94lt3cG2C,Synthetic quote line for Precision Orbit Support Professional Nova.,USD,2023-01-06T11:40:19Z,10.0,60075.53,10.0,540679.77,01utAAud7huqvEmY3U,0Q01zwfI55KkypGSDT
0QLgyfEZNBx7oKu46I,Synthetic quote line for Rapid Foundry Training Standard Zenith.,USD,2022-11-15T08:08:39Z,1.0,54341.67,5.0,51624.59,01u3kSFhaBLMkghAZY,0Q06FXpAfIbgk0t0GH
0QLaKDfPIKKSJ0hGZW,Synthetic quote line for Virtual Beacon Data Platform Core Horizon.,USD,2023-05-11T13:50:11Z,2.0,25755.19,0.0,51510.38,01uHjqtdinrTUk6A6F,0Q0CJRpQXQTGlnfS4G
0QLXKObtjuMVXsu434,Synthetic quote line for Adaptive Pioneer Data Platform Foundation Pulse.,USD,2025-09-30T12:50:17Z,1.0,17408.71,10.0,15667.84,01udvlfkQgFBsWxQ5O,0Q0N9dcvlsHZEQfCTQ
0QLofwt8eBHB6m14QE,Synthetic quote line for Dynamic Harbor Advisory Scale Atlas.,USD,2021-06-09T12:47:15Z,5.0,72828.9,20.0,291315.6,01uV8i2ozj6njopYSE,0Q0Rl9EnZd9IQfBSIU
0QLqjaQBPaRIlnX4FB,Synthetic quote line for Integrated Compass Data Platform Ultimate Horizon.,USD,2022-08-02T11:48:58Z,5.0,47688.06,0.0,238440.3,01udvlfkQgFBsWxQ5O,0Q0SqSwIJpFphfF0SW
0QLMxlLR8tObHyWWY3,Synthetic quote line for Modular Summit Advisory Edge Solstice.,USD,2024-07-08T17:06:56Z,10.0,10018.16,15.0,85154.36,01ualDWbU2nsHAyI4N,0Q0phuvf0lvXGzKKO1
0QLB8zOJ88gIpdzOJS,Synthetic quote line for Precision Lattice Cloud Service Foundation Aurora.,USD,2024-11-02T13:48:38Z,2.0,70592.14,0.0,141184.28,01uGRqSyJsjiNj7YGL,0Q04H9Xn1U8FxBiSQP
0QLVfBcg4xBJ3sYO1S,Synthetic quote line for Rapid Ember Cloud Service Scale Ion.,USD,2025-09-05T18:03:37Z,10.0,16025.93,15.0,136220.4,01u6As0VOR8Qof4Y36,0Q08mEWoBWrbPAjCDM
0QLKNXV9TFYvbdFG0J,Synthetic quote line for Unified Vertex Training Ultimate Solstice.,USD,2022-04-05T05:10:18Z,5.0,30331.53,5.0,144074.77,01u07ivu2QA6dAiA8A,0Q0N6oYw6rm5TzGCMX
0QLoHjsLSS1ysBq4EC,Synthetic quote line for Adaptive Orbit Data Platform Essential Cascade.,USD,2025-09-09T23:30:36Z,50.0,17100.06,0.0,855003.0,01uFUzxKZQSFaPOQ1A,0Q0Fp1L2RxipWJjCIH
0QL40LHV0Ixw0wO4YW,Synthetic quote line for Dynamic Foundry Data Platform Premier Meridian.,USD,2021-06-16T09:26:23Z,50.0,45052.05,0.0,2252602.5,01u5GtifNDPLBQJQCC,0Q018KVHJ1WsQK2SVC
0QLZV2RShZU07DGG9G,Synthetic quote line for Integrated Beacon Advisory Select Vector.,USD,2025-02-07T22:15:48Z,10.0,42802.37,0.0,428023.7,01ukRCiZaAEu20RYNG,0Q0IIpXl660p1ABCN8
0QL2Wo1B4LpFGbfWPQ,Synthetic quote line for Modular Pioneer Data Platform Vertex Cascade.,USD,2022-10-18T10:43:48Z,50.0,31469.39,0.0,1573469.5,01ugqQiCAgGMwuDIJC,0Q07xHJqjuQHYEyS09
0QLFSXxJgU7S7DfWI4,Synthetic quote line for Precision Harbor Training Essential Nova.,USD,2024-01-28T19:04:40Z,50.0,10962.35,5.0,520711.62,01uRfvkN0HymA5HQXH,0Q0NzNAgOrV51Bk0NW
0QLh5hlkZsnyaihW4U,Synthetic quote line for Rapid Compass Cloud Service Premier Zenith.,USD,2023-10-18T08:11:06Z,2.0,47953.1,5.0,91110.89,01uM1GWov1Ae00HA3J,0Q08FrlxYuPeyu2CCY
0QL6ZgCMTHjmcWdWVB,Synthetic quote line for Unified Summit Training Select Cobalt.,USD,2023-12-29T00:02:34Z,25.0,22309.48,0.0,557737.0,01uQXPpS3qDSOckYL8,0Q0juWqVclxSVArCRT
0QLRfH9yb2CD3ZhW62,Synthetic quote line for Adaptive Lattice Support Core Pulse.,USD,2025-04-29T09:49:06Z,10.0,48034.24,5.0,456325.28,01u4GnyBkjhiE9TAMV,0Q0UTszVo3FVphFC65
0QL1W25OZYAcxzN4VY,Synthetic quote line for Dynamic Ember Data Platform Enterprise Atlas.,USD,2025-09-05T04:37:59Z,5.0,50557.94,0.0,252789.7,01uM996AjCjDpxAQ0G,0Q0dLMlymny0Yb6SAO
0QLHShrDRMvZXyAGL2,Synthetic quote line for Elastic Vertex Data Platform Professional Horizon.,USD,2021-05-20T04:06:06Z,25.0,50078.27,0.0,1251956.75,01ulAUjRtN0XkWuANU,0Q05EBerIIZidqZKFM
0QLrR6EwDsgQepFO75,Synthetic quote line for Modular Orbit Cloud Service Standard Pulse.,USD,2025-11-16T12:23:16Z,25.0,20564.75,15.0,437000.94,01uArZ6TaDNtlP6YWR,0Q0NzNAgOrV51Bk0NW
0QLhEcbrAWmXj2fO5L,Synthetic quote line for Precision Foundry Advisory Core Aurora.,USD,2024-08-17T09:45:39Z,25.0,50894.95,10.0,1145136.38,01uocAw17jHIHntY65,0Q0jpDVL5jnOFKRC44
0QLb0lYwx3nDwpQGU8,Synthetic quote line for Rapid Beacon Support Enterprise Ion.,USD,2021-02-19T03:40:42Z,25.0,7901.82,0.0,197545.5,01uGm9aqZuKAd5vQXA,0Q0HroLYtT91osqSP4
0QLjoAyJoGzPW6yOLH,Synthetic quote line for Unified Pioneer Training Professional Solstice.,USD,2024-05-07T09:06:46Z,25.0,631.45,0.0,15786.25,01uuc5fKtP4ShVVAPK,0Q0hATM9BhDPJMICVA
0QL6ShAhSc9m9hgG73,Synthetic quote line for Adaptive Harbor Data Platform Ultimate Aurora.,USD,2022-12-20T18:31:12Z,2.0,25248.03,5.0,47971.26,01u0LigxavQESk3IMW,0Q0zqsc7p5ScokKSLP
0QL44AEE3WtwmRVGW3,Synthetic quote line for Dynamic Compass Support Edge Meridian.,USD,2021-05-03T16:30:19Z,5.0,2471.97,15.0,10505.87,01uKbd2MFF1p4b2Y0X,0Q0dMFPH39Habr6KQ9
0QLH8I85UIWycrVGUT,Synthetic quote line for Elastic Summit Hardware Foundation Vector.,USD,2022-12-03T10:47:05Z,2.0,20193.08,15.0,34328.24,01uqINp8CtmB0C1QFE,0Q0x8py2WwWuEBe0GD
0QLxhkoo3L1Xb1BWGU,Synthetic quote line for Modular Lattice Data Platform Scale Cascade.,USD,2021-05-09T01:16:42Z,25.0,52263.41,10.0,1175926.73,01uBC3Af2aJPeifQON,0Q0C98ucUZzNUacS6N
0QLbpfLrzQeopuuO8Q,Synthetic quote line for Precision Ember Data Platform Ultimate Meridian.,USD,2021-04-17T22:29:49Z,10.0,54537.23,20.0,436297.84,01uchoxiqj7a2N5YGA,0Q0WZJmTzhPXz8nSFX
0QLJVXLLu1mPV4aGHK,Synthetic quote line for Quantum Vertex Cloud Service Edge Zenith.,USD,2021-09-08T08:43:37Z,50.0,50551.19,5.0,2401181.52,01uRfvkN0HymA5HQXH,0Q0Q8Ss903dKm3bK64
0QLsussWmG06QLXWV1,Synthetic quote line for Unified Orbit Advisory Foundation Cobalt.,USD,2023-11-04T09:29:57Z,25.0,11823.34,10.0,266025.15,01ucauN3ZCRzObtAUR,0Q0AW9AD16vdxSGCFO
0QLMATXgO3tghFFGLZ,Synthetic quote line for Adaptive Foundry Support Select Nova.,USD,2022-07-28T19:45:26Z,50.0,42982.84,15.0,1826770.7,01ugtNsaJdzD5xkYCW,0Q0bA1hoqefUUQV0KS
0QLewcYrwB1xc1n4V5,Synthetic quote line for Dynamic Beacon Cloud Service Vertex Zenith.,USD,2021-05-14T05:23:07Z,50.0,44427.95,10.0,1999257.75,01uZeDDEOhjxXGiIJ1,0Q0PcqytlKC0zGpCAB
0QLmUdBLjsqJyWTO1V,Synthetic quote line for Elastic Pioneer Hardware Essential Horizon.,USD,2022-12-14T00:39:18Z,25.0,9503.47,10.0,213828.07,01uSoqNuS1WuhQCQ4I,0Q0c1JZ9QKMMYsAKPN
0QLwwjIrwNX1yKQOEX,Synthetic quote line for Modular Harbor Support Premier Pulse.,USD,2021-08-30T01:25:15Z,1.0,62099.36,20.0,49679.49,01uAMgh5dwURjaMQRK,0Q04LjSZO9faFVFSAQ
0QLDwzcIzjhydQcONH,Synthetic quote line for Precision Compass Hardware Select Atlas.,USD,2023-01-20T04:07:54Z,2.0,60177.45,5.0,114337.15,01uu63szSOLf3PQQ6M,0Q03iGXyIzx1tgSSSQ
0QLGc6gYWINp3rmOKH,Synthetic quote line for Quantum Summit Support Vertex Horizon.,USD,2022-06-28T05:37:08Z,2.0,34971.65,20.0,55954.64,01u5n61zNTp1SMmQMW,0Q0KbtOcT8xr1SbS43
0QLoK7CII0bFxKWO1A,Synthetic quote line for Unified Lattice Cloud Service Essential Solstice.,USD,2024-02-05T03:02:26Z,25.0,15863.79,5.0,376765.01,01uPNiaL1uUi0GGYQH,0Q00aYdgWEQHsHE0IT
0QLpP2K4rMCYdRkO2G,Synthetic quote line for Adaptive Ember Data Platform Professional Aurora.,USD,2026-03-07T16:49:39Z,5.0,45170.41,5.0,214559.45,01uFt9b3ADxIGMFA8E,0Q06d5Zmh7HL9vZCVL
0QLyOqSJiOTIq264JZ,Synthetic quote line for Connected Vertex Training Standard Ion.,USD,2021-05-28T08:20:25Z,1.0,16786.38,0.0,16786.38,01u5h0NfrvehTSoIIR,0Q0OGxXiYRT4LZkCVU
0QLGy4ankdpDzWMO26,Synthetic quote line for Elastic Orbit Support Core Vector.,USD,2025-05-05T11:51:14Z,50.0,59839.84,15.0,2543193.2,01u8xZQQ01lrCVlYQL,0Q0LzzoMTZ7il160VL
0QLeffRips720QfWT7,Synthetic quote line for Modular Foundry Cloud Service Enterprise Cascade.,USD,2024-10-06T15:49:09Z,2.0,1326.57,5.0,2520.48,01uOyGLwPVbjwgxI0L,0Q0UYz9RwtjnssG0IJ
0QLrHZFVuxIFU3P44L,Synthetic quote line for Precision Beacon Support Professional Meridian.,USD,2024-03-22T00:28:00Z,1.0,13289.98,15.0,11296.48,01uiOuapJc0w5rMI3Q,0Q0lfflyr9bwOeAS26
0QLyIDNSutg5WwoGVZ,Synthetic quote line for Quantum Pioneer Support Standard Vector.,USD,2025-02-02T18:07:40Z,10.0,309.03,20.0,2472.24,01uTsGST0Vu9nmEQER,0Q0uY0pjoIEZJiX0L8
0QLcgrS6soaujFaWSC,Synthetic quote line for Unified Harbor Data Platform Core Cobalt.,USD,2026-02-01T08:30:57Z,5.0,64865.73,5.0,308112.22,01uoPNLXLbZVKlOIY9,0Q0xJcIYEjbKp2US6K
0QLDqQTYq6YazHvO0Y,Synthetic quote line for Adaptive Compass Advisory Foundation Nova.,USD,2023-07-28T03:35:49Z,1.0,59827.46,5.0,56836.09,01uXv4K6jjQLtG3AOR,0Q0zm38qWpOO9Dg0G9
0QL5MwWGv9PCeVEOIA,Synthetic quote line for Connected Summit Hardware Scale Zenith.,USD,2022-03-29T06:05:14Z,1.0,48658.58,0.0,48658.58,01uHm9hkqn3nP7NIX9,0Q0oP1PgDKrS6K8SN9
0QLyQ7IBcMDlI9CW3M,Synthetic quote line for Elastic Lattice Cloud Service Ultimate Cobalt.,USD,2026-04-21T02:49:04Z,2.0,8467.53,0.0,16935.06,01uLSRYc2aueFNnYD1,0Q0TjA6BxVt78KYCIL
0QLN9naRguTjgqoO82,Synthetic quote line for Modular Ember Support Edge Pulse.,USD,2022-05-12T11:48:54Z,5.0,70678.92,0.0,353394.6,01utx3xzWqOvLSGAHV,0Q0cuYqMcwsESVJSCJ
0QLLTbD0ZzZsmLTWG3,Synthetic quote line for Open Vertex Support Foundation Atlas.,USD,2025-12-24T20:03:00Z,50.0,61052.51,0.0,3052625.5,01uDD0S1dJdEdBpAZS,0Q0zmiO2KgWWro1CMT
0QLroqJ35769qxb418,Synthetic quote line for Quantum Orbit Data Platform Scale Horizon.,USD,2022-11-13T08:01:39Z,2.0,71509.85,0.0,143019.7,01utx3xzWqOvLSGAHV,0Q001jlYpE5EUJe0UE
0QL8ZT7FYOruBhBGJS,Synthetic quote line for Unified Foundry Advisory Ultimate Pulse.,USD,2021-06-15T06:39:50Z,25.0,51899.48,0.0,1297487.0,01uUuCDlyVaOtj6A5E,0Q03I2URNaQKyERKZ0
0QLfnkSRcANmxY6OFA,Synthetic quote line for Adaptive Beacon Training Essential Aurora.,USD,2021-02-07T06:50:52Z,25.0,14614.43,20.0,292288.6,01ui8Bge7HlL1BoAM0,0Q0LPPWgwFNhwgrC3M
0QLYJI7WqXv8rSy49E,Synthetic quote line for Connected Pioneer Cloud Service Premier Ion.,USD,2021-03-16T07:09:21Z,10.0,12313.71,0.0,123137.1,01uArZ6TaDNtlP6YWR,0Q0KO6ns79eTJBKCUZ
0QLLeDYFfPwkOOhOHV,Synthetic quote line for Elastic Harbor Advisory Select Solstice.,USD,2024-12-17T05:39:50Z,25.0,43473.27,20.0,869465.4,01u8mL9qFdT1EHNIM9,0Q0zw8FJP2ps1utCWE
0QLnf5r2VzVFytZ42A,Synthetic quote line for Modular Compass Advisory Vertex Aurora.,USD,2024-09-10T00:01:13Z,1.0,5830.59,20.0,4664.47,01ubVTXfBaCb01jAQV,0Q0KFreNkdPjOd2CEC
0QLcziwKAs1y5J4OUN,Synthetic quote line for Open Summit Training Essential Meridian.,USD,2025-02-19T13:35:46Z,50.0,22619.21,15.0,961316.42,01u2rujAAFZGq71AIQ,0Q0uIOmt219w2I1KA4
0QLruC9SCKxKyjX44P,Synthetic quote line for Quantum Lattice Support Premier Vector.,USD,2021-08-26T08:20:57Z,1.0,23045.41,0.0,23045.41,01ua3TAVCFZjGSRAIX,0Q0yWU5Wm53hjcJCBR
0QLapiBiXRybYLgORY,Synthetic quote line for Unified Ember Support Select Cascade.,USD,2024-04-06T21:49:57Z,5.0,33613.02,10.0,151258.59,01uG1oGHfFaPv7cAYC,0Q09p5PXcAtMNa30VI
0QL8TcBclwAtPflGSR,Synthetic quote line for Virtual Vertex Hardware Vertex Meridian.,USD,2021-02-09T12:42:53Z,25.0,4996.84,20.0,99936.8,01u5n61zNTp1SMmQMW,0Q0z0Exk2LWoq1uKYZ
0QL6uAqtWShJyQh4M7,Synthetic quote line for Connected Orbit Data Platform Enterprise Zenith.,USD,2022-08-27T02:55:18Z,10.0,21742.21,0.0,217422.1,01ufpSNxKRDyqRXQ14,0Q0TAijfr0Pe18ZCWN
0QLqvP14CrFYTVDGLV,Synthetic quote line for Elastic Foundry Data Platform Professional Cobalt.,USD,2026-04-19T18:08:54Z,25.0,55107.4,0.0,1377685.0,01uwrxBxGfjEpqeIX1,0Q0VaavVLaZAmfnKME
0QLllGupeawFhiSOL9,Synthetic quote line for Modular Beacon Training Standard Nova.,USD,2024-10-17T10:25:49Z,5.0,17523.64,0.0,87618.2,01ugMp6vnqPK29EAUZ,0Q0fGnHVuRwxOIU0NW
0QL7ECaLNcH0FeiOY7,Synthetic quote line for Open Pioneer Support Core Atlas.,USD,2021-03-27T07:00:16Z,50.0,15052.87,0.0,752643.5,01u0ElwG1CqM4RlQXP,0Q0knT7Rn8p9m2HCS0
0QLjXRq7FhGsumw4WB,Synthetic quote line for Quantum Harbor Hardware Enterprise Horizon.,USD,2025-03-18T11:22:11Z,1.0,27774.51,10.0,24997.06,01u4D6LQD1fDHRvQMG,0Q0uHTB3zqgpml1KUW
0QLGaIc5opcaiw24X0,Synthetic quote line for Unified Compass Training Professional Pulse.,USD,2023-08-20T20:22:56Z,10.0,33364.83,20.0,266918.64,01uKR3EllytN4EsQIZ,0Q0vI8f27dGbelg05M
0QLm6UrtnZLoXdW4WJ,Synthetic quote line for Virtual Summit Advisory Standard Atlas.,USD,2025-05-28T00:10:59Z,5.0,55757.6,15.0,236969.8,01u1sr1soSTDcCMQ43,0Q0kmhZDcGJKNzq0VG
0QLZWaRaSQpWljSORT,Synthetic quote line for Connected Lattice Training Edge Ion.,USD,2023-03-09T14:22:47Z,1.0,71061.99,15.0,60402.69,01uvM9JQrsP7yGYQ83,0Q0EMH4DhqmDyxbKNQ
0QLgZu2KVGjRRTHOLH,Synthetic quote line for Elastic Ember Hardware Foundation Solstice.,USD,2024-08-31T03:20:38Z,1.0,26491.47,20.0,21193.18,01u9usVZAaaGnwRYOD,0Q0wrDVORFFwbN7KRN
0QLgcdVXjW4MdiQ4WC,Synthetic quote line for Integrated Vertex Data Platform Scale Aurora.,USD,2024-05-14T06:33:41Z,25.0,28786.96,0.0,719674.0,01u2uWEH3Jb5lDlIVZ,0Q0bf8034IqTyb9CAZ
0QLPl9QwcHZcJQzOUM,Synthetic quote line for Open Orbit Training Ultimate Ion.,USD,2026-05-14T14:16:50Z,25.0,46865.29,0.0,1171632.25,01uV1w6txw3ypc8QJ7,0Q0inNaR5CLgOJCK1Z
0QLYpPq6qHgWZ8ZO29,Synthetic quote line for Quantum Foundry Hardware Edge Vector.,USD,2025-09-01T21:55:00Z,2.0,30378.25,5.0,57718.67,01uGrmz54IceEqlY8F,0Q0oiFXSupRotIy0NC
0QLdzuVqkZL8u1XW6W,Synthetic quote line for Unified Beacon Hardware Foundation Cascade.,USD,2023-02-01T12:36:39Z,2.0,29078.17,15.0,49432.89,01uOceKBCLhfBYFQ99,0Q0zw8FJP2ps1utCWE
0QLENFHWgd4qn6N4BU,Synthetic quote line for Virtual Pioneer Hardware Scale Meridian.,USD,2024-02-09T11:14:26Z,2.0,6549.01,5.0,12443.12,01usZhoMVh5QFp5A8S,0Q0dE81zWNDiYjcS9Q
0QLFq8OwtqqTlfJW3Y,Synthetic quote line for Connected Harbor Data Platform Vertex Vector.,USD,2024-10-28T04:50:26Z,1.0,61218.39,5.0,58157.47,01uhY4N1qLtpcUtI0I,0Q0tDT0bMdIPUCHCHR
0QLwKb1lQfVkmKr40A,Synthetic quote line for Elastic Compass Advisory Essential Cobalt.,USD,2022-08-26T15:01:54Z,2.0,38209.65,0.0,76419.3,01uPZWdNvBe5hqLIIQ,0Q0S7BoiJANzRvtKZ3
0QLv4QgXUC61FysOU3,Synthetic quote line for Integrated Summit Advisory Premier Nova.,USD,2024-02-19T04:16:35Z,10.0,60443.15,5.0,574209.92,01ucktmDnpi6SA2IM7,0Q0WC3BsOdZygtf0ZG
0QLPw1sjSoejXIxGLF,Synthetic quote line for Open Lattice Training Select Zenith.,USD,2025-01-31T17:21:14Z,25.0,11996.6,0.0,299915.0,01uWiKh2xAB4kqIYBW,0Q07Fc4xufJcwnWST7
0QLniN3X2US1eQVGVX,Synthetic quote line for Quantum Ember Advisory Vertex Cobalt.,USD,2024-02-13T10:12:30Z,10.0,17217.33,15.0,146347.31,01u7oYKYE0XFYo9Y9Q,0Q0EMH4DhqmDyxbKNQ
0QLSgmTPY2WF5qaO1J,Synthetic quote line for Rapid Vertex Advisory Essential Pulse.,USD,2021-03-15T18:42:12Z,5.0,74823.33,0.0,374116.65,01uUJWUbolIxMN4AVT,0Q0JSUfQ5AkkbmjSK3
0QLODSysQwgeKg4OYF,Synthetic quote line for Virtual Orbit Hardware Premier Atlas.,USD,2023-03-01T11:23:03Z,5.0,58824.36,15.0,250003.53,01uSuv7um4Jc91gAI2,0Q0uBweF6czST5lC01
0QLIWZdT7X0KdA7WTC,Synthetic quote line for Connected Foundry Training Standard Horizon.,USD,2023-01-19T09:17:03Z,10.0,46962.24,0.0,469622.4,01ubQogH4f43vxaA17,0Q04mfyPZqm64McSJB
0QLy2acP92vE1WUWZ2,Synthetic quote line for Elastic Beacon Advisory Core Solstice.,USD,2024-03-06T11:39:24Z,50.0,43905.15,0.0,2195257.5,01utoYcksst2kIpYQM,0Q07q4HmrzMO0JHSHK
0QLX90jalv8nU0u44C,Synthetic quote line for Integrated Pioneer Data Platform Enterprise Aurora.,USD,2025-07-16T23:46:39Z,25.0,4777.78,15.0,101527.82,01uc6yIZPk12VrWI70,0Q0LbFQ5kPijhFlCPU
0QLTFCp0uT409XjWVH,Synthetic quote line for Open Harbor Cloud Service Professional Ion.,USD,2025-09-25T11:52:50Z,1.0,39748.06,0.0,39748.06,01uocAw17jHIHntY65,0Q0ugJD9EqVFb1QS3U
0QL1OgjuYaNovVi4UE,Synthetic quote line for Quantum Compass Advisory Standard Solstice.,USD,2023-10-30T21:20:45Z,2.0,3857.65,10.0,6943.77,01ujwTES8hRA7BmARX,0Q01wbPaHeKmWVyKLX
0QLZtjAzd4MAEZN4GO,Synthetic quote line for Rapid Summit Cloud Service Core Cascade.,USD,2024-01-07T07:24:19Z,10.0,9799.67,20.0,78397.36,01uIhNDsbACKJwOQAK,0Q0LmIcqJQVEOumSEE
0QL81qH8MjvlCTMOUC,Synthetic quote line for Virtual Lattice Hardware Enterprise Meridian.,USD,2024-12-14T06:04:28Z,2.0,43115.06,15.0,73295.6,01uG3ZGIn6X7JIYICW,0Q05cqnVjWasYbU042
0QLxTPSU7xCjh8r411,Synthetic quote line for Connected Ember Support Scale Vector.,USD,2024-05-05T18:44:56Z,10.0,49350.81,15.0,419481.88,01uKf9JD3b3I31TYQ4,0Q0OOnGs9zyiwFn0BU
0QLlEHp3JwC4jFOGEB,Synthetic quote line for Dynamic Vertex Advisory Ultimate Cascade.,USD,2026-04-01T09:07:13Z,10.0,21570.23,15.0,183346.95,01uGVgElwvBIbvwAMH,0Q02xIN8hMbQugIK7L
0QLQrW0hiHcjN3y4FE,Synthetic quote line for Integrated Orbit Cloud Service Edge Nova.,USD,2021-01-21T10:44:41Z,5.0,32311.17,10.0,145400.26,01uMKVRBOsHCfA1Y65,0Q0m475AnDZbF6Q03M
0QLnLayRAGtE3Ij4U1,Synthetic quote line for Open Foundry Support Foundation Zenith.,USD,2023-12-18T22:21:08Z,10.0,55885.39,20.0,447083.12,01u6i9Nw76KxTuIYF4,0Q0aMaqaRcjXRlsS1Z
0QLmNMSw3rJg9JuGG7,Synthetic quote line for Quantum Beacon Data Platform Scale Cobalt.,USD,2024-07-21T08:02:43Z,50.0,28667.44,0.0,1433372.0,01uGQQh5RW001gyILZ,0Q0VtzH6N0beEhy0TA
0QLzF2EU2SXJhPz46R,Synthetic quote line for Rapid Pioneer Cloud Service Ultimate Nova.,USD,2025-03-03T07:23:51Z,5.0,56312.01,20.0,225248.04,01uoH2O7EWf3GABIQ7,0Q0TtURFDjdmM2dK3B
0QLb3UQyIbzq8QNGU9,Synthetic quote line for Virtual Harbor Advisory Edge Atlas.,USD,2022-10-08T19:13:55Z,1.0,368.16,0.0,368.16,01umqAw1yoGjRKZYO5,0Q0NzNAgOrV51Bk0NW
0QLW3V7wzTNeEt0G9S,Synthetic quote line for Connected Compass Support Premier Horizon.,USD,2025-02-27T15:43:03Z,10.0,61842.57,5.0,587504.41,01uqhMa2zt9ioK1IJ8,0Q0vI8f27dGbelg05M
0QLL9gdJg7mjLjoWFW,Synthetic quote line for Dynamic Summit Cloud Service Select Pulse.,USD,2025-09-29T15:09:26Z,2.0,18933.58,15.0,32187.09,01u4GnyBkjhiE9TAMV,0Q0NRqy38HV4NCaCKY
0QLHOedwkNsOEe6OXA,Synthetic quote line for Integrated Lattice Training Vertex Atlas.,USD,2025-06-04T13:29:55Z,25.0,23274.15,10.0,523668.38,01u5PaTy6Vk6uLCQ0J,0Q03XRa4yt2sXjY01H
0QLxj8A9PCUVJAH4WY,Synthetic quote line for Open Ember Support Essential Ion.,USD,2021-02-07T15:07:28Z,10.0,19421.08,0.0,194210.8,01ueuC03ppiyMNNAY1,0Q00PaHAP9INWjZ0UK
0QLlBfeeT3m4OXXGXI,Synthetic quote line for Precision Vertex Cloud Service Premier Solstice.,USD,2021-08-15T20:55:35Z,5.0,44805.12,0.0,224025.6,01uWstmQaRboDKWIU3,6R9qouX56ivZ9e4OXQ
0QLlScS7Lg6Jg98OV6,Synthetic quote line for Rapid Orbit Hardware Select Aurora.,USD,2023-12-05T22:45:29Z,1.0,46892.51,20.0,37514.01,01uAMyCLLNMmR5bA3S,0Q0FuKMsrLOULTwSNJ
0QLyGpstnibiCIaG3F,Synthetic quote line for Virtual Foundry Cloud Service Vertex Ion.,USD,2023-01-16T21:26:17Z,5.0,378.6,10.0,1703.7,01uxGUu3X0m16ejI17,0Q0ZJcFcM9hiTAmS66
0QLwlBMGQOv3JK6WGU,Synthetic quote line for Connected Beacon Hardware Enterprise Vector.,USD,2022-05-10T18:51:25Z,2.0,12193.44,20.0,19509.5,01ualDWbU2nsHAyI4N,0Q0ayQ1wfFGXKWO0WA
0QLqhDOUKouqNpN4VL,Synthetic quote line for Dynamic Pioneer Training Professional Cascade.,USD,2022-10-19T18:42:25Z,1.0,14095.16,0.0,14095.16,01uGRqSyJsjiNj7YGL,0Q0DNU1YicpRO4ZKQ3
0QL8fwfXzaZZirxG08,Synthetic quote line for Integrated Harbor Support Standard Meridian.,USD,2022-01-09T22:05:05Z,5.0,44742.08,10.0,201339.36,01uE6z8KW68KSVPQCU,0Q0yXGCgWM0R2sDSJY
0QL2htaE9MBCeUm4QH,Synthetic quote line for Open Compass Advisory Core Zenith.,USD,2023-10-05T07:32:45Z,2.0,37576.08,0.0,75152.16,01ugJ9Is01cBYy5ASF,0Q07Fc4xufJcwnWST7
0QLrqu99RrxuUz6OHW,Synthetic quote line for Precision Summit Hardware Enterprise Cobalt.,USD,2022-08-04T05:01:39Z,25.0,11041.27,15.0,234626.99,01uilnVKVTyQFssII1,0Q0Y9plwmyECgSKS3R
0QLpfLr7MLGPXm44MA,Synthetic quote line for Rapid Lattice Data Platform Professional Nova.,USD,2024-04-25T15:05:04Z,1.0,2656.33,0.0,2656.33,01u4dHsHv8wA4sGY7I,0Q031dJ3OXhuxUoSAT
0QLReHav6VHk9JBGMC,Synthetic quote line for Virtual Ember Support Standard Zenith.,USD,2021-04-30T03:55:59Z,25.0,24661.16,5.0,585702.55,01umtlnnNLY7p5OI4U,0Q07kXKTvSTQrJ90XF
0QL7mZVKhIt7Vme4HR,Synthetic quote line for Adaptive Vertex Advisory Edge Horizon.,USD,2022-01-08T06:27:11Z,10.0,42306.74,0.0,423067.4,01uw91RYAhA1FFjAKB,0Q0V5mw76vnyd01SC3
0QLkcovvmgBPGkuO3P,Synthetic quote line for Dynamic Orbit Data Platform Foundation Pulse.,USD,2022-03-06T15:43:56Z,2.0,8395.26,10.0,15111.47,01uXemgmbGBj031YMF,0Q0VaavVLaZAmfnKME
0QL7kerH79cAM5gWYH,Synthetic quote line for Integrated Foundry Hardware Scale Atlas.,USD,2022-05-15T23:58:49Z,5.0,48802.77,10.0,219612.46,01uDWoma98FCSDQIW6,0Q01FeHUnCNvjzg06F
0QLx6r9ghubLwPc4J1,Synthetic quote line for Open Beacon Cloud Service Ultimate Horizon.,USD,2021-03-20T23:47:32Z,5.0,61622.24,15.0,261894.52,01uMA8zSZGWyKdiAKM,0Q0XiC1pEczfBNzKCI
