Id,Name,AssetNumber,SerialNumber,Status,PurchaseDate,InstallDate,UsageEndDate,Description,CreatedDate,Quantity,Price,AccountId,ContactId,ParentId,Product2Id
02ia849yCa34TtVIMY,Rapid Ember Support Professional Cobalt Deployment,AST-0000205-791,SN-410762873,Registered,2024-01-14,2024-02-10,2026-02-09,Synthetic entitlement for Rapid Ember Support Professional Cobalt.,2023-11-19T21:55:54Z,2.0,136604.74,0016aFsydu36rL2Y22,003gRqBMJvTLJeEYHS,,01tFpX2FRUqcRnqIM9
02iRGgYANsKixDLAUF,Unified Vertex Support Standard Nova Deployment,AST-0000206-971,SN-208643722,Registered,2021-09-17,2021-10-16,2024-10-15,Synthetic entitlement for Unified Vertex Support Standard Nova.,2021-07-31T10:42:07Z,10.0,48402.82,0010jBSxx9cNJfJI6H,003UUFIyuunUarnQRI,,01thwlljDEzVPFeIOR
02io6XWrgxWyplpAUV,Adaptive Orbit Data Platform Edge Atlas Deployment,AST-0000207-618,SN-523265342,Purchased,2024-02-23,2024-02-25,2025-02-24,Synthetic entitlement for Adaptive Orbit Data Platform Edge Atlas.,2023-12-30T17:06:09Z,25.0,130663.37,001vnn1W5RPN0LPYO8,003zu9kFOrpbJ8UYJH,,01tSN9ryyEsSczxIUK
02i80jLgI2Xei8EYV8,Dynamic Foundry Advisory Foundation Horizon Deployment,AST-0000208-566,SN-120682732,Installed,2024-12-21,2025-01-18,2026-01-18,Synthetic entitlement for Dynamic Foundry Advisory Foundation Horizon.,2024-12-01T22:54:32Z,5.0,31151.58,001eRJ4GILnQbQxQA2,003SQ0EEK5XeHXIYY7,,01tKjpEkxySpvI7IVL
02iIngCmPEzFxc0Y9T,Integrated Beacon Training Scale Pulse Deployment,AST-0000209-436,SN-287578533,Installed,2021-06-28,2021-07-11,2022-07-11,Synthetic entitlement for Integrated Beacon Training Scale Pulse.,2021-05-28T01:16:37Z,25.0,36949.68,001zBr7D0amNm8PY72,00343bIdpjNXmX0IFJ,,
02il5pAP1jX45kBY13,Modular Pioneer Hardware Ultimate Atlas Deployment,AST-0000210-220,SN-129374571,Purchased,2025-09-09,2025-09-23,2028-09-22,Synthetic entitlement for Modular Pioneer Hardware Ultimate Atlas.,2025-07-13T10:41:37Z,2.0,14660.4,001dbHSEev61SnuI4N,003CUxBouGmIlmgI8K,,01tZQBSs1fvhCTNICA
02iZUjj7eWcx46mA6H,Precision Harbor Data Platform Edge Ion Deployment,AST-0000211-236,SN-474242874,Shipped,2026-05-19,2026-06-15,2028-06-14,Synthetic entitlement for Precision Harbor Data Platform Edge Ion.,2026-05-19T13:14:54Z,5.0,115385.86,001Onbk5O4QRQcvA7I,003qOJR4n4AfhN6QNV,,01tLFl0Q88j3GaOATF
02iHIcrvQjasxeeIW0,Rapid Compass Support Foundation Solstice Deployment,AST-0000212-260,SN-301700941,Shipped,2024-08-29,2024-09-24,2027-09-24,Synthetic entitlement for Rapid Compass Support Foundation Solstice.,2024-08-10T10:33:22Z,10.0,49333.87,0017zKMESrLRf4iY3C,0039itNubm3uQOqYHJ,02iHmR0oEJR9CkEY31,01tKASeQMf6eJe3A8K
02iWQ1Dw1ZZTl1dQ6I,Unified Summit Advisory Scale Aurora Deployment,AST-0000213-707,SN-745691580,Installed,2024-08-20,2024-09-18,2027-09-18,Synthetic entitlement for Unified Summit Advisory Scale Aurora.,2024-07-01T02:39:42Z,50.0,133381.64,001EM3ljRRvtOqaQZO,003KN79fSFd3oQ6IVK,,01tVDQv03vu3kAWAII
02iQ86lTo6udkz7AI7,Adaptive Lattice Hardware Vertex Ion Deployment,AST-0000214-722,SN-489560152,Shipped,2024-05-26,2024-05-27,2027-05-27,Synthetic entitlement for Adaptive Lattice Hardware Vertex Ion.,2024-05-17T11:26:36Z,5.0,77858.05,001Ivgehi2RhpxmIXK,00334AohxHZpdepQZO,,01tbDa8NhBMz25CILB
02ibWMV8MxzWmDaY8Y,Dynamic Ember Training Essential Vector Deployment,AST-0000215-157,SN-758539600,Registered,2025-10-01,2025-10-31,2028-10-30,Synthetic entitlement for Dynamic Ember Training Essential Vector.,2025-09-25T03:52:07Z,50.0,86934.02,001aJFstC9yWgafQNG,003nb25tDIA7HSQIK8,,01tURhthsLx6JyoQOA
02iBKaQ1g9w9wpGY15,Elastic Vertex Cloud Service Premier Cascade Deployment,AST-0000216-708,SN-352387923,Registered,2021-07-08,2021-07-08,2022-07-08,Synthetic entitlement for Elastic Vertex Cloud Service Premier Cascade.,2021-06-08T08:00:15Z,50.0,21144.03,001ax6fYCGAkn42YO7,00300F7hDG51WfwQJX,02ih84vGd5eAmO2ID5,
02i01nsGggP9PgzQRH,Modular Orbit Support Select Meridian Deployment,AST-0000217-726,SN-723978954,Installed,2022-05-03,2022-05-19,2023-05-19,Synthetic entitlement for Modular Orbit Support Select Meridian.,2022-03-24T13:59:39Z,1.0,90563.94,001Ts4G5LvwmAxUY42,0038kykNNnHKw2jIAK,,01t5RWDmHRgJiIMYJP
02iUv5HTYepIaYnAGF,Precision Foundry Cloud Service Vertex Vector Deployment,AST-0000218-689,SN-851843405,Shipped,2022-11-24,2022-12-05,2024-12-04,Synthetic entitlement for Precision Foundry Cloud Service Vertex Vector.,2022-09-25T12:13:46Z,2.0,61726.17,001rvlO3y0uELfOAW4,003uql3pJq5GjswANL,,01t83HgB02KFAPlQZ2
02io0Z6FGkvkf0JIMZ,Rapid Beacon Advisory Essential Cobalt Deployment,AST-0000219-651,SN-605549033,Purchased,2025-01-21,2025-01-31,2027-01-31,Synthetic entitlement for Rapid Beacon Advisory Essential Cobalt.,2025-01-20T10:16:21Z,2.0,10103.26,001j7iSsvqojgmCYMF,003UxhcN5TscpacAKO,,01t7U5ipBfHp1PQIKM
02iAtVAnynLexwLYFW,Unified Pioneer Hardware Premier Nova Deployment,AST-0000220-120,SN-748880366,Installed,2026-05-13,2026-06-01,2028-05-31,Synthetic entitlement for Unified Pioneer Hardware Premier Nova.,2026-04-18T01:25:18Z,5.0,41895.71,,003EITgQp4xDjA6IV9,,01t4at7lw4j5FweYL1
02itSMRJ5maOLpWI5T,Adaptive Harbor Data Platform Standard Zenith Deployment,AST-0000221-766,SN-567407789,Shipped,2025-01-26,2025-02-03,2026-02-03,Synthetic entitlement for Adaptive Harbor Data Platform Standard Zenith.,2025-01-14T17:33:16Z,50.0,65981.07,001qh75A7jHuE1EI0O,003QeNMjcAOpLehYGJ,,01tE5PQcgk49jQkYPK
02iQzOUgl8BhCoDQRP,Dynamic Compass Support Core Horizon Deployment,AST-0000222-442,SN-708419651,Installed,2023-02-12,2023-02-14,2024-02-14,Synthetic entitlement for Dynamic Compass Support Core Horizon.,2022-12-25T11:03:11Z,5.0,4862.07,001b6L8DlV1y2PzQXZ,,,01thBQZLD1IHHQYICZ
02iVaNSwSIsK6HsQIN,Elastic Summit Support Enterprise Pulse Deployment,AST-0000223-912,SN-988318838,Shipped,2026-04-23,2026-05-04,2027-05-04,Synthetic entitlement for Elastic Summit Support Enterprise Pulse.,2026-04-17T03:52:52Z,1.0,89881.9,001KqKN8Jf0F9i9AKQ,003Fw5RxAPJU0ZdABZ,,01tv9oAk6JoaaNjQCS
02iEOaZksYDFUWFY4D,Modular Lattice Training Professional Atlas Deployment,AST-0000224-699,SN-577557026,Purchased,2025-06-17,2025-06-28,2027-06-28,Synthetic entitlement for Modular Lattice Training Professional Atlas.,2025-06-16T13:46:31Z,1.0,66914.72,,003BRwu2sKtgDFJIUG,,01t85nYRxCpN60QICS
02i66al71oI5LsTIH9,Precision Ember Support Standard Horizon Deployment,AST-0000225-826,SN-416389513,Registered,2022-10-12,2022-10-14,2023-10-14,Synthetic entitlement for Precision Ember Support Standard Horizon.,2022-09-28T15:02:25Z,25.0,132139.94,001vuI7W5NKUSqVAGG,0039mhj999GyrjIQQT,02iZVvpc43DFLs0QVB,01t264L3UVk4S01QTC
02iaY53RuhpOEGrI6V,Quantum Vertex Advisory Core Solstice Deployment,AST-0000226-894,SN-999186939,Installed,2025-04-15,2025-04-22,2028-04-21,Synthetic entitlement for Quantum Vertex Advisory Core Solstice.,2025-04-01T00:06:36Z,10.0,115007.51,001PygtS3FHgKj8Q8G,003arlaFzH4tmXDYDY,,01tx8wrqOMLNvV7YOZ
02iq4CnnVD8zUNZQM9,Unified Orbit Advisory Enterprise Aurora Deployment,AST-0000227-374,SN-267136817,Shipped,2025-11-03,2025-11-17,2028-11-16,Synthetic entitlement for Unified Orbit Advisory Enterprise Aurora.,2025-09-07T07:48:33Z,25.0,132456.6,001JTximtecXZZ0IK7,003KbhyQIJhcY5vI43,,01tvrfAHswk6XJ6AVT
02iQIVdy9FZGRuYI2A,Adaptive Foundry Data Platform Scale Ion Deployment,AST-0000228-499,SN-885482242,Shipped,2023-09-21,2023-10-16,2025-10-15,Synthetic entitlement for Adaptive Foundry Data Platform Scale Ion.,2023-08-23T10:49:32Z,2.0,10243.37,0012iTFLPNf13nhYPM,003NgOuqAjnhAZhAIW,,01tDBFsgsRefO2HYYS
02ibbsvIq06BOL0IRO,Dynamic Beacon Data Platform Ultimate Solstice Deployment,AST-0000229-893,SN-344496010,Shipped,2024-01-21,2024-02-15,2027-02-14,Synthetic entitlement for Dynamic Beacon Data Platform Ultimate Solstice.,2024-01-19T03:31:48Z,5.0,36371.99,001Ivgehi2RhpxmIXK,003GjEXrzwZuWa4Q80,,01t4at7lw4j5FweYL1
02iIAMqms38j7iYY5A,Elastic Pioneer Advisory Edge Cascade Deployment,AST-0000230-159,SN-776119510,Installed,2023-11-25,2023-12-19,2025-12-18,Synthetic entitlement for Elastic Pioneer Advisory Edge Cascade.,2023-11-14T08:17:04Z,5.0,22697.9,,003UxhcN5TscpacAKO,,01tfpNseevgyHG4I4H
02ih6Go7vQW5S9vAUQ,Modular Harbor Support Foundation Meridian Deployment,AST-0000231-827,SN-908462849,Shipped,2023-08-14,2023-09-03,2026-09-02,Synthetic entitlement for Modular Harbor Support Foundation Meridian.,2023-06-16T14:52:22Z,2.0,32733.72,001Y94eVbSCMZThYRA,0030wi3NB6tDt7SAY9,02icNJrjooDqU56QAD,01taG1hPSd1cWC7Y2A
02iaaTKPn1l4LdsI9Q,Precision Compass Advisory Scale Vector Deployment,AST-0000232-214,SN-409496764,Registered,2021-11-20,2021-12-19,2024-12-18,Synthetic entitlement for Precision Compass Advisory Scale Vector.,2021-10-06T13:48:47Z,25.0,137151.11,001RUYGIDukMN3HIZS,003S7osKdcBCR4WIF8,02ivFfZtfpAjCpCIM7,01tzXDuwSIeVNvXQKW
02itsMSiGtCFY00Y0N,Quantum Summit Hardware Ultimate Cascade Deployment,AST-0000233-302,SN-374705991,Purchased,2022-06-06,2022-06-25,2023-06-25,Synthetic entitlement for Quantum Summit Hardware Ultimate Cascade.,2022-05-19T11:30:11Z,1.0,116073.09,001MMbrZQQUkCyfI5Q,00330qTtmPvhQiFIAB,,01tSnOrHzEYjRlsIDJ
02ixWOAoVfRfEP6AU6,Unified Lattice Hardware Edge Nova Deployment,AST-0000234-443,SN-821549890,Registered,2025-09-10,2025-10-08,2028-10-07,Synthetic entitlement for Unified Lattice Hardware Edge Nova.,2025-08-16T23:28:37Z,2.0,11277.47,001gJF3ven13WeWAFA,003tvCM1fcuqQpjIHZ,02iqCUtZwbdaK2SYVB,01tkY3ak5ZCRBHjYRC
02icJKr6poCHo2eQKA,Adaptive Ember Advisory Premier Zenith Deployment,AST-0000235-620,SN-268419892,Shipped,2026-01-13,2026-01-20,2028-01-20,Synthetic entitlement for Adaptive Ember Advisory Premier Zenith.,2026-01-04T19:05:07Z,2.0,68463.26,001Z9FmqrbfBXeVI9A,003lcwQRxprZpYMA25,,01tfdIGGuNBWWCKI1L
02iFfRMlsLUO0lEA4D,Connected Vertex Cloud Service Select Cobalt Deployment,AST-0000236-254,SN-509690730,Registered,2024-05-12,2024-05-13,2025-05-13,Synthetic entitlement for Connected Vertex Cloud Service Select Cobalt.,2024-04-06T23:10:31Z,1.0,88983.47,0012Sv7fgBrqn2tAX8,003YdRU4gZrocWZQU5,,01tKASeQMf6eJe3A8K
02i6LrAHGG3bpR0AJZ,Elastic Orbit Cloud Service Vertex Nova Deployment,AST-0000237-602,SN-466827169,Shipped,2024-10-24,2024-11-12,2027-11-12,Synthetic entitlement for Elastic Orbit Cloud Service Vertex Nova.,2024-10-07T20:16:13Z,5.0,79778.27,001tvKQbYklnB9tY2P,003eWy6yqXeGgNqYTR,,01thBQZLD1IHHQYICZ
02idKurbfCTYSPgA06,Modular Foundry Data Platform Essential Atlas Deployment,AST-0000238-277,SN-949628701,Registered,2024-07-22,2024-08-01,2026-08-01,Synthetic entitlement for Modular Foundry Data Platform Essential Atlas.,2024-06-03T10:28:13Z,25.0,136548.12,001fPZTPr8lY6HWABF,,,01tCRyGDRzBg7uOANM
02iQNmc6WIQxCFWAZV,Precision Beacon Advisory Premier Horizon Deployment,AST-0000239-981,SN-226410473,Purchased,2022-11-08,2022-12-07,2023-12-07,Synthetic entitlement for Precision Beacon Advisory Premier Horizon.,2022-11-07T13:41:12Z,5.0,109589.77,001vuI7W5NKUSqVAGG,003lvDZM4XkyQxVY3U,,01tumnfMgDuHzp5IGE
02iSXPkS8wDWF2rYW9,Quantum Pioneer Hardware Select Pulse Deployment,AST-0000240-973,SN-908088212,Shipped,2021-07-29,2021-08-20,2024-08-19,Synthetic entitlement for Quantum Pioneer Hardware Select Pulse.,2021-07-18T06:30:41Z,2.0,80765.58,001vnn1W5RPN0LPYO8,003FXncODtG3z8xQ4F,,01tNxoTQ4jtr1L6AQ6
02iacji2ZdqGDDKAPU,Unified Harbor Hardware Vertex Atlas Deployment,AST-0000241-719,SN-199721332,Shipped,2024-05-29,2024-05-31,2025-05-31,Synthetic entitlement for Unified Harbor Hardware Vertex Atlas.,2024-04-29T03:01:02Z,25.0,99943.38,001Ivgehi2RhpxmIXK,,,01tnSmeh0qnccnoQDY
02i5k63O9IgFRtDQQX,Adaptive Compass Data Platform Enterprise Ion Deployment,AST-0000242-615,SN-738598323,Registered,2021-03-08,2021-03-18,2024-03-17,Synthetic entitlement for Adaptive Compass Data Platform Enterprise Ion.,2021-01-14T17:48:42Z,25.0,15267.8,00180qOlX8UtZ7HQTK,003vrwFdLqT9RU4YM9,,01tquqtjfoZD0qtA3P
02iXFT4t8ubCkd4A2U,Connected Summit Cloud Service Professional Solstice Deployment,AST-0000243-352,SN-994790704,Shipped,2022-10-21,2022-11-05,2024-11-04,Synthetic entitlement for Connected Summit Cloud Service Professional Solstice.,2022-08-30T20:26:11Z,1.0,54577.42,001PygtS3FHgKj8Q8G,003gEccA5slZCWYYJF,02i9aMzrBbKMEA0IZP,01t5ehc5TO9L51fAY8
02ijqd0s7KTa23DYKE,Elastic Lattice Hardware Standard Aurora Deployment,AST-0000244-461,SN-741312251,Installed,2023-07-02,2023-07-04,2025-07-03,Synthetic entitlement for Elastic Lattice Hardware Standard Aurora.,2023-05-27T21:36:43Z,25.0,70668.0,001dUDfaBymF8HyAUN,003sDS35Jf3ROfQIKF,,01tABpW6ZnkU3r9I20
02iE9P3yghcSyXVI2T,Modular Ember Hardware Core Meridian Deployment,AST-0000245-339,SN-847829976,Registered,2023-01-25,2023-02-12,2025-02-11,Synthetic entitlement for Modular Ember Hardware Core Meridian.,2023-01-09T03:18:25Z,10.0,135257.5,,003Ebyf4RdrLjZzA2S,,
02iCL3HrkaWX4zVQXO,Open Vertex Support Enterprise Vector Deployment,AST-0000246-618,SN-566502627,Purchased,2025-08-16,2025-09-03,2028-09-02,Synthetic entitlement for Open Vertex Support Enterprise Vector.,2025-07-08T09:22:37Z,1.0,66297.46,001Ivgehi2RhpxmIXK,0030xWcxrRWbioOIV0,,01tkl3rdZhto0MWIR8
02iFmCmOesn8tj5Y4O,Quantum Orbit Cloud Service Professional Cascade Deployment,AST-0000247-272,SN-336969643,Registered,2023-02-01,2023-02-20,2026-02-19,Synthetic entitlement for Quantum Orbit Cloud Service Professional Cascade.,2022-12-25T07:41:21Z,2.0,97352.85,001GIi2sHi8hI1AQ7T,0039kLvgxKq4hD9IUA,,01tTVbIpQ0ISm2pYRV
02iOxYvDpRceSAUIOE,Unified Foundry Advisory Standard Meridian Deployment,AST-0000248-767,SN-731328254,Installed,2023-11-18,2023-11-28,2025-11-27,Synthetic entitlement for Unified Foundry Advisory Standard Meridian.,2023-10-10T14:25:08Z,5.0,104788.13,001Ivgehi2RhpxmIXK,0038F3XT25bzrwRARW,,01tzXDuwSIeVNvXQKW
02i79517RQbbIuVQCN,Adaptive Beacon Hardware Edge Zenith Deployment,AST-0000249-885,SN-810299143,Shipped,2022-10-26,2022-10-26,2023-10-26,Synthetic entitlement for Adaptive Beacon Hardware Edge Zenith.,2022-09-10T22:23:03Z,1.0,20884.15,,0039ldFG08cbPoeY3V,,01tPjohq4E615TII7M
02iNkW2XXJzcN5mYRX,Connected Pioneer Data Platform Foundation Cobalt Deployment,AST-0000250-713,SN-484591628,Shipped,2025-01-12,2025-01-15,2027-01-15,Synthetic entitlement for Connected Pioneer Data Platform Foundation Cobalt.,2024-12-25T09:27:50Z,10.0,126691.89,,003THT0jpN9NJqQQ7P,,01t7NfeQ2lKQvYEI0O
02ipFQ2mDs8eCxEAZN,Elastic Harbor Advisory Scale Nova Deployment,AST-0000251-665,SN-835181820,Shipped,2025-02-26,2025-03-13,2028-03-12,Synthetic entitlement for Elastic Harbor Advisory Scale Nova.,2025-01-12T17:32:31Z,10.0,147657.61,001ZmXb9rhCguMsYOS,003BWrIDgk0dlGWQ9O,,01tzS9ohU8JW5tuYDD
02igwnpVMRLmhWVYDV,Modular Compass Cloud Service Ultimate Zenith Deployment,AST-0000252-441,SN-529131495,Shipped,2025-02-21,2025-03-17,2027-03-17,Synthetic entitlement for Modular Compass Cloud Service Ultimate Zenith.,2025-02-15T13:59:27Z,5.0,43662.45,001FU3HbNYKm95BYPF,003nbJsiOyprhTwA1X,02i8ceLoaWfliMHQHW,01tV2dvwb7kXQVhITI
02itcXVVISG1yWRQLT,Open Summit Support Edge Horizon Deployment,AST-0000253-668,SN-852749687,Purchased,2024-08-09,2024-08-12,2026-08-12,Synthetic entitlement for Open Summit Support Edge Horizon.,2024-07-21T22:58:00Z,25.0,109864.22,001ZIcBit9DhXpUAPA,003LFHlF1ywatB0I75,,01t4NYEPhUw9BamICS
02igUUSMPqdoXL7YR4,Quantum Lattice Advisory Foundation Pulse Deployment,AST-0000254-975,SN-898278202,Registered,2026-04-09,2026-04-27,2027-04-27,Synthetic entitlement for Quantum Lattice Advisory Foundation Pulse.,2026-03-28T10:43:10Z,50.0,5212.33,001wOS4RTezb6AxY4U,00379aqfJGg6fFGQSY,,01tLLupYH2DWeh5IGW
02i1QZUd7lItXRXIUG,Unified Ember Advisory Scale Atlas Deployment,AST-0000255-194,SN-275059873,Purchased,2024-10-06,2024-10-07,2025-10-07,Synthetic entitlement for Unified Ember Advisory Scale Atlas.,2024-08-11T07:07:38Z,5.0,2573.17,001veU1rKvNzbBRQ2J,,,01tjSACLq3F7ixDIVX
02iKf4sRJRST7VLILP,Virtual Vertex Cloud Service Ultimate Horizon Deployment,AST-0000256-764,SN-753145329,Registered,2021-06-02,2021-06-08,2022-06-08,Synthetic entitlement for Virtual Vertex Cloud Service Ultimate Horizon.,2021-04-13T04:53:15Z,10.0,31775.14,001Mpzq9x2yVI5HAED,003MCrDeRRKQ3U1YH6,,01tnh7cbKXHRNwtAHZ
02i9oJfPDXvbCsgYAX,Connected Orbit Cloud Service Essential Solstice Deployment,AST-0000257-785,SN-220195258,Shipped,2022-08-13,2022-08-27,2023-08-27,Synthetic entitlement for Connected Orbit Cloud Service Essential Solstice.,2022-06-26T05:22:51Z,10.0,60527.44,001fvdIvl6mxqiIIBH,003i3Fet9kkPOYUAJI,,01tFpX2FRUqcRnqIM9
02iQDhv213uCzhzQMA,Elastic Foundry Data Platform Premier Aurora Deployment,AST-0000258-221,SN-863383800,Registered,2022-10-07,2022-10-18,2023-10-18,Synthetic entitlement for Elastic Foundry Data Platform Premier Aurora.,2022-08-23T11:48:56Z,5.0,76033.06,001CtKb9oj7o8JaYFV,003FIVmek07UaeQASM,,01tFjJRl0Bl1V77YFI
02i47bLP2ww0F2DIOJ,Modular Beacon Cloud Service Select Ion Deployment,AST-0000259-866,SN-688408014,Registered,2021-09-07,2021-09-19,2024-09-18,Synthetic entitlement for Modular Beacon Cloud Service Select Ion.,2021-08-13T00:47:18Z,25.0,91216.52,001iWJjSJhQ7PeuAR2,003XNoGMIPTvl16ANC,,01tnh7cbKXHRNwtAHZ
02iqpmF7xKAIuK3Y2B,Open Pioneer Cloud Service Vertex Solstice Deployment,AST-0000260-690,SN-227843370,Installed,2024-01-26,2024-02-23,2025-02-22,Synthetic entitlement for Open Pioneer Cloud Service Vertex Solstice.,2023-12-19T08:29:39Z,1.0,132640.55,,003kx8Da65rG4utQA5,,01t264L3UVk4S01QTC
02i1d6ptyRe7c5pQ97,Quantum Harbor Support Essential Cascade Deployment,AST-0000261-812,SN-445261133,Installed,2025-04-02,2025-04-24,2027-04-24,Synthetic entitlement for Quantum Harbor Support Essential Cascade.,2025-03-23T12:25:57Z,10.0,149003.33,001cvG5DjhEsIaIAD0,003AP1ZR1msFdc2ANA,,01tTVbIpQ0ISm2pYRV
02iATgzyr7szFWqYDN,Unified Compass Hardware Premier Meridian Deployment,AST-0000262-826,SN-588112235,Installed,2025-03-24,2025-04-03,2026-04-03,Synthetic entitlement for Unified Compass Hardware Premier Meridian.,2025-02-06T16:05:46Z,5.0,133650.01,001JM2vogN0dvJhQHI,003n1jeyVachCmzIYQ,,01tzXDuwSIeVNvXQKW
02ixq4HQBAMeCMfQ8Q,Virtual Summit Hardware Select Vector Deployment,AST-0000263-860,SN-964879013,Shipped,2021-04-02,2021-04-22,2024-04-21,Synthetic entitlement for Virtual Summit Hardware Select Vector.,2021-03-01T17:07:07Z,50.0,77496.35,001Mpyhcy0YjCuyQPK,0032EAKca0kIqbpYN4,,01tquqtjfoZD0qtA3P
02iJGN1BLHzOSWTQLY,Connected Lattice Cloud Service Core Cobalt Deployment,AST-0000264-815,SN-180860034,Purchased,2022-08-25,2022-09-24,2023-09-24,Synthetic entitlement for Connected Lattice Cloud Service Core Cobalt.,2022-07-27T16:54:46Z,1.0,108972.91,001DbG9gnZEl0ZPAAY,003BpLOEBjhtrpuQWV,,01tQzRS8NwN7EaTIA6
02iDdigPtTC2JxpAYX,Elastic Ember Advisory Enterprise Nova Deployment,AST-0000265-488,SN-609576330,Shipped,2023-12-16,2023-12-28,2025-12-27,Synthetic entitlement for Elastic Ember Advisory Enterprise Nova.,2023-11-10T08:21:47Z,10.0,53205.68,001j6nRokzRlCs1Y07,003RhpuylDoRqW2I9Z,02i6odKwsivRu48ASR,01tLQO6rC3r5eZ7I1Z
02imKo1CF0tcEi3YVH,Integrated Vertex Advisory Professional Zenith Deployment,AST-0000266-506,SN-623876469,Shipped,2026-02-02,2026-02-09,2029-02-08,Synthetic entitlement for Integrated Vertex Advisory Professional Zenith.,2026-01-20T01:59:29Z,5.0,79238.93,001GikJVQQYFMgSI6M,003Jimyj4FuxQX8Q32,,
02iqMTWR5WJrHNmITZ,Open Orbit Data Platform Standard Cobalt Deployment,AST-0000267-659,SN-622195596,Installed,2021-05-05,2021-05-05,2024-05-04,Synthetic entitlement for Open Orbit Data Platform Standard Cobalt.,2021-03-26T22:38:57Z,10.0,67860.03,001DLqMjZmJEMS7ID7,003VtDmSNTLupDqAIS,,01t264L3UVk4S01QTC
02i7lEw0ZT4w6QIAQK,Quantum Foundry Advisory Core Pulse Deployment,AST-0000268-107,SN-192216346,Registered,2025-10-06,2025-10-23,2026-10-23,Synthetic entitlement for Quantum Foundry Advisory Core Pulse.,2025-09-10T23:38:46Z,2.0,67554.6,001lpuGrFmSTBnuY0M,,,
02iTWDmVSDtdGlIAB3,Unified Beacon Support Enterprise Atlas Deployment,AST-0000269-681,SN-550526617,Registered,2024-11-29,2024-12-20,2026-12-20,Synthetic entitlement for Unified Beacon Support Enterprise Atlas.,2024-10-05T15:14:20Z,50.0,99143.82,001ZIcBit9DhXpUAPA,003Jy7SUOIQb9xzAPH,02iYCCjGPpnsvx2AQA,01tV2dvwb7kXQVhITI
02iRguEqiU5cuGSAEQ,Virtual Pioneer Training Professional Horizon Deployment,AST-0000270-546,SN-961335829,Purchased,2022-10-23,2022-11-07,2024-11-06,Synthetic entitlement for Virtual Pioneer Training Professional Horizon.,2022-10-21T16:39:03Z,2.0,60542.43,001BH0vNAlwEWFXALI,003gARJyTyhgduOYIS,,01taG1hPSd1cWC7Y2A
02i86q2eiOh4MCyAGE,Connected Harbor Hardware Ultimate Pulse Deployment,AST-0000271-246,SN-569375173,Installed,2022-02-26,2022-03-18,2025-03-17,Synthetic entitlement for Connected Harbor Hardware Ultimate Pulse.,2022-02-20T21:57:18Z,1.0,6263.94,0010APGD8asQ2PkIS9,003k4Y5lXmxalZuIH3,,01tW9QP1juoicgIQUZ
02ikIdFsrXsyuEBIRY,Elastic Compass Advisory Edge Aurora Deployment,AST-0000272-610,SN-527941203,Installed,2022-01-31,2022-02-17,2025-02-16,Synthetic entitlement for Elastic Compass Advisory Edge Aurora.,2022-01-24T10:44:47Z,10.0,14579.99,001oPLQgL6DtzXuQJ9,003g7AU7q2TNRQkY25,,01tJJToWew3jl1jYQN
02iANKGj8GAU4B4AIW,Integrated Summit Hardware Foundation Ion Deployment,AST-0000273-511,SN-618589497,Registered,2021-10-07,2021-10-22,2024-10-21,Synthetic entitlement for Integrated Summit Hardware Foundation Ion.,2021-09-22T07:43:45Z,10.0,808.24,0014WYoiYbOMlUgQDX,0034JBacyRrWtHXY13,,01tnh7cbKXHRNwtAHZ
02iqwqJJsXiqsq9YHW,Open Lattice Support Scale Solstice Deployment,AST-0000274-802,SN-831520222,Registered,2021-08-01,2021-08-14,2024-08-13,Synthetic entitlement for Open Lattice Support Scale Solstice.,2021-07-21T06:03:00Z,5.0,58458.08,,003TzZb7WHFRbgHIUO,,01tKbJWKm600cCgAJE
02iIe1uGFxM1lNEY4I,Quantum Ember Hardware Ultimate Aurora Deployment,AST-0000275-161,SN-472987000,Registered,2024-02-08,2024-02-12,2026-02-11,Synthetic entitlement for Quantum Ember Hardware Ultimate Aurora.,2024-02-05T21:07:20Z,5.0,89510.0,001BjMFM5mN692fQ0D,0035WoUvc1EFqOfYQA,,
02iqspiahxzhqvgA6N,Rapid Vertex Training Edge Meridian Deployment,AST-0000276-568,SN-964466836,Shipped,2024-12-29,2025-01-20,2027-01-20,Synthetic entitlement for Rapid Vertex Training Edge Meridian.,2024-12-29T20:46:41Z,25.0,126608.05,001NlUpPvRS2wnzIYM,003GjAG0PksZYGaY7O,,01tvrfAHswk6XJ6AVT
02ioacn0ffibkcPYPF,Virtual Orbit Hardware Foundation Vector Deployment,AST-0000277-604,SN-193085289,Purchased,2022-11-11,2022-11-27,2024-11-26,Synthetic entitlement for Virtual Orbit Hardware Foundation Vector.,2022-09-14T08:05:01Z,1.0,18571.2,0014pV3Hc4QcEQfYGG,,,01tv9oAk6JoaaNjQCS
02iN0SSdSDCXeI5ANS,Connected Foundry Training Select Cascade Deployment,AST-0000278-877,SN-806974691,Registered,2024-04-07,2024-04-21,2027-04-21,Synthetic entitlement for Connected Foundry Training Select Cascade.,2024-02-17T15:05:48Z,5.0,124603.53,001Ivp9E6TmWQvuQ35,003VDpvTs8k4wU8Q5V,02i1I5CVAgXs2LtASO,01tIDHvdLE9QNSjY85
